gene_id	log2FC_TE_xtail	pvalue_TE_xtail	padj_TE_xtail	log2FC_mRNA_xtail	log2FC_RPF_xtail	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS05905	0.480944086276074	0.400277692971548	0.779882701459322	-1.4078392663588	-0.924361774549882	raw_counts / xtail internal size factors	0.129	0.043	0.777	0.621	27.489	9.22	44.255	26.957	27.489	9.22	44.255	26.957
MM_RS06700	-0.436587817413172	0.400575525678426	0.780020294755551	-2.39590702806667	-2.83791198529888	raw_counts / xtail internal size factors	0.566	0.092	8.667	2.18	119.232	19.961	525.589	96.708	119.232	19.961	525.589	96.708
MM_RS13725	1.93668217091273	0.401594489222568	0.780432904178621	-3.18011638921618	-0.142126420595412	raw_counts / xtail internal size factors	0.043	0.005	0.052	0.076	8.902	0.98	3.086	3.599	8.902	0.98	3.086	3.599
MM_RS01245	-0.800177084318104	0.401814442291641	0.780432904178621	-0.0270028067095762	-0.814715678214419	raw_counts / xtail internal size factors	0.106	0.091	0.18	0.162	22.63	19.436	10.431	7.298	22.63	19.436	10.431	7.298
MM_RS12515	-0.664462423289129	0.401195930097169	0.780432904178621	-0.342579462002864	-1.00329010464602	raw_counts / xtail internal size factors	0.193	0.134	1.821	1.207	40.678	28.828	99.543	52.446	40.678	28.828	99.543	52.446
MM_RS01400	-0.476316156930743	0.401700502255902	0.780432904178621	0.438611124077511	-0.0385859471009225	raw_counts / xtail internal size factors	0.148	0.201	1.881	3.317	31.884	41.719	114.864	152.596	31.884	41.719	114.864	152.596
MM_RS17000	0.433720830439286	0.402151414940862	0.780432904178621	-1.27872618066786	-0.843856827048039	raw_counts / xtail internal size factors	0.147	0.054	0.526	0.467	31.205	11.594	30.632	21.133	31.205	11.594	30.632	21.133
MM_RS06745	0.395441527857728	0.40201670472336	0.780432904178621	0.327395871866533	0.722762091813315	raw_counts / xtail internal size factors	1.069	1.187	10.087	26.158	225.259	255.264	583.019	1150.496	225.259	255.264	583.019	1150.496
MM_RS01810	1.26854705066141	0.404287728555393	0.780743080581526	-1.71546226348315	-0.0235109766814767	raw_counts / xtail internal size factors	0.032	0.01	0.327	0.496	6.741	2.103	18.56	21.258	6.741	2.103	18.56	21.258
MM_RS14245	0.739668159830239	0.404480796106324	0.780743080581526	-0.947868403845698	-0.205629076606887	raw_counts / xtail internal size factors	0.13	0.056	0.255	0.312	27.098	12.387	14.246	14.205	27.098	12.387	14.246	14.205
MM_RS19105	-0.720755646390221	0.405592321010549	0.780743080581526	1.97634755468416	1.24572130911072	raw_counts / xtail internal size factors	0.266	0.971	1.001	3.365	55.199	207.402	55.464	149.545	55.199	207.402	55.464	149.545
MM_RS14330	0.695134208773588	0.405420547670499	0.780743080581526	0.0933038204383349	0.765102612237898	raw_counts / xtail internal size factors	0.052	0.05	0.649	1.582	10.876	10.776	36.646	74.206	10.876	10.776	36.646	74.206
MM_RS08585	0.673702680815651	0.405055140447735	0.780743080581526	0.152784431285139	0.820922088705743	raw_counts / xtail internal size factors	0.03	0.03	0.076	0.203	6.498	6.316	4.312	8.939	6.498	6.316	4.312	8.939
MM_RS07565	0.625355530811419	0.403435306628624	0.780743080581526	-0.693463666651239	-0.0679560393723937	raw_counts / xtail internal size factors	22.044	10.685	121.807	203.568	4581.112	2382.123	7308.783	8946.9	4581.112	2382.123	7308.783	8946.9
MM_RS08730	-0.573510682911421	0.402832131148915	0.780743080581526	0.777154733777389	0.199860101779898	raw_counts / xtail internal size factors	0.044	0.063	0.204	0.342	9.474	13.582	11.539	15.793	9.474	13.582	11.539	15.793
MM_RS09325	-0.534504887634701	0.404494219419663	0.780743080581526	0.691872257320551	0.157260737405225	raw_counts / xtail internal size factors	2.912	3.649	64.642	102.075	617.642	806.987	3603.694	4355.917	617.642	806.987	3603.694	4355.917
MM_RS00635	-0.523397654100865	0.405500421281122	0.780743080581526	0.699973905443054	0.177190237803456	raw_counts / xtail internal size factors	0.617	0.916	11.984	26.975	130.803	194.973	758.694	1244.533	130.803	194.973	758.694	1244.533
MM_RS14420	-0.507928937966659	0.405722591248891	0.780743080581526	0.785458308739638	0.265197924296306	raw_counts / xtail internal size factors	0.031	0.049	0.866	1.863	6.557	10.42	52.42	82.282	6.557	10.42	52.42	82.282
MM_RS01360	0.480281852187134	0.405428079070786	0.780743080581526	1.07397732572285	1.54876239154655	raw_counts / xtail internal size factors	0.025	0.046	0.072	0.352	5.4	9.813	4.263	15.958	5.4	9.813	4.263	15.958
MM_RS11480	-0.459321956513357	0.405594694544308	0.780743080581526	-0.0891498134853364	-0.547379620154769	raw_counts / xtail internal size factors	0.326	0.278	3.439	3.456	68.966	59.255	194.301	152.217	68.966	59.255	194.301	152.217
MM_RS09430	0.445188796272817	0.404935927700758	0.780743080581526	0.288444114644049	0.731347976262131	raw_counts / xtail internal size factors	0.216	0.231	0.672	1.797	45.333	49.887	39.278	81.17	45.333	49.887	39.278	81.17
MM_RS13125	0.430831432375369	0.404604709311093	0.780743080581526	-0.917432344820674	-0.485238336904656	raw_counts / xtail internal size factors	0.171	0.082	0.695	0.826	36.365	17.374	40.899	36.275	36.365	17.374	40.899	36.275
MM_RS12945	-0.429323302608056	0.405722428038033	0.780743080581526	-0.957973353211357	-1.3859211042552	raw_counts / xtail internal size factors	1.26	0.58	3.407	1.961	269	123.743	194.57	88.43	269	123.743	194.57	88.43
MM_RS05325	0.614222309244234	0.406433016769582	0.780797172115264	0.694255002063643	1.29933428833721	raw_counts / xtail internal size factors	0.029	0.047	0.352	1.202	6.098	9.75	19.564	54.586	6.098	9.75	19.564	54.586
MM_RS09285	0.499980200298908	0.406156598459671	0.780797172115264	0.669938127258982	1.16928528562947	raw_counts / xtail internal size factors	0.293	0.447	2.173	9.532	62.445	94.032	136.469	438.344	62.445	94.032	136.469	438.344
MM_RS07100	-0.392321892665651	0.406391113546037	0.780797172115264	2.09829578976796	1.70188415440452	raw_counts / xtail internal size factors	0.067	0.269	1.676	8.93	14.294	56.993	98.249	393.707	14.294	56.993	98.249	393.707
MM_RS08865	-0.483008902880812	0.406952913930925	0.78135869883941	0.968392413484976	0.485095426827265	raw_counts / xtail internal size factors	0.27	0.465	1.398	3.006	56.877	100.252	79.906	128.932	56.877	100.252	79.906	128.932
MM_RS03085	-0.405712947382237	0.407597768085221	0.78215938392206	-0.44030811992078	-0.846190533342637	raw_counts / xtail internal size factors	1.664	1.116	19.708	19.619	352.807	237.881	1195.098	883.002	352.807	237.881	1195.098	883.002
MM_RS01735	0.447950346128255	0.408065846337311	0.78262013993072	-0.0407983082466784	0.407767856064377	raw_counts / xtail internal size factors	0.267	0.208	0.332	0.684	56.506	45.783	19.109	30.26	56.506	45.783	19.109	30.26
MM_RS09060	0.377854456006844	0.408313819827719	0.782658483232026	0.49905215150996	0.877060311854802	raw_counts / xtail internal size factors	1.377	1.719	5.271	15.783	291.519	369.179	308.566	696.717	291.519	369.179	308.566	696.717
MM_RS03345	0.612560682943879	0.408615762378903	0.782800174244851	-0.627481740720414	-0.0217440092148587	raw_counts / xtail internal size factors	0.633	0.353	1.826	2.83	136.745	75.552	105.881	128.188	136.745	75.552	105.881	128.188
MM_RS04145	-0.780469720632737	0.409073762053891	0.783240504813725	0.156502080642377	-0.624893450305613	raw_counts / xtail internal size factors	146.79	150.878	648.352	948.844	31764.576	31753.04	43571.1	46617.838	31764.576	31753.04	43571.1	46617.838
MM_RS02690	1.5753541418885	0.410413183973282	0.784492461347592	1.24404542648936	2.61814785348939	raw_counts / xtail internal size factors	0.006	0.011	0.007	0.079	1.319	2.496	0.453	3.582	1.319	2.496	0.453	3.582
MM_RS15815	-0.866566481696816	0.410295413585716	0.784492461347592	-0.838720206985351	-1.67547281485695	raw_counts / xtail internal size factors	0.013	0.007	0.488	0.221	2.773	1.483	27.024	9.514	2.773	1.483	27.024	9.514
MM_RS03685	-0.380129722153014	0.410411404152131	0.784492461347592	0.560296918067452	0.180305946036913	raw_counts / xtail internal size factors	0.891	1.206	14.856	28.792	190.547	255.579	884.394	1272.05	190.547	255.579	884.394	1272.05
MM_RS19595	0.638831130896392	0.410674949415077	0.784555982939321	-1.33342689069927	-0.717319531782495	raw_counts / xtail internal size factors	0.056	0.018	0.279	0.256	12.021	4.008	15.799	11.026	12.021	4.008	15.799	11.026
MM_RS17295	-0.47391947643318	0.41144122376971	0.785582714795003	0.20434753421948	-0.275018381539005	raw_counts / xtail internal size factors	0.061	0.067	0.532	0.73	13.174	14.034	31.475	33.068	13.174	14.034	31.475	33.068
MM_RS07110	-0.387206357332895	0.411816024446187	0.785861262881468	-0.0611909020702319	-0.44780468626152	raw_counts / xtail internal size factors	0.335	0.286	3.916	4.492	70.982	61.303	226.162	199.013	70.982	61.303	226.162	199.013
MM_RS12600	-0.703852191885876	0.414217524711553	0.788543432720512	1.15858940801594	0.444986098321881	raw_counts / xtail internal size factors	0.012	0.021	0.167	0.342	2.526	4.624	9.451	15.097	2.526	4.624	9.451	15.097
MM_RS03780	-0.67965480302313	0.414445450608988	0.788543432720512	6.47434553988669	5.79224344168054	raw_counts / xtail internal size factors	0.023	2.036	0.535	68.173	4.9	425.467	35.939	3132.558	4.9	425.467	35.939	3132.558
MM_RS05020	0.458220105344273	0.414599736691093	0.788543432720512	1.70473922818816	2.1585205814158	raw_counts / xtail internal size factors	0.07	0.207	0.821	5.438	14.946	44.148	46.494	243.003	14.946	44.148	46.494	243.003
MM_RS05725	-0.456200741159059	0.414246558922527	0.788543432720512	0.190768849792766	-0.265254735893478	raw_counts / xtail internal size factors	1.21	1.223	6.001	9.369	257.043	262.068	369.288	411.768	257.043	262.068	369.288	411.768
MM_RS02060	-0.433685459953497	0.41439091322435	0.788543432720512	-0.0498511802515272	-0.48357521889295	raw_counts / xtail internal size factors	0.566	0.512	10.934	14.377	120.099	108.235	671.004	657.113	120.099	108.235	671.004	657.113
MM_RS17270	-0.391149817191593	0.413869820376798	0.788543432720512	0.984321385110406	0.590610348237505	raw_counts / xtail internal size factors	0.07	0.123	0.751	1.854	14.981	26.243	44.182	83.734	14.981	26.243	44.182	83.734
MM_RS09720	-0.565247303838058	0.415837397459406	0.789374725445289	-1.36656777164898	-1.93269820651021	raw_counts / xtail internal size factors	3.901	1.307	38.315	21.524	831.955	280.923	2482.289	945.955	831.955	280.923	2482.289	945.955
MM_RS15365	0.491920070056665	0.415674339652755	0.789374725445289	-0.531640763067477	-0.0384437109214563	raw_counts / xtail internal size factors	0.64	0.328	0.646	1.052	137.339	72.965	38.258	46.92	137.339	72.965	38.258	46.92
MM_RS12550	0.439162924844406	0.415956562286784	0.789374725445289	0.152763593372236	0.590063878436287	raw_counts / xtail internal size factors	0.057	0.051	0.162	0.392	12.182	11.113	9.432	17.296	12.182	11.113	9.432	17.296
MM_RS13840	0.40462789315321	0.415700779389332	0.789374725445289	0.655572232054928	1.05954231671039	raw_counts / xtail internal size factors	2.115	3.007	8.05	29.877	451.109	640.383	486.152	1316.862	451.109	640.383	486.152	1316.862
MM_RS02175	0.422071484673503	0.416215705165033	0.789430119243954	0.0845118959725554	0.505418034220679	raw_counts / xtail internal size factors	0.106	0.108	0.542	1.344	22.561	22.672	32.564	59.734	22.561	22.672	32.564	59.734
MM_RS09050	-0.39030296369126	0.416974755758679	0.790433095814217	-0.916226457726248	-1.30555743082674	raw_counts / xtail internal size factors	0.603	0.275	1.894	1.227	128.201	59.284	110.51	55.447	128.201	59.284	110.51	55.447
MM_RS00045	0.452844761852543	0.417606849141261	0.79070924715269	-0.861023894116443	-0.407116478521451	raw_counts / xtail internal size factors	0.625	0.312	1.875	2.097	132.055	66.705	106.299	92.996	132.055	66.705	106.299	92.996
MM_RS00865	0.436775480329159	0.417811411108354	0.79070924715269	-0.453360748745768	-0.0211415692006979	raw_counts / xtail internal size factors	0.157	0.105	1.019	1.597	33.805	22.253	59.375	72.757	33.805	22.253	59.375	72.757
MM_RS01335	-0.366058119110304	0.417587058769835	0.79070924715269	0.412954640160485	0.0458268979743766	raw_counts / xtail internal size factors	0.737	0.88	7.087	12.247	155	188.951	419.089	545.268	155	188.951	419.089	545.268
MM_RS09625	-0.372689678795017	0.418293541063271	0.791185524226012	0.0268957023667255	-0.346160249672059	raw_counts / xtail internal size factors	1.279	1.132	3.502	4.616	271.47	243.737	207.057	204.669	271.47	243.737	207.057	204.669
MM_RS11500	0.858562927159348	0.41856104837958	0.791255550158093	-1.44779580663513	-0.631885010216698	raw_counts / xtail internal size factors	0.03	0.009	0.298	0.28	6.294	1.947	16.843	13.112	6.294	1.947	16.843	13.112
MM_RS17935	-2.33004740945842	0.420506197832932	0.791446149759022	0.035596420183323	-2.35696554308278	raw_counts / xtail internal size factors	0.035	0.032	0.286	0.075	7.694	6.796	16.144	3.896	7.694	6.796	16.144	3.896
MM_RS05590	0.845108993798277	0.419456346788501	0.791446149759022	-1.3372560254121	-0.486031619687865	raw_counts / xtail internal size factors	1.455	0.518	1.501	1.557	307.993	110.92	85.939	75.003	307.993	110.92	85.939	75.003
MM_RS18395	0.746993370321539	0.420301484623307	0.791446149759022	0.13613257969282	0.865849121421938	raw_counts / xtail internal size factors	0.21	0.224	1.114	3.204	44.803	46.607	64.671	145.91	44.803	46.607	64.671	145.91
MM_RS15755	-0.591514270378199	0.419219881558796	0.791446149759022	0.405894524100097	-0.185583061262389	raw_counts / xtail internal size factors	0.022	0.029	0.142	0.19	4.85	5.928	8.139	8.568	4.85	5.928	8.139	8.568
MM_RS12100	0.476369910758067	0.419009231399021	0.791446149759022	0.586133088420192	1.05861597498628	raw_counts / xtail internal size factors	0.409	0.545	1.043	3.698	87.338	116.614	62.416	169.017	87.338	116.614	62.416	169.017
MM_RS11675	0.434512895003987	0.420279471511303	0.791446149759022	0.018017099655664	0.451561919648861	raw_counts / xtail internal size factors	0.085	0.078	0.19	0.418	18.197	16.644	11.085	18.739	18.197	16.644	11.085	18.739
MM_RS18445	0.42406079351401	0.420133795204675	0.791446149759022	0.801864702442064	1.22425813265189	raw_counts / xtail internal size factors	0.408	0.652	1.643	6.719	87.263	138.145	99.05	303.036	87.263	138.145	99.05	303.036
MM_RS07635	0.408260100907071	0.419598813829616	0.791446149759022	0.389417672392404	0.796726846988609	raw_counts / xtail internal size factors	0.247	0.294	1.163	3.342	52.358	62.626	68.674	151.696	52.358	62.626	68.674	151.696
MM_RS14470	0.527737975944069	0.421385266843355	0.792499331892076	-0.347944682445038	0.167495735105351	raw_counts / xtail internal size factors	0.096	0.071	0.568	1.065	20.236	14.935	33.62	47.94	20.236	14.935	33.62	47.94
MM_RS00455	0.443620504649167	0.421527462870647	0.792499331892076	0.932909143193382	1.37491423600419	raw_counts / xtail internal size factors	1.129	2.093	5.687	24.883	242.023	437.39	338.175	1125.582	242.023	437.39	338.175	1125.582
MM_RS11570	-0.498637773236831	0.421964799041088	0.79288733175044	0.651663737433142	0.151256033334809	raw_counts / xtail internal size factors	0.095	0.163	1.95	3.158	20.371	33.378	110.579	146.087	20.371	33.378	110.579	146.087
MM_RS06245	0.574829874283924	0.422443367747623	0.793352342164983	-0.92932617907781	-0.35301958767774	raw_counts / xtail internal size factors	0.082	0.04	2.097	2.196	17.403	8.384	115.192	97.525	17.403	8.384	115.192	97.525
MM_RS07065	-0.415220889287292	0.422973166271254	0.79391300153593	1.32209803755765	0.90655020155912	raw_counts / xtail internal size factors	0.793	1.739	8.343	24.878	165.37	376.747	484.418	1097.631	165.37	376.747	484.418	1097.631
MM_RS18190	0.941682040991822	0.426213636013186	0.794954468519882	0.582778184689895	1.49803692952549	raw_counts / xtail internal size factors	0.294	0.409	0.645	3.454	63.531	86.03	40.73	156.182	63.531	86.03	40.73	156.182
MM_RS18620	0.820835028645744	0.425786103823711	0.794954468519882	-0.091495342544279	0.705752911425344	raw_counts / xtail internal size factors	0.046	0.042	0.241	0.604	9.882	8.765	13.959	27.837	9.882	8.765	13.959	27.837
MM_RS14690	0.512551067974177	0.426298725044712	0.794954468519882	-0.0755353611553757	0.435897683462181	raw_counts / xtail internal size factors	0.339	0.298	1.295	2.413	71.678	63.3	72.168	112.878	71.678	63.3	72.168	112.878
MM_RS07700	0.495780988480297	0.42435563645648	0.794954468519882	1.2792856871362	1.77167256844059	raw_counts / xtail internal size factors	0.199	0.432	0.306	1.51	42.907	91.736	17.158	67.077	42.907	91.736	17.158	67.077
MM_RS03155	-0.495769507166778	0.42557196568423	0.794954468519882	-0.20978347322211	-0.705809118204911	raw_counts / xtail internal size factors	0.235	0.189	4.916	4.175	49.792	40.039	274.56	194.705	49.792	40.039	274.56	194.705
MM_RS12560	0.472500898616333	0.426306780234519	0.794954468519882	-1.32196602205939	-0.848620446779405	raw_counts / xtail internal size factors	0.743	0.261	4.586	4.99	157.235	56.203	287.357	222.46	157.235	56.203	287.357	222.46
MM_RS17340	0.469422538736767	0.425622101466114	0.794954468519882	0.563456215665241	1.03165960691979	raw_counts / xtail internal size factors	0.081	0.111	0.6	1.771	17.033	23.591	33.829	80.913	17.033	23.591	33.829	80.913
MM_RS02325	0.456811631194154	0.42451490081806	0.794954468519882	0.86568138500512	1.32069708700769	raw_counts / xtail internal size factors	0.084	0.135	0.784	3.283	17.886	29.011	46.16	141.049	17.886	29.011	46.16	141.049
MM_RS02705	-0.435945281777894	0.424791252877636	0.794954468519882	-1.00265590148217	-1.44397363748623	raw_counts / xtail internal size factors	0.163	0.066	1.197	0.746	34.717	14.392	71.487	34.455	34.717	14.392	71.487	34.455
MM_RS17020	0.427130040750271	0.425774932661689	0.794954468519882	-0.0336247332066247	0.392653786832689	raw_counts / xtail internal size factors	0.135	0.118	0.272	0.585	28.827	25.146	15.947	25.74	28.827	25.146	15.947	25.74
MM_RS12935	-0.416028945639448	0.425182720275634	0.794954468519882	-1.04640111902378	-1.46534765918133	raw_counts / xtail internal size factors	0.41	0.181	2.734	1.801	88.227	38.298	166.65	80.495	88.227	38.298	166.65	80.495
MM_RS08810	0.362495236868701	0.424208015754897	0.794954468519882	0.603183019959049	0.965533769277668	raw_counts / xtail internal size factors	3.328	4.785	13.871	44.034	705.679	1010.799	812.573	1972.727	705.679	1010.799	812.573	1972.727
MM_RS15920	0.736916664085321	0.426909345964047	0.795645920029627	-0.662299654604671	0.0430130550474644	raw_counts / xtail internal size factors	0.008	0.004	0.05	0.079	1.625	0.907	2.886	3.604	1.625	0.907	2.886	3.604
MM_RS04335	0.406238946330869	0.427221742094856	0.795796115361715	0.573113053092004	0.978998078752681	raw_counts / xtail internal size factors	1.451	2.041	4.772	14.743	304.655	433.244	275.131	642.77	304.655	433.244	275.131	642.77
MM_RS11545	-0.436024732044617	0.427805683312943	0.796451686992046	-0.885535579172483	-1.32963101873236	raw_counts / xtail internal size factors	0.151	0.07	1.385	0.966	31.848	15.175	83.469	43.698	31.848	15.175	83.469	43.698
MM_RS02700	6.4698190598769	0.428853451105884	0.796559162984218	0.958900430034848	11.8980434232579	raw_counts / xtail internal size factors	0.084	0.152	0	0.576	17.238	32.755	0	29.876	17.238	32.755	0	29.876
MM_RS05285	1.65946927180198	0.4290649402694	0.796559162984218	-0.968224792150554	0.660663291162584	raw_counts / xtail internal size factors	0.026	0.013	0.25	0.617	5.313	2.774	14.311	26.971	5.313	2.774	14.311	26.971
MM_RS17815	-1.4312100235161	0.429255593218993	0.796559162984218	1.08040275696763	-0.321696619882045	raw_counts / xtail internal size factors	1.127	2.325	1.355	1.707	245.259	482.907	76.988	72.965	245.259	482.907	76.988	72.965
MM_RS18725	-0.509084010951304	0.429031099384122	0.796559162984218	2.97650430805262	2.46596074620706	raw_counts / xtail internal size factors	0.124	0.949	1.638	18.515	26.701	197.75	104.676	842.404	26.701	197.75	104.676	842.404
MM_RS16160	0.499190104737539	0.429179869446773	0.796559162984218	0.304303999463051	0.798692978004823	raw_counts / xtail internal size factors	0.159	0.194	0.798	2.294	34.028	40.364	47.463	109.581	34.028	40.364	47.463	109.581
MM_RS12695	0.401651551115836	0.429139337483211	0.796559162984218	0.261094439325139	0.662173004791633	raw_counts / xtail internal size factors	0.173	0.191	1.311	3.226	36.841	40.494	75.59	143.899	36.841	40.494	75.59	143.899
MM_RS04525	-0.46858900781071	0.430029196256495	0.797132953967897	-0.728291101275217	-1.19711447098922	raw_counts / xtail internal size factors	0.433	0.243	5.149	4.426	91.687	51.611	322.858	194.989	91.687	51.611	322.858	194.989
MM_RS09700	-0.397983586224019	0.429840782068366	0.797132953967897	0.891905616062919	0.493125085471232	raw_counts / xtail internal size factors	0.244	0.421	2.861	7.1	52.046	89.084	172.926	323.909	52.046	89.084	172.926	323.909
MM_RS12380	0.462610835953701	0.430587398666299	0.797432184130421	1.92814676637617	2.38778286174706	raw_counts / xtail internal size factors	0.12	0.463	1.135	10.187	25.243	96.556	68.041	467.738	25.243	96.556	68.041	467.738
MM_RS14610	-0.420981803576892	0.430655190613982	0.797432184130421	0.856450235940917	0.435514708248261	raw_counts / xtail internal size factors	0.306	0.49	3.442	8.64	65.174	105.063	211.698	390.561	65.174	105.063	211.698	390.561
MM_RS16390	1.92938147182834	0.434287388781762	0.797527269362023	0.0980743627829258	1.65520850559851	raw_counts / xtail internal size factors	0.064	0.06	0.124	0.585	14.14	12.758	7.279	30.317	14.14	12.758	7.279	30.317
MM_RS10310	1.90047378331653	0.433971622442779	0.797527269362023	-0.936073949990493	0.888180328364824	raw_counts / xtail internal size factors	0.026	0.011	0.312	0.787	5.613	2.344	17.156	36.548	5.613	2.344	17.156	36.548
MM_RS18305	-0.782337383382604	0.4336748000102	0.797527269362023	1.17735928255756	0.381310604358463	raw_counts / xtail internal size factors	0.866	1.5	6.703	13.316	183.158	336.206	383.017	599.534	183.158	336.206	383.017	599.534
MM_RS15650	0.674581357167018	0.433856389753127	0.797527269362023	-0.061724347795924	0.605594847476478	raw_counts / xtail internal size factors	0.035	0.031	0.099	0.269	7.413	6.464	5.969	11.981	7.413	6.464	5.969	11.981
MM_RS16725	0.62331015552844	0.432900230723007	0.797527269362023	0.415798822440233	1.03186075128176	raw_counts / xtail internal size factors	0.167	0.192	0.506	1.492	35.564	41.473	28.313	66.924	35.564	41.473	28.313	66.924
MM_RS06585	0.551538921605097	0.434936211296826	0.797527269362023	-0.772296835188547	-0.222342307035879	raw_counts / xtail internal size factors	1.703	0.905	8.09	9.17	353.81	194.98	445.043	422.652	353.81	194.98	445.043	422.652
MM_RS11955	-0.466756126586072	0.431356264115271	0.797527269362023	-0.641707207565354	-1.11141996955716	raw_counts / xtail internal size factors	0.189	0.121	4.994	4.343	39.392	25.486	308.348	195.679	39.392	25.486	308.348	195.679
MM_RS14915	0.452956079268297	0.431828777650036	0.797527269362023	0.264630693301266	0.715762792067222	raw_counts / xtail internal size factors	0.127	0.136	0.567	1.46	27.118	28.982	32.779	65.421	27.118	28.982	32.779	65.421
MM_RS09995	0.450173178062929	0.435120470584057	0.797527269362023	0.0623426543926135	0.512456613319765	raw_counts / xtail internal size factors	1.986	1.722	2.766	5.869	424.368	373.619	157.217	265.505	424.368	373.619	157.217	265.505
MM_RS09855	0.438734271809293	0.43187092143129	0.797527269362023	0.667720973193802	1.1049194154913	raw_counts / xtail internal size factors	0.55	0.789	3.725	12.562	116.312	168.531	216.697	587.541	116.312	168.531	216.697	587.541
MM_RS15460	-0.436326199759106	0.432722155634534	0.797527269362023	0.901755407542062	0.457528954468597	raw_counts / xtail internal size factors	0.04	0.069	0.995	2.024	8.605	14.693	56.769	94.554	8.605	14.693	56.769	94.554
MM_RS16920	-0.436312252252176	0.434828524939168	0.797527269362023	1.60361219216547	1.16432465440991	raw_counts / xtail internal size factors	0.039	0.11	0.201	0.748	8.481	23.278	11.843	33.367	8.481	23.278	11.843	33.367
MM_RS04025	-0.425662933948339	0.432289176576832	0.797527269362023	-0.0356019457259567	-0.461397557247214	raw_counts / xtail internal size factors	0.575	0.426	2.004	2.199	123.461	94.11	114.672	99.665	123.461	94.11	114.672	99.665
MM_RS11930	-0.390504962871356	0.434856795712233	0.797527269362023	0.873233577935934	0.481817794996569	raw_counts / xtail internal size factors	0.087	0.148	0.537	1.32	18.54	31.4	32.39	59.31	18.54	31.4	32.39	59.31
MM_RS02820	0.385684170422974	0.432484460961178	0.797527269362023	0.410871724088922	0.79557225743259	raw_counts / xtail internal size factors	0.539	0.654	6.05	16.575	114.28	139.19	349.979	728.215	114.28	139.19	349.979	728.215
MM_RS09525	-0.382533677988628	0.432076675497328	0.797527269362023	-1.47358765144151	-1.8549700568617	raw_counts / xtail internal size factors	0.501	0.154	2.836	1.355	106.973	33.159	169.236	59.327	106.973	33.159	169.236	59.327
MM_RS08410	-0.376295371785439	0.432770409174744	0.797527269362023	0.755502762945188	0.378603469177177	raw_counts / xtail internal size factors	0.217	0.319	1.736	3.501	45.882	68.753	100.044	156.245	45.882	68.753	100.044	156.245
MM_RS17840	-0.374857584033155	0.434916239108622	0.797527269362023	-0.566780981809145	-0.941864024126946	raw_counts / xtail internal size factors	82.815	48.279	149.747	127.628	17459.217	10442.301	8828.857	5901.003	17459.217	10442.301	8828.857	5901.003
MM_RS07365	-0.368737068398416	0.433596886794058	0.797527269362023	1.1374642221685	0.766678680234224	raw_counts / xtail internal size factors	0.35	0.718	6.464	17.129	73.856	152.48	373.255	769.026	73.856	152.48	373.255	769.026
MM_RS16260	1.60922773479713	0.435570976454672	0.797926980879876	-1.49105420520865	0.815626997155305	raw_counts / xtail internal size factors	0.011	0.004	0.051	0.13	2.278	0.787	2.797	5.293	2.278	0.787	2.797	5.293
MM_RS14940	0.417898664257377	0.435928725041002	0.798156433635072	-0.255289117486448	0.162330610191546	raw_counts / xtail internal size factors	0.158	0.123	0.716	1.413	33.345	25.998	43.149	63.007	33.345	25.998	43.149	63.007
MM_RS01210	-0.410681670819897	0.436568913795277	0.798902495234108	0.973509629168091	0.558471995966211	raw_counts / xtail internal size factors	0.077	0.136	0.866	2.301	16.279	29.189	52.694	103.6	16.279	29.189	52.694	103.6
MM_RS09330	-0.44977863063372	0.438157204691774	0.800528836459212	-0.215425271647498	-0.664729576311733	raw_counts / xtail internal size factors	1.852	1.251	32.264	35.168	391.441	276.248	1917.653	1479.991	391.441	276.248	1917.653	1479.991
MM_RS02015	-0.444886581667489	0.438086262972013	0.800528836459212	-0.125459486613341	-0.57792349491977	raw_counts / xtail internal size factors	0.094	0.082	1.24	1.496	20.122	17.248	75.345	66.901	20.122	17.248	75.345	66.901
MM_RS11470	-0.375221627922928	0.437739969593775	0.800528836459212	-1.14622992368392	-1.52753205875325	raw_counts / xtail internal size factors	0.158	0.062	2.348	1.357	33.728	13.366	138.425	59.973	33.728	13.366	138.425	59.973
MM_RS07525	-0.558428240958839	0.439004678797893	0.801650565060196	0.638410253189928	0.0805642012267273	raw_counts / xtail internal size factors	3.298	4.453	98.692	225.51	704.95	955.619	6445.673	10309.648	704.95	955.619	6445.673	10309.648
MM_RS13530	-0.412273376522192	0.439501554877542	0.801940948485188	-0.854655160479073	-1.26950929625708	raw_counts / xtail internal size factors	0.57	0.251	2.549	1.784	121.231	55.295	151.35	80.166	121.231	55.295	151.35	80.166
MM_RS11520	-0.368344811965959	0.43963089573234	0.801940948485188	1.76012698790598	1.3898888484943	raw_counts / xtail internal size factors	0.157	0.492	1.425	6.11	33.633	104.047	83.73	275.427	33.633	104.047	83.73	275.427
