gene_id	log2FC_TE_deseq2	lfcSE_TE_deseq2	stat_TE_deseq2	pvalue_TE_deseq2	padj_TE_deseq2	baseMean_counts	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS13655	0.329784105924981	0.797739435501491	0.413398274234325	0.679314838819277	NA	52.418676045357	raw_counts / DESeq2 median-of-ratios	0.013	0.015	0.13	0.308	2.79	3.199	7.434	13.54	2.79	3.199	7.434	13.54
MM_RS19175	-0.328962755123903	0.804373401801527	-0.408967718707675	0.682563351375872	NA	99.5644877101488	raw_counts / DESeq2 median-of-ratios	0.039	0.026	0.308	0.263	8.299	5.475	17.424	11.66	8.299	5.475	17.424	11.66
MM_RS03480	-0.328829244745106	0.726027334660367	-0.452915791247628	0.650609379539501	NA	105.115846189422	raw_counts / DESeq2 median-of-ratios	0.071	0.161	2.113	6.424	15.115	33.807	123.559	286.912	15.115	33.807	123.559	286.912
MM_RS02455	0.328143462068353	0.726743206558619	0.451526012361679	0.651610481517186	NA	120.703966556201	raw_counts / DESeq2 median-of-ratios	0.293	0.411	2.028	6.182	62.982	87.197	116.525	282.805	62.982	87.197	116.525	282.805
MM_RS00185	0.328068370760456	1.50843740654173	0.217488885742094	0.827827367610155	NA	10.9019875859525	raw_counts / DESeq2 median-of-ratios	0.025	0.007	0.081	0.044	5.291	1.538	4.681	2.009	5.291	1.538	4.681	2.009
MM_RS09355	0.327867766586111	0.717536311348673	0.456935435044193	0.647717453448547	NA	109.189056317592	raw_counts / DESeq2 median-of-ratios	0.116	0.206	0.531	2.306	24.49	44.826	31.255	103.345	24.49	44.826	31.255	103.345
MM_RS15240	-0.327855006582554	0.721088165769195	-0.454667018744964	0.649348811813897	NA	77.1970928967465	raw_counts / DESeq2 median-of-ratios	0.056	0.042	0.5	0.497	11.872	8.768	29.729	22.78	11.872	8.768	29.729	22.78
MM_RS14975	0.327240491325256	0.875312953683386	0.373855419308262	0.708511885498778	NA	41.885290056644	raw_counts / DESeq2 median-of-ratios	0.03	0.05	0.214	0.863	6.51	10.613	12.659	39.818	6.51	10.613	12.659	39.818
MM_RS15180	0.326889667255854	0.677314605786199	0.482626041817619	0.629361284964929	NA	205.381177718377	raw_counts / DESeq2 median-of-ratios	0.94	1.618	15.959	67.466	198.588	346.978	961.098	3098.62	198.588	346.978	961.098	3098.62
MM_RS09650	0.326753539799959	0.639753888037868	0.51074881436378	0.609526954823409	NA	150.416874278932	raw_counts / DESeq2 median-of-ratios	0.467	0.546	2.633	5.275	97.923	116.918	145.507	244.078	97.923	116.918	145.507	244.078
MM_RS05185	0.325341774752881	0.777227602026996	0.418592666941312	0.675513849727812	NA	128.290198065408	raw_counts / DESeq2 median-of-ratios	1.126	0.54	2.881	3.414	237.39	114.787	176.629	150.382	237.39	114.787	176.629	150.382
MM_RS13415	0.324743490280723	1.20902479735073	0.268599528307704	0.788237875314443	NA	22.8071234296258	raw_counts / DESeq2 median-of-ratios	0.1	0.175	2.558	10.234	21.435	37.479	148.99	466.277	21.435	37.479	148.99	466.277
MM_RS14810	-0.324413939806997	1.02356091576064	-0.316946392551453	0.751284279166219	NA	33.7133368816639	raw_counts / DESeq2 median-of-ratios	0.036	0.237	0.441	3.532	7.772	49.763	25.32	164.918	7.772	49.763	25.32	164.918
MM_RS16940	0.323966651473993	0.727075199834599	0.445575164092643	0.655904154025296	NA	133.173887026985	raw_counts / DESeq2 median-of-ratios	0.327	0.893	0.141	0.945	70.271	190.883	8.233	43.427	70.271	190.883	8.233	43.427
MM_RS15615	0.323785096743369	0.564311002884695	0.57377066030649	0.566123005329917	NA	205.541648234292	raw_counts / DESeq2 median-of-ratios	0.105	0.122	0.609	1.631	22.525	25.757	36.788	74.386	22.525	25.757	36.788	74.386
MM_RS15300	0.323558276174748	0.949758567563955	0.340674237879891	0.733348834925241	NA	44.2319047993018	raw_counts / DESeq2 median-of-ratios	0.024	0.012	0.222	0.167	5.168	2.678	12.165	7.582	5.168	2.678	12.165	7.582
MM_RS12515	-0.323390586540151	0.812221727480199	-0.398155547430901	0.690515530887509	NA	74.1320096208894	raw_counts / DESeq2 median-of-ratios	0.193	0.134	1.821	1.207	40.678	28.828	99.543	52.446	40.678	28.828	99.543	52.446
MM_RS13015	0.321228815722765	0.684273397574119	0.469445132401147	0.638751494757638	NA	83.2029966080104	raw_counts / DESeq2 median-of-ratios	0.125	0.073	0.821	1.073	26.711	15.563	48.121	49.228	26.711	15.563	48.121	49.228
MM_RS16885	-0.320384232509341	1.31434763412119	-0.243759127488033	0.807417377104649	NA	16.6947385444275	raw_counts / DESeq2 median-of-ratios	0.014	0.008	0.204	0.169	3.037	1.637	11.543	7.169	3.037	1.637	11.543	7.169
MM_RS16875	0.31905572315277	0.798692065808304	0.399472759041213	0.689544891917108	NA	69.2787343189177	raw_counts / DESeq2 median-of-ratios	0.114	0.056	0.551	0.491	24.15	11.924	30.835	21.894	24.15	11.924	30.835	21.894
MM_RS08955	-0.317267665378629	0.625745234796024	-0.507023701877729	0.612138188169254	NA	201.09824507868	raw_counts / DESeq2 median-of-ratios	0.146	0.178	1.913	3.331	31.089	38.121	109.796	144.188	31.089	38.121	109.796	144.188
MM_RS16200	-0.316346228557568	0.640429747686122	-0.493959297956614	0.621334924921028	NA	127.677225944114	raw_counts / DESeq2 median-of-ratios	0.065	0.052	0.726	0.86	13.738	11.15	42.48	39.011	13.738	11.15	42.48	39.011
MM_RS15970	0.315614733317574	1.97929745664076	0.159457959317157	0.873308078063544	NA	6.22669524957532	raw_counts / DESeq2 median-of-ratios	0.008	0.013	0.016	0.09	1.733	2.908	0.904	3.576	1.733	2.908	0.904	3.576
MM_RS08160	-0.315272794230567	0.654807214880617	-0.481474221825803	0.630179496588831	NA	132.424121114703	raw_counts / DESeq2 median-of-ratios	0.164	0.229	1.322	2.351	34.733	47.739	78.658	109.974	34.733	47.739	78.658	109.974
MM_RS02600	0.31464990517778	0.906967818349539	0.346925104520651	0.728647585909543	NA	77.7356595675027	raw_counts / DESeq2 median-of-ratios	0.689	0.676	13.685	33.662	145.764	150.175	843.461	1514.268	145.764	150.175	843.461	1514.268
MM_RS14460	-0.314491872661876	0.613101378151905	-0.512952480403585	0.607984561508527	NA	181.745558575744	raw_counts / DESeq2 median-of-ratios	0.146	0.062	1.366	0.751	30.959	13.288	77.405	32.824	30.959	13.288	77.405	32.824
MM_RS06860	-0.31445637513604	0.762625304913676	-0.41233404282544	0.680094599857573	NA	185.072999614148	raw_counts / DESeq2 median-of-ratios	0.474	0.63	3.895	6.851	101.713	134.74	219.433	299.27	101.713	134.74	219.433	299.27
MM_RS13190	-0.313401834790098	0.833829297144445	-0.375858507086981	0.707022089031352	NA	91.9680619023969	raw_counts / DESeq2 median-of-ratios	0.085	0.04	2.268	1.729	18.212	8.519	130.093	73.538	18.212	8.519	130.093	73.538
MM_RS17575	-0.312812658107957	0.744847972720553	-0.419968462779606	0.674508492587894	NA	93.9265353510799	raw_counts / DESeq2 median-of-ratios	0.111	0.028	0.954	0.354	23.568	6.068	55.802	15.93	23.568	6.068	55.802	15.93
MM_RS09735	-0.311974635266653	0.636654240906543	-0.490022079837914	0.624118274679717	NA	147.854691278354	raw_counts / DESeq2 median-of-ratios	0.475	0.338	1.932	2.164	101.565	72.375	114.639	100.544	101.565	72.375	114.639	100.544
MM_RS11850	0.311496864347458	0.688579588505202	0.452375977370559	0.650998149923741	NA	111.428380926845	raw_counts / DESeq2 median-of-ratios	0.153	0.113	0.714	1.252	32.33	24.058	43.043	56.368	32.33	24.058	43.043	56.368
MM_RS07780	-0.310713398061714	0.594520783178367	-0.522628319906008	0.601232928866779	NA	177.902217886448	raw_counts / DESeq2 median-of-ratios	0.224	0.475	0.999	3.325	47.466	101.76	59.778	147.214	47.466	101.76	59.778	147.214
MM_RS09705	0.308364923891054	0.715624047751408	0.430903523798537	0.666538521151591	NA	84.9683386651325	raw_counts / DESeq2 median-of-ratios	0.269	0.42	1.679	5.848	57.553	88.225	103.145	266.024	57.553	88.225	103.145	266.024
MM_RS05875	0.308226349251179	0.676879396508523	0.455363763236214	0.64884756035543	NA	108.113667304835	raw_counts / DESeq2 median-of-ratios	0.167	0.111	0.677	0.942	35.637	23.72	38.859	42.899	35.637	23.72	38.859	42.899
MM_RS01890	0.307826099308697	0.670837426045236	0.458868404411205	0.64632866910292	NA	92.7690747443411	raw_counts / DESeq2 median-of-ratios	0.057	0.076	0.315	1.072	12.2	16.233	18.93	48.453	12.2	16.233	18.93	48.453
MM_RS01315	0.30634857605364	0.658212165851314	0.465425271587646	0.641626940104929	NA	145.464123830377	raw_counts / DESeq2 median-of-ratios	0.228	0.226	1.324	2.607	48.14	47.336	78.106	119.718	48.14	47.336	78.106	119.718
MM_RS18860	0.305812829246161	1.18163086441799	0.258805722205629	0.795785142585204	NA	27.3085614445631	raw_counts / DESeq2 median-of-ratios	0.318	0.165	10.806	9.41	67.396	34.13	610.139	421.037	67.396	34.13	610.139	421.037
MM_RS07720	-0.304515550206727	0.659415034748004	-0.461796492588462	0.644227266358902	NA	123.070418703797	raw_counts / DESeq2 median-of-ratios	0.14	0.053	1.928	1.035	29.589	11.226	112.299	45.886	29.589	11.226	112.299	45.886
MM_RS01530	-0.304382989220412	0.760438106666752	-0.400273193244644	0.688955309946655	NA	122.730659207637	raw_counts / DESeq2 median-of-ratios	0.157	0.11	1.647	1.346	33.568	23.474	92.195	62.97	33.568	23.474	92.195	62.97
MM_RS07295	0.303404343881563	0.684882678447861	0.443001923437695	0.657764343462801	NA	163.146850952958	raw_counts / DESeq2 median-of-ratios	0.291	0.104	1.212	1.003	61.935	22.605	70.808	46.512	61.935	22.605	70.808	46.512
MM_RS00430	0.302023897893158	0.670784329319174	0.45025485046692	0.652526690185086	NA	90.2667337547786	raw_counts / DESeq2 median-of-ratios	0.53	0.386	1.49	2.35	113.216	80.878	88.346	112.275	113.216	80.878	88.346	112.275
MM_RS11625	0.301899013695361	0.749603500159181	0.402744935997833	0.687135872898063	NA	80.0246483800332	raw_counts / DESeq2 median-of-ratios	0.656	0.26	0.91	0.865	139.04	56.287	54.565	39.326	139.04	56.287	54.565	39.326
MM_RS01940	-0.301578012127625	0.612299932713	-0.492533145955745	0.62234249601217	NA	204.786978125552	raw_counts / DESeq2 median-of-ratios	0.122	0.171	0.977	2.161	25.962	36.525	59.021	99.356	25.962	36.525	59.021	99.356
MM_RS03000	-0.299647217019955	0.95145435851664	-0.314935986511343	0.752810257584079	NA	32.3859732415991	raw_counts / DESeq2 median-of-ratios	0.011	0.019	0.145	0.357	2.297	3.974	8.393	15.593	2.297	3.974	8.393	15.593
MM_RS03210	-0.299418549362142	0.653908155907148	-0.45789083169756	0.647030874082588	NA	146.443362559396	raw_counts / DESeq2 median-of-ratios	0.09	0.129	0.553	1.31	19.091	27.773	33.627	60	19.091	27.773	33.627	60
MM_RS14900	0.298877103123334	0.843824412747183	0.354193477468019	0.723193891396927	NA	45.2885209544381	raw_counts / DESeq2 median-of-ratios	0.204	0.282	2.185	6.975	43.402	60.643	129.079	318.067	43.402	60.643	129.079	318.067
MM_RS18095	0.298249658197049	1.04932774675012	0.284229268806394	0.776234686751713	NA	24.572404903022	raw_counts / DESeq2 median-of-ratios	0.028	0.029	0.159	0.389	5.82	6.139	8.991	16.44	5.82	6.139	8.991	16.44
MM_RS17520	0.296866444681051	0.719546112876983	0.412574593022373	0.679918319062546	NA	125.389232340587	raw_counts / DESeq2 median-of-ratios	0.137	0.054	1.466	1.324	28.806	11.82	85.055	60.067	28.806	11.82	85.055	60.067
MM_RS06475	0.296746665506955	0.70102813826641	0.42330207492211	0.672074880620102	NA	103.893572487955	raw_counts / DESeq2 median-of-ratios	0.108	0.065	0.895	1.266	23.139	13.743	55.441	56.968	23.139	13.743	55.441	56.968
MM_RS17305	0.296338066914279	0.699416172681211	0.423693472483297	0.671789376264824	NA	81.910033417846	raw_counts / DESeq2 median-of-ratios	0.169	0.439	1.356	8.778	36.109	94.756	81.034	384.574	36.109	94.756	81.034	384.574
MM_RS11210	0.295321727128554	0.622352714531604	0.474524687099372	0.635125797799375	NA	183.734488870082	raw_counts / DESeq2 median-of-ratios	0.384	0.233	3.123	4.053	80.837	49.39	180.342	178.113	80.837	49.39	180.342	178.113
MM_RS09545	0.295136248720679	0.632540521514727	0.466588682751778	0.640794185522874	NA	150.181478112026	raw_counts / DESeq2 median-of-ratios	0.374	0.319	1.161	2.345	79.908	69.837	67.918	103.752	79.908	69.837	67.918	103.752
MM_RS12570	-0.294907147591856	1.12665056381527	-0.261755647281786	0.79350983541303	NA	22.0999946902368	raw_counts / DESeq2 median-of-ratios	0.022	0.034	0.1	0.25	4.659	7.361	5.777	11.062	4.659	7.361	5.777	11.062
MM_RS00230	-0.294253742370887	0.700005301200456	-0.42035930565992	0.674222991615247	NA	81.6160800282093	raw_counts / DESeq2 median-of-ratios	0.036	0.037	0.245	0.324	7.633	7.835	14.23	14.8	7.633	7.835	14.23	14.8
MM_RS07585	-0.293620811482298	1.32600178630813	-0.22143319452065	0.824755148367897	NA	16.7081199910827	raw_counts / DESeq2 median-of-ratios	0.074	0.075	0.627	1.147	16.079	15.604	37.712	53.008	16.079	15.604	37.712	53.008
MM_RS12825	-0.29259873451566	0.717327603179129	-0.407901122470249	0.683346268651936	NA	87.3327771614087	raw_counts / DESeq2 median-of-ratios	0.195	0.229	4.982	7.097	40.952	49.51	278.079	318.714	40.952	49.51	278.079	318.714
MM_RS10860	0.292438888336133	0.675204327301364	0.433111691545201	0.664933629426486	NA	113.152600247234	raw_counts / DESeq2 median-of-ratios	0.221	0.254	2.083	5.225	47.376	53.476	123.296	235.634	47.376	53.476	123.296	235.634
MM_RS14455	-0.291970381506707	0.856946938112448	-0.340709988590209	0.733321918324417	NA	40.1369770480474	raw_counts / DESeq2 median-of-ratios	0.019	0.018	0.118	0.186	4.094	3.864	7.162	8.673	4.094	3.864	7.162	8.673
MM_RS09410	-0.291403019402123	0.610828826824722	-0.477061668678813	0.633318208849027	NA	141.733967836082	raw_counts / DESeq2 median-of-ratios	0.275	0.14	1.976	1.472	57.988	30.138	114.254	65.869	57.988	30.138	114.254	65.869
MM_RS04035	-0.290650647655717	0.592808147167558	-0.490294624060833	0.623925430611261	NA	208.282032267212	raw_counts / DESeq2 median-of-ratios	0.741	0.284	11.782	6.46	158.297	60.118	691.859	297.715	158.297	60.118	691.859	297.715
MM_RS17910	0.29038372018487	0.850353424439525	0.34148591848885	0.732737803899021	NA	77.9080446525505	raw_counts / DESeq2 median-of-ratios	2.414	4.092	1.672	7.474	522.332	871.16	97.286	340.875	522.332	871.16	97.286	340.875
MM_RS18230	0.290292248365136	1.21568536099435	0.238788964381126	0.811269227878385	NA	99.2262179892109	raw_counts / DESeq2 median-of-ratios	1.039	1.678	13.151	86.049	214.981	365.16	795.719	4227.919	214.981	365.16	795.719	4227.919
MM_RS08390	-0.289329035495675	0.800600187497999	-0.361390167044393	0.717807797591349	NA	104.316463593456	raw_counts / DESeq2 median-of-ratios	0.211	0.353	5.343	14.622	44.407	77.73	317.603	653.435	44.407	77.73	317.603	653.435
MM_RS16585	-0.288629916853681	0.583432396505426	-0.494710130226711	0.620804749725478	NA	198.565486250878	raw_counts / DESeq2 median-of-ratios	0.22	0.157	3.148	2.988	46.387	32.9	182.732	140.246	46.387	32.9	182.732	140.246
MM_RS15310	-0.28861040393048	0.931873229102879	-0.309709942207834	0.756781541503963	NA	55.2805984016511	raw_counts / DESeq2 median-of-ratios	0.068	0.069	1.459	2.426	14.325	14.788	90.267	110.964	14.325	14.788	90.267	110.964
MM_RS02920	-0.288420984388018	0.736379488744451	-0.391674386368073	0.695298817687314	NA	129.720970927686	raw_counts / DESeq2 median-of-ratios	0.384	0.696	12.333	29.901	82.427	148.02	703.623	1347.846	82.427	148.02	703.623	1347.846
MM_RS12850	0.287819318696742	0.603834559759727	0.476652609634116	0.633609514127899	NA	144.981483449421	raw_counts / DESeq2 median-of-ratios	0.049	0.058	0.266	0.617	10.465	12.38	15.153	27.512	10.465	12.38	15.153	27.512
MM_RS16195	0.287628988519752	0.934220828306995	0.307881155937186	0.758172765152337	NA	84.542862522645	raw_counts / DESeq2 median-of-ratios	0.722	1.325	8.989	31.664	155.009	280.152	503.479	1353.951	155.009	280.152	503.479	1353.951
MM_RS12520	-0.287436067860938	0.739021017445789	-0.388941668877533	0.697319296940378	NA	74.5255405306763	raw_counts / DESeq2 median-of-ratios	0.386	0.495	7.508	13.717	81.769	104.889	437.517	610.127	81.769	104.889	437.517	610.127
MM_RS01435	0.287353984084751	0.662611161758853	0.433669096853109	0.664528750669197	NA	157.806311823864	raw_counts / DESeq2 median-of-ratios	0.058	0.106	0.407	1.744	12.514	22.951	23.7	78.065	12.514	22.951	23.7	78.065
MM_RS09890	0.287235183126102	0.762013327943957	0.376942466217897	0.70621636167209	NA	74.8971476520258	raw_counts / DESeq2 median-of-ratios	0.13	0.311	1.488	7.763	27.708	66.526	85.728	340.877	27.708	66.526	85.728	340.877
MM_RS13530	-0.287213483647915	0.691080029945023	-0.415600901780888	0.677702066698109	NA	142.354298507709	raw_counts / DESeq2 median-of-ratios	0.57	0.251	2.549	1.784	121.231	55.295	151.35	80.166	121.231	55.295	151.35	80.166
MM_RS02030	0.286926052054689	0.741137648104574	0.387142729543547	0.698650545663021	NA	167.276327704385	raw_counts / DESeq2 median-of-ratios	0.331	0.65	0.67	3.39	69.645	139.573	41.029	147.172	69.645	139.573	41.029	147.172
MM_RS06410	0.286764327993094	0.630288151365956	0.454973375862486	0.649128393005648	NA	140.052474351244	raw_counts / DESeq2 median-of-ratios	0.147	0.123	1.382	2.42	31.27	26.541	78.866	106.267	31.27	26.541	78.866	106.267
MM_RS15875	0.286707925460886	0.982218326550396	0.291898366901603	0.77036433216658	NA	38.9112539774599	raw_counts / DESeq2 median-of-ratios	0.027	0.02	0.122	0.162	5.764	4.216	6.814	7.244	5.764	4.216	6.814	7.244
MM_RS06345	-0.2860502579258	0.700660352574213	-0.408258090920739	0.683084203914123	NA	107.719754642172	raw_counts / DESeq2 median-of-ratios	0.567	0.588	6.29	11.342	121.417	127.452	391.468	515.501	121.417	127.452	391.468	515.501
MM_RS06400	-0.285919408063996	0.685596249440608	-0.417037590706314	0.676650912467646	NA	177.064135350014	raw_counts / DESeq2 median-of-ratios	0.194	0.267	3.157	6.103	40.427	56.378	179.805	271.721	40.427	56.378	179.805	271.721
MM_RS16955	-0.285736654001811	0.88231189673506	-0.323849939073883	0.746051645913331	NA	53.0270068559723	raw_counts / DESeq2 median-of-ratios	0.198	0.225	2.229	4.187	42.346	48.02	130.775	201.226	42.346	48.02	130.775	201.226
MM_RS18255	0.285186158878264	0.994579364478229	0.286740474479759	0.774311044133129	NA	41.8028592317314	raw_counts / DESeq2 median-of-ratios	2.714	1.106	29.678	27.045	569.218	231.419	1764.246	1313.575	569.218	231.419	1764.246	1313.575
MM_RS06050	0.285158735128169	0.917375710032188	0.310841819779775	0.755920875821787	NA	108.524662689467	raw_counts / DESeq2 median-of-ratios	0.309	0.071	0.835	0.481	65.038	15.39	52.61	21.66	65.038	15.39	52.61	21.66
MM_RS10040	0.284998944073316	0.624126062592194	0.456636825723356	0.64793210541583	NA	156.786772905578	raw_counts / DESeq2 median-of-ratios	0.292	0.266	0.924	1.939	62.586	56.559	54.163	87.239	62.586	56.559	54.163	87.239
MM_RS01815	-0.284653524558986	1.05343628002342	-0.270214278696246	0.786995408346695	NA	34.488784560693	raw_counts / DESeq2 median-of-ratios	0.011	0.008	0.174	0.296	2.497	1.815	10.785	13.141	2.497	1.815	10.785	13.141
MM_RS00510	0.283850939357569	0.662326324347181	0.428566597647083	0.668238658100428	NA	103.038650211551	raw_counts / DESeq2 median-of-ratios	0.153	0.168	0.856	2.086	32.542	35.685	51.105	95.572	32.542	35.685	51.105	95.572
MM_RS12665	-0.283162842776097	0.975319794773059	-0.290328202394359	0.771565165159379	NA	39.8928547180243	raw_counts / DESeq2 median-of-ratios	0.122	0.043	0.675	0.39	26.035	9.438	39.952	18.485	26.035	9.438	39.952	18.485
MM_RS18760	-0.282960583448981	0.666452714847884	-0.42457713374844	0.671144965054311	NA	140.326386248288	raw_counts / DESeq2 median-of-ratios	8.968	12.724	6.277	15.983	1903.239	2757.577	369.975	671.861	1903.239	2757.577	369.975	671.861
MM_RS06125	0.282876290760693	0.66515451886474	0.425279063342297	0.670633254167471	NA	115.542213448619	raw_counts / DESeq2 median-of-ratios	0.231	0.035	0.834	0.315	49.081	7.721	49.197	13.509	49.081	7.721	49.197	13.509
MM_RS14315	0.282286195012226	0.745645202778095	0.378579777567797	0.70499994145792	NA	76.3778816233798	raw_counts / DESeq2 median-of-ratios	0.213	0.183	0.98	1.476	44.932	40.071	54.428	65.104	44.932	40.071	54.428	65.104
MM_RS13110	-0.281037673179218	0.700874092546192	-0.400981682969964	0.688433609787696	NA	100.34467846878	raw_counts / DESeq2 median-of-ratios	0.231	0.216	1.475	2.145	48.697	46.773	86.348	97.411	48.697	46.773	86.348	97.411
MM_RS10035	0.280391664952168	0.792514838526999	0.353799892849093	0.723488853800187	NA	170.365760302559	raw_counts / DESeq2 median-of-ratios	0.453	0.376	1.394	2.192	97.574	78.567	79.441	101.356	97.574	78.567	79.441	101.356
MM_RS02300	0.279046630474725	0.742009699676217	0.376068709878711	0.706865815626574	NA	136.288550301187	raw_counts / DESeq2 median-of-ratios	0.332	0.241	6.575	8.116	70.707	51.389	366.85	359.383	70.707	51.389	366.85	359.383
MM_RS04160	0.277672759050878	0.665799125462492	0.417051853076548	0.676640480549966	NA	86.2933554678303	raw_counts / DESeq2 median-of-ratios	0.101	0.144	0.319	1.101	21.426	31.039	18.832	47.869	21.426	31.039	18.832	47.869
MM_RS05865	-0.277549955760029	0.967744130599524	-0.286800970405354	0.77426471986651	NA	33.1911191128384	raw_counts / DESeq2 median-of-ratios	0.068	0.031	0.377	0.221	14.237	6.553	21.569	9.989	14.237	6.553	21.569	9.989
