gene_id	log2FC_TE_deseq2	lfcSE_TE_deseq2	stat_TE_deseq2	pvalue_TE_deseq2	padj_TE_deseq2	baseMean_counts	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS06755	-3.76990823327272	2.43060832955017	-1.55101428207909	0.120898261353317	NA	171.368526848509	raw_counts / DESeq2 median-of-ratios	0.019	0.099	0.951	2.479	4.271	20.995	55.823	107.635	4.271	20.995	55.823	107.635
MM_RS01370	-3.74037014379343	4.47605911403932	-0.835639129979679	0.403357948397868	NA	88.5392028625397	raw_counts / DESeq2 median-of-ratios	0.142	0.107	0.048	0.429	31.102	21.757	2.743	22.247	31.102	21.757	2.743	22.247
MM_RS17445	3.73476499456855	2.36217955203048	1.58106736270671	0.113862636211711	NA	4.92591952849498	raw_counts / DESeq2 median-of-ratios	0.018	0.005	0.04	0.141	3.794	1.015	2.205	6.338	3.794	1.015	2.205	6.338
MM_RS17950	-3.72358411745692	4.58469706127337	-0.812176697324188	0.41669024872486	NA	4.28915916524807	raw_counts / DESeq2 median-of-ratios	0	0.032	0	0	0	7.445	0	0	0	7.445	0	0
MM_RS15040	3.65333182055689	1.81442383008774	2.01349417924049	0.0440626667119185	NA	13.8944056259833	raw_counts / DESeq2 median-of-ratios	0.005	0.002	0.07	0.505	1.003	0.361	3.98	23.326	1.003	0.361	3.98	23.326
MM_RS09765	-3.62038329825083	6.99577555567801	-0.5175099271606	0.604800240889019	NA	0.569316244649597	raw_counts / DESeq2 median-of-ratios	0	0	0.073	0	0	0	3.864	0	0	0	3.864	0
MM_RS12400	-3.6118803689193	6.73748483931332	-0.536087346400236	0.591898184869385	NA	9.85266431376988	raw_counts / DESeq2 median-of-ratios	0	0	0.162	0.167	0	0	9.684	8.671	0	0	9.684	8.671
MM_RS09020	-3.56493581994908	2.74445044508065	-1.2989616286711	0.193957097884481	NA	71.9068147973306	raw_counts / DESeq2 median-of-ratios	0.153	0.22	2.336	2.658	33.57	47.016	135.532	120.484	33.57	47.016	135.532	120.484
MM_RS11135	3.42817920440158	2.03348904086559	1.68586067370312	0.0918226381094126	NA	7.28932627079453	raw_counts / DESeq2 median-of-ratios	0.027	0.013	0.067	0.284	5.811	2.865	3.568	12.782	5.811	2.865	3.568	12.782
MM_RS19190	-3.41314883895446	2.43193536019939	-1.40347021340017	0.160476668252681	NA	8.40547736770855	raw_counts / DESeq2 median-of-ratios	0	0.025	0.185	0.552	0	5.932	10.966	22.802	0	5.932	10.966	22.802
MM_RS10500	3.40847005397683	2.59114810756526	1.31542849442889	0.188365934320877	NA	4.98733754398031	raw_counts / DESeq2 median-of-ratios	0.019	0.013	0.074	0.263	4.018	2.605	3.94	10.931	4.018	2.605	3.94	10.931
MM_RS16900	3.37474302628147	3.04807294353891	1.10717265918292	0.268219285969392	NA	2.84879054755213	raw_counts / DESeq2 median-of-ratios	0.009	0	0.106	0.455	1.828	0	6.144	21.855	1.828	0	6.144	21.855
MM_RS08985	3.37287508164252	4.56354527139606	0.739090965697971	0.459851762347541	NA	1.59037350565316	raw_counts / DESeq2 median-of-ratios	0.001	0.005	0	0.045	0.295	1.019	0	2.004	0.295	1.019	0	2.004
MM_RS13900	3.28835114940238	2.53146302892996	1.29899236600439	0.193946549043316	NA	4.68487972575964	raw_counts / DESeq2 median-of-ratios	0.02	0	0.113	0.118	4.167	0	6.443	4.77	4.167	0	6.443	4.77
MM_RS16865	-3.28803518193183	1.4183920302836	-2.31814273609138	0.0204415649660623	NA	34.9048795707277	raw_counts / DESeq2 median-of-ratios	0.02	0.012	0.374	0.089	4.368	2.501	24.787	4.606	4.368	2.501	24.787	4.606
MM_RS15570	3.2276070201727	4.21585753051527	0.765587308586829	0.443921898407184	NA	1.37418867193088	raw_counts / DESeq2 median-of-ratios	0.002	0	0.018	0.156	0.504	0	1.037	6.864	0.504	0	1.037	6.864
MM_RS05305	3.14296208702979	1.91938879699663	1.637480687575	0.101530070970902	NA	7.02223639867441	raw_counts / DESeq2 median-of-ratios	0.275	0.083	0.504	2.043	58.825	18.763	28.178	94.425	58.825	18.763	28.178	94.425
MM_RS13405	3.14044633706177	4.13455818737509	0.75956031932291	0.447517445626176	NA	1.56593064021581	raw_counts / DESeq2 median-of-ratios	0.027	0.033	0.144	2.058	5.99	6.612	7.694	87.228	5.99	6.612	7.694	87.228
MM_RS16625	3.12673476037532	2.64977670533198	1.17999933884375	0.238000477869692	NA	4.76568928697536	raw_counts / DESeq2 median-of-ratios	0.01	0.007	0.058	0.6	2.038	1.329	3.206	25.738	2.038	1.329	3.206	25.738
MM_RS19080	-3.10958790724532	2.19662684018922	-1.41561955374153	0.156886923133671	NA	5.82377762617182	raw_counts / DESeq2 median-of-ratios	0.082	0.404	4.597	3.136	17.882	86.938	251.647	140.785	17.882	86.938	251.647	140.785
MM_RS17800	3.10512267156292	1.33218834998407	2.33084358649439	0.0197616088605978	NA	28.4225983017971	raw_counts / DESeq2 median-of-ratios	0.099	0.05	1.116	12.134	21.024	10.506	66.256	499.866	21.024	10.506	66.256	499.866
MM_RS18135	-3.10310575949835	1.26753930746701	-2.44813375113348	0.014359833839488	NA	60.2529797862896	raw_counts / DESeq2 median-of-ratios	0.026	0.075	0.536	0.758	5.654	16.101	31.34	32.421	5.654	16.101	31.34	32.421
MM_RS09240	3.0853746942008	2.77744946166527	1.11086618740883	0.266625951616965	NA	3.05232622650035	raw_counts / DESeq2 median-of-ratios	0.033	0.054	0.02	0.417	6.968	11.33	1.051	20.292	6.968	11.33	1.051	20.292
MM_RS15630	3.07905591338921	2.6102942671406	1.17958191616538	0.238166538840254	NA	4.66790489204048	raw_counts / DESeq2 median-of-ratios	0.067	0	1.079	1.908	13.905	0	62.841	84.746	13.905	0	62.841	84.746
MM_RS02930	-3.07247369691146	2.98781395869577	-1.02833500993906	0.303792267958233	NA	3.34527247735557	raw_counts / DESeq2 median-of-ratios	0.005	0.018	0.449	0.234	1.115	3.691	25.372	9.846	1.115	3.691	25.372	9.846
MM_RS18680	-3.03341550514578	2.16681678916354	-1.39994092731614	0.161531008805518	NA	6.86322570761696	raw_counts / DESeq2 median-of-ratios	0.568	0.518	0.846	0.098	120.693	108.875	47.763	5.105	120.693	108.875	47.763	5.105
MM_RS08110	3.01275983961486	2.71211235248698	1.11085362553369	0.266631359567685	NA	3.18375471410293	raw_counts / DESeq2 median-of-ratios	0.044	0.027	0.097	0.603	9.025	5.421	5.473	26.624	9.025	5.421	5.473	26.624
MM_RS02855	2.97805559634133	1.04707993795035	2.84415304735076	0.00445296529513816	NA	29.9927218573269	raw_counts / DESeq2 median-of-ratios	0.174	0.1	1.184	8.231	36.73	21.163	67.577	387.415	36.73	21.163	67.577	387.415
MM_RS07650	2.96227121713262	3.97386198070315	0.745438878229099	0.456006448171792	NA	1.77872107798981	raw_counts / DESeq2 median-of-ratios	0.013	0.008	0.085	0.438	2.832	1.563	4.547	19.259	2.832	1.563	4.547	19.259
MM_RS12325	2.94982863245446	1.50903059999859	1.95478384100177	0.0506085892298717	NA	10.8941327598923	raw_counts / DESeq2 median-of-ratios	0.07	0.033	0.116	0.652	14.893	7.195	6.402	28.562	14.893	7.195	6.402	28.562
MM_RS02125	-2.90012034090253	4.38464588529043	-0.661426353866301	0.508338929706716	NA	1.33231542425536	raw_counts / DESeq2 median-of-ratios	0	0.026	0.036	0.188	0	5.575	2.192	9.728	0	5.575	2.192	9.728
MM_RS01755	2.85876336384393	1.80042053080203	1.58783090668848	0.11232458063439	NA	10.1050868782421	raw_counts / DESeq2 median-of-ratios	0.059	0.049	0.018	0.125	12.388	10.216	0.935	5.899	12.388	10.216	0.935	5.899
MM_RS14115	2.85784023899912	2.41800756983361	1.18189879744495	0.237245859211081	NA	9.14840953258186	raw_counts / DESeq2 median-of-ratios	0.039	0.016	0.355	0.247	8.232	3.72	18.92	11.473	8.232	3.72	18.92	11.473
MM_RS16775	-2.8422048079997	2.33608505588259	-1.21665296425857	0.223736282028491	NA	5.43422934108764	raw_counts / DESeq2 median-of-ratios	0.002	0.02	0.152	0.284	0.494	4.26	8.58	12.501	0.494	4.26	8.58	12.501
MM_RS19360	2.82582754826036	2.00093233439063	1.41225542697872	0.157874765570139	NA	7.76117756072484	raw_counts / DESeq2 median-of-ratios	0.279	0.052	0.836	1.766	58.383	10.502	52.301	78.69	58.383	10.502	52.301	78.69
MM_RS18205	-2.79835230255026	2.2465259195047	-1.24563544014984	0.212898265091033	NA	6.22038594005945	raw_counts / DESeq2 median-of-ratios	0.073	0.135	5.309	3.195	16.011	28.892	317.419	152.689	16.011	28.892	317.419	152.689
MM_RS17585	2.79246375003783	2.79130404265807	1.00041547153662	0.317109485733612	NA	3.44685630009063	raw_counts / DESeq2 median-of-ratios	0.006	0	0.035	0.041	1.237	0	2.281	1.821	1.237	0	2.281	1.821
MM_RS17920	2.78722111309611	2.3962113116137	1.16317834724647	0.244757149712522	NA	4.17988634850648	raw_counts / DESeq2 median-of-ratios	0.056	0.019	0.203	0.655	11.694	4.37	11.406	27.309	11.694	4.37	11.406	27.309
MM_RS17330	2.78480480085627	0.971365660298025	2.86689648880717	0.00414518565548296	NA	40.2773390502248	raw_counts / DESeq2 median-of-ratios	0.286	0.496	0.667	8.91	60.067	105.376	36.179	401.478	60.067	105.376	36.179	401.478
MM_RS15975	2.76606080733566	1.863331035036	1.48447095836742	0.137684022157183	NA	6.73114590160512	raw_counts / DESeq2 median-of-ratios	0.029	0.011	0.066	0.231	6.161	2.291	3.646	10.236	6.161	2.291	3.646	10.236
MM_RS11010	-2.76575957826363	0.818794325470682	-3.37784409616388	0.000730564872327372	NA	203.901783142395	raw_counts / DESeq2 median-of-ratios	0.91	0.314	46.439	3.871	196.768	64.503	2775.316	179.458	196.768	64.503	2775.316	179.458
MM_RS17755	-2.75286300572462	1.12610730256474	-2.44458321108025	0.0145019623078176	NA	66.2851097891763	raw_counts / DESeq2 median-of-ratios	0.015	0.074	0.547	1.17	3.207	15.443	33.006	52.366	3.207	15.443	33.006	52.366
MM_RS04820	2.69301497922328	3.11197489765918	0.86537169089923	0.386834813679297	NA	160.701298970529	raw_counts / DESeq2 median-of-ratios	0.146	0.182	0.295	0.486	31.316	39.137	15.737	20.127	31.316	39.137	15.737	20.127
MM_RS01710	2.67512740320657	1.53695511820116	1.740537099312	0.081764751599211	NA	23.4146867334579	raw_counts / DESeq2 median-of-ratios	0.02	0.003	0.828	0.864	4.142	0.688	44.59	42.662	4.142	0.688	44.59	42.662
MM_RS14320	-2.65736882888883	2.38301586555103	-1.11512846695813	0.26479537423646	NA	5.27536803501941	raw_counts / DESeq2 median-of-ratios	0.007	0.073	0.327	0.865	1.455	15.323	18.528	37.166	1.455	15.323	18.528	37.166
MM_RS19275	2.65284216070145	1.77271282496009	1.49648726141594	0.134526725027204	NA	7.00351070327033	raw_counts / DESeq2 median-of-ratios	0.013	0.007	0.044	0.237	2.782	1.539	2.519	10.966	2.782	1.539	2.519	10.966
MM_RS02240	-2.65064847121857	2.93386333843707	-0.903466919025147	0.366278137756163	NA	2.72535620055624	raw_counts / DESeq2 median-of-ratios	0.002	0.01	0.076	0.071	0.477	2.117	4.125	3.524	0.477	2.117	4.125	3.524
MM_RS15870	-2.64581893921208	1.9458119219768	-1.3597506055591	0.173908858045158	NA	8.48458873452705	raw_counts / DESeq2 median-of-ratios	0.001	0.009	0.063	0.119	0.289	2.01	3.582	5.435	0.289	2.01	3.582	5.435
MM_RS04360	2.61225937883732	1.55557622543995	1.67928728667637	0.0930960675059334	NA	10.3583253097975	raw_counts / DESeq2 median-of-ratios	0.034	0.008	0.132	0.351	7.348	1.762	7.691	16.185	7.348	1.762	7.691	16.185
MM_RS19040	2.54467150971652	1.36040511163657	1.87052480761063	0.061410975350927	NA	12.5364053674661	raw_counts / DESeq2 median-of-ratios	0.31	0.085	0.46	1.339	65.557	18.186	26.957	60.285	65.557	18.186	26.957	60.285
MM_RS19410	2.53740902834596	2.17973730787087	1.16408936947749	0.244387796248999	NA	7.95735430011586	raw_counts / DESeq2 median-of-ratios	1.489	0.291	0.505	1.438	305.86	60.92	26.904	57.542	305.86	60.92	26.904	57.542
MM_RS16685	-2.51167500108093	1.0100088544362	-2.4867851306937	0.0128903227427091	NA	33.1176747306164	raw_counts / DESeq2 median-of-ratios	0.052	0.039	0.38	0.082	11.088	8.647	21.736	3.769	11.088	8.647	21.736	3.769
MM_RS01070	2.5101195346302	1.61791528556232	1.55145300685987	0.120793160747489	NA	17.2910846174519	raw_counts / DESeq2 median-of-ratios	0.077	0.055	0.181	0.555	16.545	11.084	10.161	25.983	16.545	11.084	10.161	25.983
MM_RS02685	2.50882381596709	0.875233662749729	2.86646174929458	0.00415088317637206	NA	40.4880894322145	raw_counts / DESeq2 median-of-ratios	0.168	0.13	0.573	4.235	35.878	27.651	33.139	194.459	35.878	27.651	33.139	194.459
MM_RS14885	-2.4957669467569	2.90234274183211	-0.859914616831724	0.389836110549984	NA	2.58429990412169	raw_counts / DESeq2 median-of-ratios	0.003	0.027	0.05	0.114	0.708	5.681	2.915	5.068	0.708	5.681	2.915	5.068
MM_RS13950	2.48862760985409	4.044082959932	0.615375014437373	0.538307088039176	NA	2.15646572867934	raw_counts / DESeq2 median-of-ratios	0	0.001	0.003	0.068	0	0.14	0.196	3.109	0	0.14	0.196	3.109
MM_RS16320	2.45426245686688	0.817083742124294	3.00368533889337	0.00266731032270772	NA	61.4574074743537	raw_counts / DESeq2 median-of-ratios	0.074	0.15	0.207	3.052	15.714	31.393	11.651	140.436	15.714	31.393	11.651	140.436
MM_RS01465	2.43969492729014	4.02742431627287	0.605770521231774	0.544667147429854	NA	1.60944805476212	raw_counts / DESeq2 median-of-ratios	0.001	0	0.02	0.077	0.241	0	1.117	3.491	0.241	0	1.117	3.491
MM_RS15800	2.41283285691421	1.37420535378451	1.75580225347642	0.079122179489027	NA	38.3636343358149	raw_counts / DESeq2 median-of-ratios	0.204	0.081	1.427	1.781	43.394	16.409	78.333	78.527	43.394	16.409	78.333	78.527
MM_RS16260	2.37668447826096	2.66235394534717	0.892700417393618	0.372017626794014	NA	3.38852754968198	raw_counts / DESeq2 median-of-ratios	0.011	0.004	0.051	0.13	2.278	0.787	2.797	5.293	2.278	0.787	2.797	5.293
MM_RS01365	2.37306112916869	1.40446357818688	1.68965658207544	0.0910936742278242	NA	12.6448115720328	raw_counts / DESeq2 median-of-ratios	0.029	0.024	0.081	0.424	6.248	4.975	4.544	19.227	6.248	4.975	4.544	19.227
MM_RS16770	2.36993057637509	1.01312315227446	2.33923247243398	0.0193234053627123	NA	25.8640890222268	raw_counts / DESeq2 median-of-ratios	0.055	0.039	0.139	0.802	11.608	8.231	7.965	36.153	11.608	8.231	7.965	36.153
MM_RS00830	2.36242100592943	0.751408636752674	3.14398968867192	0.00166661312161892	NA	112.283180159467	raw_counts / DESeq2 median-of-ratios	0.557	0.245	0.627	1.841	118.535	51.492	34.966	83.849	118.535	51.492	34.966	83.849
MM_RS19560	2.3527810064962	2.27723745477368	1.03317333094279	0.301522791002831	NA	4.52801028359354	raw_counts / DESeq2 median-of-ratios	0.737	0.332	1.971	5.598	158.06	67.207	113.569	246.969	158.06	67.207	113.569	246.969
MM_RS18350	2.34569714502071	3.79656764923519	0.61784679261365	0.536676335175966	NA	2.01943755753885	raw_counts / DESeq2 median-of-ratios	0.039	0.043	0.517	2.335	8.058	10.009	27.523	112.387	8.058	10.009	27.523	112.387
MM_RS18510	2.3243273792083	1.201215824698	1.93497898663853	0.0529928743560497	NA	16.8516862437881	raw_counts / DESeq2 median-of-ratios	1.395	0.467	2.029	5.702	295.918	100.65	115.244	251.726	295.918	100.65	115.244	251.726
MM_RS16365	-2.30879372094374	1.63193821278214	-1.41475559727699	0.157140167050108	NA	12.2690964758763	raw_counts / DESeq2 median-of-ratios	0.106	0.308	0.544	1.217	23.195	66.286	33.748	57.747	23.195	66.286	33.748	57.747
MM_RS13450	2.29666278893976	0.967453871721853	2.3739248516854	0.0176001321380048	NA	34.1969069053284	raw_counts / DESeq2 median-of-ratios	1.421	0.947	1.058	6.398	298.246	202.409	60.598	273.984	298.246	202.409	60.598	273.984
MM_RS18120	2.29205208801795	2.16616030568777	1.05811748188702	0.290001885287625	NA	11.6457128690708	raw_counts / DESeq2 median-of-ratios	0.331	0.038	8.73	6.164	71.536	8.906	479.449	283.448	71.536	8.906	479.449	283.448
MM_RS18090	2.27902919676838	0.674927204536912	3.37670371182043	0.000733600263574284	NA	102.936253806547	raw_counts / DESeq2 median-of-ratios	0.175	0.107	0.188	0.959	36.727	23.187	10.692	43.057	36.727	23.187	10.692	43.057
MM_RS16450	-2.27861091694819	2.14837057768717	-1.06062284626949	0.288861335640187	NA	8.12638191456366	raw_counts / DESeq2 median-of-ratios	0.008	0.141	0.402	1.761	1.69	29.488	22.376	81.011	1.69	29.488	22.376	81.011
MM_RS17565	2.2784354175673	2.09640062291278	1.08683206476136	0.277111034160956	NA	6.25199678157396	raw_counts / DESeq2 median-of-ratios	0.016	0.003	0.094	0.163	3.452	0.706	5.251	7.315	3.452	0.706	5.251	7.315
MM_RS08480	2.27492287507488	1.47867993203167	1.53848228125284	0.123930737605563	NA	11.0331588392196	raw_counts / DESeq2 median-of-ratios	0.026	0.017	0.112	0.479	5.521	3.621	6.129	20.44	5.521	3.621	6.129	20.44
MM_RS00565	2.2683222711534	1.88883953836392	1.20090787231094	0.229786940202367	NA	10.4366410219944	raw_counts / DESeq2 median-of-ratios	0.108	0.006	0.127	0.115	22.727	1.483	7.232	4.449	22.727	1.483	7.232	4.449
MM_RS13725	2.25428077304744	2.94152437068116	0.766364812583695	0.443459263706646	NA	2.90303710986599	raw_counts / DESeq2 median-of-ratios	0.043	0.005	0.052	0.076	8.902	0.98	3.086	3.599	8.902	0.98	3.086	3.599
MM_RS18215	2.25117835167633	2.31204917445151	0.973672349425863	0.330219250597604	NA	5.63856436593461	raw_counts / DESeq2 median-of-ratios	0.652	0.218	0.65	2.199	137.321	44.185	39.167	87.967	137.321	44.185	39.167	87.967
MM_RS19125	2.2462514070986	1.21171953045284	1.85377172740555	0.063771824947691	NA	25.0363449737144	raw_counts / DESeq2 median-of-ratios	2.161	0.744	1.343	3.532	463.24	163.441	74.734	160.216	463.24	163.441	74.734	160.216
MM_RS09200	2.2376903866151	1.8437343705351	1.2136728708733	0.224872667973558	NA	9.04117793248845	raw_counts / DESeq2 median-of-ratios	0.093	0.118	0.079	0.738	20.15	25.47	4.206	31.885	20.15	25.47	4.206	31.885
MM_RS04220	-2.23296620693508	0.934435055063184	-2.38964301995722	0.0168647561413191	NA	193.030952016536	raw_counts / DESeq2 median-of-ratios	2.905	1.599	179.697	47.056	606.575	352.118	10722.267	2210.809	606.575	352.118	10722.267	2210.809
MM_RS17805	2.22862377453997	1.11757542259743	1.99415961507123	0.0461346139910074	NA	19.4943735374249	raw_counts / DESeq2 median-of-ratios	0.023	0.017	0.061	0.369	4.794	3.655	3.515	16.475	4.794	3.655	3.515	16.475
MM_RS10705	2.21731149181635	1.59982925156864	1.38596758975514	0.165756800252564	NA	9.5068898376262	raw_counts / DESeq2 median-of-ratios	0.016	0.005	0.039	0.1	3.262	0.996	2.259	4.328	3.262	0.996	2.259	4.328
MM_RS01620	-2.21365353938697	2.14546072473961	-1.03178469494268	0.302172990637522	NA	4.44449499492779	raw_counts / DESeq2 median-of-ratios	0.007	0.016	0.051	0.04	1.571	3.317	2.876	1.827	1.571	3.317	2.876	1.827
MM_RS19180	2.20682158880434	1.83490725621088	1.20268835459372	0.22909694206007	NA	6.21643108203839	raw_counts / DESeq2 median-of-ratios	0.123	0.053	0.166	0.579	26.417	10.987	10.016	26.131	26.417	10.987	10.016	26.131
MM_RS17855	2.20148426966766	4.53744252086341	0.485181742698694	0.627547431707508	NA	1.16879229929024	raw_counts / DESeq2 median-of-ratios	0.031	0.034	0.155	1.281	6.841	6.93	8.275	63.953	6.841	6.93	8.275	63.953
MM_RS10100	2.19184143212943	1.40097872753367	1.56450728983447	0.11769848235802	NA	12.3006469027838	raw_counts / DESeq2 median-of-ratios	0.016	0.007	0.092	0.296	3.328	1.458	5.164	12.7	3.328	1.458	5.164	12.7
MM_RS18375	2.18380646360482	0.977179546539475	2.23480574408093	0.0254301045908679	NA	30.4638228613304	raw_counts / DESeq2 median-of-ratios	1.64	1.073	5.598	29.829	347.716	226.372	332.843	1419.929	347.716	226.372	332.843	1419.929
MM_RS04685	2.18279289948001	2.6935441437575	0.810379478850867	0.417722108427076	NA	3.61484053767093	raw_counts / DESeq2 median-of-ratios	0.008	0.006	0.007	0.031	1.761	1.186	0.474	1.353	1.761	1.186	0.474	1.353
MM_RS18290	2.17231587473059	2.30373787203099	0.94295271224389	0.345705090952273	NA	5.65095185237523	raw_counts / DESeq2 median-of-ratios	0.361	0.041	3.988	2.808	74.872	8.351	216.768	120.974	74.872	8.351	216.768	120.974
MM_RS00170	2.1618693508417	4.96136975588263	0.435740421942629	0.66302507443763	NA	61.2067413742078	raw_counts / DESeq2 median-of-ratios	0.253	0.446	0.514	12.279	51.897	97.397	36.147	531.308	51.897	97.397	36.147	531.308
MM_RS03865	-2.16045558311596	2.78455331648919	-0.775871508842179	0.437824856567322	NA	199.908733868315	raw_counts / DESeq2 median-of-ratios	0.03	0.044	1.237	4.247	6.496	9.835	72.557	204.459	6.496	9.835	72.557	204.459
MM_RS18795	2.15746280726698	2.0479762035975	1.05346087687794	0.292129815974786	NA	5.35131594273606	raw_counts / DESeq2 median-of-ratios	0.493	0.267	1.014	3.735	102.816	57.688	55.783	182.17	102.816	57.688	55.783	182.17
MM_RS03850	-2.15702769496248	1.67329766886992	-1.28908785035196	0.197367546913293	NA	11.4745530345925	raw_counts / DESeq2 median-of-ratios	0.003	0.012	0.111	0.217	0.544	2.616	6.382	10.328	0.544	2.616	6.382	10.328
MM_RS04825	-2.15176769973774	2.19512087225339	-0.980250211701946	0.326962624552748	NA	7.87413168572274	raw_counts / DESeq2 median-of-ratios	0.052	0.14	1.653	1.78	11.443	28.421	100.951	77.15	11.443	28.421	100.951	77.15
MM_RS16670	2.14598375968822	1.56965218231974	1.36717151981832	0.171571550023971	NA	11.8547707109635	raw_counts / DESeq2 median-of-ratios	0.077	0.02	0.503	0.696	16.347	4.073	29.145	33.075	16.347	4.073	29.145	33.075
MM_RS09830	2.14447967293072	1.08112393819121	1.98356506333452	0.0473043471455356	NA	38.4192484298086	raw_counts / DESeq2 median-of-ratios	0.008	0.005	0.188	0.715	1.705	1.01	10.633	32.064	1.705	1.01	10.633	32.064
MM_RS02850	-2.14180698552595	1.3162930124469	-1.62715061560987	0.103705113253017	NA	22.2784608142131	raw_counts / DESeq2 median-of-ratios	0.023	0.058	0.084	0.121	4.983	13.005	4.868	5.078	4.983	13.005	4.868	5.078
MM_RS02650	-2.13996015387582	1.15298737068349	-1.85601352476848	0.0634516303116424	NA	90.0640345441728	raw_counts / DESeq2 median-of-ratios	0.337	0.625	3.631	3.107	73.31	135.137	201.849	139.507	73.31	135.137	201.849	139.507
MM_RS16750	2.13370694960687	1.25062965109805	1.70610615839268	0.0879883161801995	NA	21.4872121742115	raw_counts / DESeq2 median-of-ratios	0.087	0.047	0.462	2.26	17.936	10.277	26.288	102.475	17.936	10.277	26.288	102.475
MM_RS12835	-2.11043738955122	1.3045916088219	-1.61769965043469	0.105727341381058	NA	25.9237355263912	raw_counts / DESeq2 median-of-ratios	0.04	0.244	2.244	6.462	8.73	51.302	132.362	287.522	8.73	51.302	132.362	287.522
MM_RS18800	-2.10982922189608	3.68677579623661	-0.572269467552043	0.56713943132646	NA	2.46659048334988	raw_counts / DESeq2 median-of-ratios	0.069	0.142	0.423	0.414	15.027	30.626	22.517	21.479	15.027	30.626	22.517	21.479
MM_RS17415	-2.1056105192038	1.14578046224075	-1.83770852147886	0.0661053675173148	NA	26.6948167637971	raw_counts / DESeq2 median-of-ratios	0.143	0.134	0.567	0.251	30.411	29.347	34.961	12.012	30.411	29.347	34.961	12.012
MM_RS11620	-2.09691031955587	1.05314726384069	-1.99108936760535	0.0464710631592467	NA	47.8941002312183	raw_counts / DESeq2 median-of-ratios	0.013	0.028	1.225	1.275	2.93	6	72.1	56.364	2.93	6	72.1	56.364
MM_RS18615	2.0924060536137	1.40490286240091	1.48935994766064	0.136392609548483	NA	16.4635044581362	raw_counts / DESeq2 median-of-ratios	0.351	0.071	3.044	5.082	75.382	14.946	185.414	244.236	75.382	14.946	185.414	244.236
MM_RS18790	2.0908094009184	0.971564513223886	2.1520026436336	0.0313971461509322	NA	28.9714251341145	raw_counts / DESeq2 median-of-ratios	2.424	0.801	4.444	10.778	511.322	172.264	255.756	490.382	511.322	172.264	255.756	490.382
MM_RS08245	2.09080906839972	1.25814954266048	1.66181284299361	0.096550306337446	NA	186.807384049505	raw_counts / DESeq2 median-of-ratios	0.835	0.016	2.294	0.571	172.952	3.539	147.151	24.184	172.952	3.539	147.151	24.184
MM_RS04365	2.04595909474322	1.37475548042976	1.48823490712955	0.136688954503168	NA	13.4808303726209	raw_counts / DESeq2 median-of-ratios	0.02	0.009	0.059	0.202	4.285	1.836	3.452	8.612	4.285	1.836	3.452	8.612
MM_RS17580	-2.04394795546942	1.16021978397944	-1.76169031393248	0.0781216352661003	NA	22.404865880413	raw_counts / DESeq2 median-of-ratios	0.048	0.132	0.263	0.297	10.321	27.842	14.993	13.641	10.321	27.842	14.993	13.641
MM_RS08125	-2.04259585029243	0.773849560487479	-2.63952576131944	0.0083022113128774	NA	138.514281864102	raw_counts / DESeq2 median-of-ratios	0.153	0.065	1.153	0.34	32.726	14.55	74.954	13.743	32.726	14.55	74.954	13.743
MM_RS11315	-2.04020646595488	1.7340964941398	-1.17652418585098	0.239385473461999	NA	11.9074290426463	raw_counts / DESeq2 median-of-ratios	0.009	0.022	0.366	0.413	1.926	4.94	20.505	18.291	1.926	4.94	20.505	18.291
MM_RS09440	2.03288341320378	0.682065291082655	2.98048213240252	0.00287795026749482	NA	153.037650484201	raw_counts / DESeq2 median-of-ratios	0.323	0.061	0.611	0.681	68.51	12.689	34.477	32.929	68.51	12.689	34.477	32.929
MM_RS13905	2.02322380225045	1.87471344401117	1.07921763121383	0.280490721667873	NA	12.690418737029	raw_counts / DESeq2 median-of-ratios	0.005	0.005	0.035	0.268	1.189	0.979	2.079	13.296	1.189	0.979	2.079	13.296
MM_RS06025	2.02282378317734	0.942211040862489	2.14689034138856	0.0318020127372932	NA	48.7836642340468	raw_counts / DESeq2 median-of-ratios	0.113	0.092	0.756	3.967	23.631	20.089	42.27	185.488	23.631	20.089	42.27	185.488
MM_RS03175	2.00435618483748	1.06400718279277	1.88378068987891	0.0595946465850585	NA	23.7503410664752	raw_counts / DESeq2 median-of-ratios	0.816	0.401	2.415	8.887	171.03	85.721	140.583	394.807	171.03	85.721	140.583	394.807
MM_RS05005	2.00167647951566	0.865818095163807	2.31189032742144	0.0207837278979153	NA	70.946853692005	raw_counts / DESeq2 median-of-ratios	0.376	0.393	1.297	9.727	80.626	87.024	74.4	436.207	80.626	87.024	74.4	436.207
MM_RS08500	1.99833097438313	1.220865488346	1.63681502463505	0.101669125419542	NA	20.520206659008	raw_counts / DESeq2 median-of-ratios	0.041	0.014	0.112	0.24	8.718	2.988	6.297	10.507	8.718	2.988	6.297	10.507
