gene_id	log2FC_Ribo	lfcSE_Ribo	pvalue_Ribo	padj_Ribo	baseMean_counts_Ribo	log2FC_basis_Ribo	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS17355	-0.701779156256741	0.426510924960333	0.0998882771352509	0.233591136916152	725.769124918113	raw_counts / DESeq2 median-of-ratios	3.156	3.23	185.131	148.263	185.131	148.263
MM_RS06775	-0.918701361696276	0.558614792683977	0.100051043679209	0.233813467434363	758.422474534072	raw_counts / DESeq2 median-of-ratios	6.371	4.908	356.741	219.809	356.741	219.809
MM_RS06530	0.867074731856922	0.52798274146675	0.100540136969011	0.234797588296798	98.7397388383203	raw_counts / DESeq2 median-of-ratios	0.459	1.309	26.162	57.999	26.162	57.999
MM_RS10320	1.40340801233282	0.854786222889238	0.100626610657628	0.234840752169897	84.3653731255761	raw_counts / DESeq2 median-of-ratios	0.344	1.282	18.839	53.152	18.839	53.152
MM_RS00465	0.858853525515898	0.52335147785918	0.100784029213855	0.235049315938323	493.238859616392	raw_counts / DESeq2 median-of-ratios	1.194	4.153	73.376	183.644	73.376	183.644
MM_RS05555	1.26923277797449	0.77368337460906	0.100899851640198	0.235160652878032	31.1463916732341	raw_counts / DESeq2 median-of-ratios	1.617	5.506	88.98	251.275	88.98	251.275
MM_RS15265	0.812527933090513	0.495467433952253	0.101021391007953	0.235285154781842	153.077198105624	raw_counts / DESeq2 median-of-ratios	0.933	2.685	54.05	117.125	54.05	117.125
MM_RS03855	-0.836476668521204	0.510558291331325	0.101347277092746	0.235726259312017	95.0657449060326	raw_counts / DESeq2 median-of-ratios	5.268	5.294	316.132	234.218	316.132	234.218
MM_RS15575	-0.82821708297643	0.505510064375203	0.101342653270914	0.235726259312017	81.5500589052883	raw_counts / DESeq2 median-of-ratios	0.713	0.657	41.642	30.177	41.642	30.177
MM_RS19325	1.10042500116699	0.672118704447015	0.101578662363154	0.236105450741814	28.9659478651742	raw_counts / DESeq2 median-of-ratios	0.983	3.369	57.109	157.695	57.109	157.695
MM_RS13790	1.11378738563482	0.680593560452219	0.101736207381158	0.236312616203442	41.4465941146605	raw_counts / DESeq2 median-of-ratios	0.34	1.287	20.528	61.247	20.528	61.247
MM_RS05340	0.759924589605342	0.464470831197611	0.10181691999591	0.236341157033518	1064.46942112463	raw_counts / DESeq2 median-of-ratios	7.789	21.867	453.404	949.934	453.404	949.934
MM_RS06640	0.811090151031591	0.495974756334071	0.101976612859458	0.236552868244841	144.310155180935	raw_counts / DESeq2 median-of-ratios	1.705	5.458	103.129	243.34	103.129	243.34
MM_RS18850	1.96203800558261	1.2003512227406	0.102142732396412	0.236779193085373	7.7343402698306	raw_counts / DESeq2 median-of-ratios	0.697	4.167	40.293	205.778	40.293	205.778
MM_RS00830	1.02339580235412	0.62696558295406	0.102616343114844	0.237717537973622	89.3984808556974	raw_counts / DESeq2 median-of-ratios	0.627	1.841	34.966	83.849	34.966	83.849
MM_RS13865	0.922604631836722	0.565497787800248	0.102786727345956	0.237952651644057	44.9399806768006	raw_counts / DESeq2 median-of-ratios	0.102	0.336	6.082	15.221	6.082	15.221
MM_RS18745	0.99247588670662	0.608673668779524	0.102984253494334	0.238162403160129	57.3642212800913	raw_counts / DESeq2 median-of-ratios	1.854	6.227	110.131	294.251	110.131	294.251
MM_RS03750	-0.686039790645988	0.420777913329022	0.103015237498909	0.238162403160129	967.390861437404	raw_counts / DESeq2 median-of-ratios	5.743	6.282	342.427	281.083	342.427	281.083
MM_RS11555	0.842857000030298	0.517287958481112	0.103233276362855	0.238191029802674	134.281122010078	raw_counts / DESeq2 median-of-ratios	0.525	1.648	31.435	76.58	31.435	76.58
MM_RS13420	-0.793776991738902	0.487167740241258	0.103234502494095	0.238191029802674	1090.76354858068	raw_counts / DESeq2 median-of-ratios	0.874	0.941	53.111	41.453	53.111	41.453
MM_RS03385	0.762869066301465	0.468091340072638	0.10315560774562	0.238191029802674	416.786347803638	raw_counts / DESeq2 median-of-ratios	1.167	3.425	68.939	149.066	68.939	149.066
MM_RS08325	0.706090167072253	0.433452592886225	0.103315024660172	0.238217687033535	213.127982711528	raw_counts / DESeq2 median-of-ratios	0.598	1.65	35.233	74.601	35.233	74.601
MM_RS16975	0.757778010743022	0.465452043398982	0.10351482562457	0.23836013847151	380.691038375259	raw_counts / DESeq2 median-of-ratios	1.108	3.414	67.013	153.704	67.013	153.704
MM_RS01410	0.736963780848726	0.45259394583283	0.103458920612374	0.23836013847151	397.172666558252	raw_counts / DESeq2 median-of-ratios	2.718	7.218	157.071	331.557	157.071	331.557
MM_RS02930	-1.66609435168847	1.02358988612055	0.103589115385112	0.238372288168007	9.78761083790216	raw_counts / DESeq2 median-of-ratios	0.449	0.234	25.372	9.846	25.372	9.846
MM_RS04585	1.49664837426429	0.919742645795025	0.103684669353956	0.238433320871214	14.8428056641064	raw_counts / DESeq2 median-of-ratios	0.589	2.358	32.366	109.59	32.366	109.59
MM_RS00600	-0.659712622852404	0.405868133450225	0.104069717913996	0.239159551347267	1317.89371475243	raw_counts / DESeq2 median-of-ratios	4.23	4.577	249.467	203.856	249.467	203.856
MM_RS11975	0.676199769682007	0.416637932068078	0.104591248933107	0.240198253866324	460.622807639579	raw_counts / DESeq2 median-of-ratios	0.879	2.418	52.033	108.323	52.033	108.323
MM_RS15625	0.887902943043478	0.548195776008296	0.105300560793967	0.241666536200904	130.321613286255	raw_counts / DESeq2 median-of-ratios	7.427	24.353	447.473	1140.156	447.473	1140.156
MM_RS10920	-0.822485693404414	0.50848370727401	0.105764755665033	0.242409731962193	163.840228082607	raw_counts / DESeq2 median-of-ratios	0.835	0.838	49.687	36.292	49.687	36.292
MM_RS00560	-0.672160748640341	0.415479504855352	0.105706741195666	0.242409731962193	418.121273586216	raw_counts / DESeq2 median-of-ratios	1.852	1.924	108.256	87.137	108.256	87.137
MM_RS16945	1.00966159136258	0.624468418262129	0.105914180061718	0.242430469140606	34.398531756522	raw_counts / DESeq2 median-of-ratios	0.107	0.375	6.317	16.373	6.317	16.373
MM_RS05010	0.812672848171864	0.502561845277515	0.105865248197502	0.242430469140606	224.124576460674	raw_counts / DESeq2 median-of-ratios	4.046	11.828	235.424	511.24	235.424	511.24
MM_RS12975	-0.716022471545367	0.443134609228182	0.106134843117354	0.242774667634	442.530571952989	raw_counts / DESeq2 median-of-ratios	1.755	1.692	101.132	77.03	101.132	77.03
MM_RS04760	-0.947415414995579	0.586784996164567	0.106400166819035	0.24305964033925	534.286868239814	raw_counts / DESeq2 median-of-ratios	6.421	6.726	402.27	297.683	402.27	297.683
MM_RS15900	-0.902136195931095	0.558664953865506	0.106352451120723	0.24305964033925	63.4832364985738	raw_counts / DESeq2 median-of-ratios	3.37	3.334	203.957	147.655	203.957	147.655
MM_RS11560	1.39914208815015	0.867209546101439	0.106661086578582	0.243494641799353	16.0824894350939	raw_counts / DESeq2 median-of-ratios	0.191	0.96	12.093	43.71	12.093	43.71
MM_RS08915	-0.989144102423234	0.61332477500336	0.106797212897722	0.243644368129941	56.34742447269	raw_counts / DESeq2 median-of-ratios	0.545	0.436	31.037	18.85	31.037	18.85
MM_RS16575	-0.81597502357612	0.50628681686643	0.107030436708685	0.244015266265213	11324.9654835882	raw_counts / DESeq2 median-of-ratios	40.693	39.47	2389.588	1688.722	2389.588	1688.722
MM_RS02690	2.59911311044825	1.61445381989449	0.107419160773104	0.244739961286478	3.53365536536002	raw_counts / DESeq2 median-of-ratios	0.007	0.079	0.453	3.582	0.453	3.582
MM_RS18105	7.70455567154263	4.78773314324047	0.107566430235243	0.244913942012214	19.3153212097209	raw_counts / DESeq2 median-of-ratios	0	0.247	0	9.57	0	9.57
MM_RS08700	7.69820427565295	4.78774635880397	0.107857680966127	0.245146915172971	19.194015286644	raw_counts / DESeq2 median-of-ratios	0	0.218	0	11.319	0	11.319
MM_RS00765	0.855826247997751	0.532211437034649	0.107822728027349	0.245146915172971	104.558037696923	raw_counts / DESeq2 median-of-ratios	1.604	5.374	97.831	242.781	97.831	242.781
MM_RS13605	-0.795621226085417	0.494854644801113	0.107881676625048	0.245146915172971	194.244068070263	raw_counts / DESeq2 median-of-ratios	0.461	0.458	27.128	19.833	27.128	19.833
MM_RS05165	-0.82153373798033	0.512613136082369	0.109014406518087	0.247558027688017	346.802267256787	raw_counts / DESeq2 median-of-ratios	3.196	3.294	192.013	142.334	192.013	142.334
MM_RS14090	-0.717057746409495	0.448108208485838	0.109556701067352	0.248462800713483	1024.33402981828	raw_counts / DESeq2 median-of-ratios	1.576	1.568	91.365	68.63	91.365	68.63
MM_RS00660	-0.700952691310786	0.43796709135042	0.109494609772771	0.248462800713483	1245.38382062901	raw_counts / DESeq2 median-of-ratios	19.648	21.321	1170.183	938.913	1170.183	938.913
MM_RS00470	-0.793150312929862	0.496264478741446	0.109989318184334	0.249228056035373	573.189446059592	raw_counts / DESeq2 median-of-ratios	1.918	2.086	117.241	93.12	117.241	93.12
MM_RS01825	-0.722249908655697	0.451965395808507	0.110038443964662	0.249228056035373	900.940415678852	raw_counts / DESeq2 median-of-ratios	3.716	3.959	222.239	182.216	222.239	182.216
MM_RS05200	-0.951114415690398	0.595856148578796	0.11044083966315	0.249975530928257	748.261293647686	raw_counts / DESeq2 median-of-ratios	6.995	7.296	436.934	317.071	436.934	317.071
MM_RS10770	0.674545262250164	0.422873611824815	0.11067953183065	0.250351737356296	396.936196914391	raw_counts / DESeq2 median-of-ratios	1.953	5.318	115.411	241.684	115.411	241.684
MM_RS04515	-0.736946497054105	0.462461173573066	0.111040983624172	0.251004945967206	421.640881855918	raw_counts / DESeq2 median-of-ratios	1.034	1.128	62.338	50.151	62.338	50.151
MM_RS06360	0.815705018518199	0.512622884351859	0.111556021652013	0.25200425035059	105.288345572866	raw_counts / DESeq2 median-of-ratios	0.473	1.315	27.023	58.323	27.023	58.323
MM_RS07690	0.757900647564668	0.476513303840796	0.111719197288212	0.252207913355219	871.692092579813	raw_counts / DESeq2 median-of-ratios	7.894	20.807	453.267	963.629	453.267	963.629
MM_RS11625	-0.889954069632341	0.560098097791134	0.112077245776925	0.252850951609078	51.2198055108606	raw_counts / DESeq2 median-of-ratios	0.91	0.865	54.565	39.326	54.565	39.326
MM_RS19345	-0.827288500664435	0.520820402783111	0.112188379647754	0.25293646429722	65.9360940540918	raw_counts / DESeq2 median-of-ratios	0.724	0.688	42.736	31.486	42.736	31.486
MM_RS15330	0.864299200379395	0.544375268439477	0.112356442761485	0.253150132614591	1078.05274072447	raw_counts / DESeq2 median-of-ratios	18.529	49.276	1039.802	2237.803	1039.802	2237.803
MM_RS12715	1.24375707692053	0.784213580376413	0.112740947252739	0.253520333210261	32.554930591549	raw_counts / DESeq2 median-of-ratios	0.129	0.433	7.09	19.885	7.09	19.885
MM_RS01485	0.929956861307133	0.586197535382609	0.11264353775477	0.253520333210261	40.5558064696878	raw_counts / DESeq2 median-of-ratios	0.509	1.72	30.502	76.492	30.502	76.492
MM_RS14440	-0.713395728642795	0.449771512341352	0.112710004424696	0.253520333210261	291.068132681665	raw_counts / DESeq2 median-of-ratios	2.053	2.132	120.645	93.597	120.645	93.597
MM_RS01045	0.792185776379855	0.499625775914977	0.112839550859231	0.253576973759131	137.550380389725	raw_counts / DESeq2 median-of-ratios	2.126	5.713	121.499	259.786	121.499	259.786
MM_RS11450	-0.63748363096318	0.403287297804143	0.113942451332043	0.255888964174823	1144.49650980312	raw_counts / DESeq2 median-of-ratios	2.268	2.483	133.638	110.913	133.638	110.913
MM_RS17140	-0.788329813598198	0.499163470982928	0.11426682834932	0.256450698582555	260.174990516277	raw_counts / DESeq2 median-of-ratios	0.668	0.594	38.202	27.415	38.202	27.415
MM_RS14220	1.29587290399178	0.822353772241744	0.115069707513546	0.258047806645626	14.5211331442179	raw_counts / DESeq2 median-of-ratios	0.032	0.123	1.813	5.524	1.813	5.524
MM_RS06180	-0.788972493647621	0.500757739889906	0.11512787204427	0.258047806645626	473.619248699328	raw_counts / DESeq2 median-of-ratios	4.2	3.667	237.947	165.521	237.947	165.521
MM_RS04740	0.704700032549265	0.447447137752695	0.115271513488077	0.258202209849428	552.0716324124	raw_counts / DESeq2 median-of-ratios	2.428	6.883	143.846	301.715	143.846	301.715
MM_RS13275	1.19036480769858	0.756077106818149	0.115395917299264	0.258278650161307	17.1739134490727	raw_counts / DESeq2 median-of-ratios	0.2	0.733	11.485	32.919	11.485	32.919
MM_RS15750	-0.664141100544998	0.421907386819205	0.115455192776218	0.258278650161307	335.707549337459	raw_counts / DESeq2 median-of-ratios	1.607	1.738	94.942	77.76	94.942	77.76
MM_RS00835	-0.752354401246727	0.478255338615738	0.115690374972544	0.258637252527616	916.378809401647	raw_counts / DESeq2 median-of-ratios	1.169	1.28	70.731	56.294	70.731	56.294
MM_RS01225	-0.950331620595165	0.604413809467907	0.115876472177206	0.258885727619709	1245.42021391019	raw_counts / DESeq2 median-of-ratios	1871.124	1848.153	115688.226	87590.282	115688.226	87590.282
MM_RS14185	-0.855372790629491	0.544537962841005	0.116223753459175	0.259350496663053	87.9053944257378	raw_counts / DESeq2 median-of-ratios	0.449	0.383	25.536	17.056	25.536	17.056
MM_RS10785	0.839403392417075	0.534497623742137	0.116309762400425	0.259350496663053	118.868997973804	raw_counts / DESeq2 median-of-ratios	0.49	1.491	29.108	69.881	29.108	69.881
MM_RS04890	-0.769473306778296	0.489884936131869	0.116247113331888	0.259350496663053	3569.623617025	raw_counts / DESeq2 median-of-ratios	4906.408	5401.056	299882.884	245516.006	299882.884	245516.006
MM_RS14620	-0.709196714672871	0.452218793164029	0.116820430728398	0.260321140474766	707.943084737048	raw_counts / DESeq2 median-of-ratios	1.861	2.066	112.268	92.672	112.268	92.672
MM_RS18920	0.707633841335038	0.451707720563122	0.117214158922104	0.261030112776884	286.355237900338	raw_counts / DESeq2 median-of-ratios	42.675	124.472	2558.222	5555.977	2558.222	5555.977
MM_RS18735	1.22230767478521	0.780571192635236	0.117368657007383	0.261205761149163	17.5090897496582	raw_counts / DESeq2 median-of-ratios	0.266	0.949	15.039	43.512	15.039	43.512
MM_RS08110	1.95767927185023	1.25088002049985	0.117573154851612	0.261324116381896	5.49179454003378	raw_counts / DESeq2 median-of-ratios	0.097	0.603	5.473	26.624	5.473	26.624
MM_RS01250	1.03253264818784	0.659661382885878	0.117525130244094	0.261324116381896	30.9237850250099	raw_counts / DESeq2 median-of-ratios	0.327	1.045	18.791	48.7	18.791	48.7
MM_RS12075	-1.07809300575774	0.689072998272578	0.117687150751866	0.26140927247392	34.7499102472818	raw_counts / DESeq2 median-of-ratios	1.417	1.314	87.735	57.777	87.735	57.777
MM_RS00120	1.04891718113309	0.671363002010713	0.118200931668609	0.262381759629419	127.283222932203	raw_counts / DESeq2 median-of-ratios	2.962	9.289	166.585	391.635	166.585	391.635
MM_RS19105	1.19380682377154	0.764799631586308	0.118537758089301	0.262792512870323	25.3458499596305	raw_counts / DESeq2 median-of-ratios	1.001	3.365	55.464	149.545	55.464	149.545
MM_RS08205	-0.616335776903477	0.394849362799285	0.118538139852914	0.262792512870323	2839.24716707717	raw_counts / DESeq2 median-of-ratios	5.321	5.844	312.676	263.604	312.676	263.604
MM_RS11605	1.34834632583217	0.864503712764096	0.118836293315023	0.263115741737237	13.4882946662288	raw_counts / DESeq2 median-of-ratios	0.068	0.298	3.979	12.765	3.979	12.765
MM_RS00790	-1.12807427816949	0.723135745882212	0.118765595379057	0.263115741737237	437.835570828757	raw_counts / DESeq2 median-of-ratios	3.42	3.462	222.457	154.894	222.457	154.894
MM_RS08000	-0.862057928070524	0.552992083185369	0.11902066266575	0.263331631827438	919.088556378327	raw_counts / DESeq2 median-of-ratios	2.246	2.416	138.734	105.436	138.734	105.436
MM_RS11620	-0.715764857397325	0.459229784812512	0.119086279361453	0.263331631827438	153.481866483082	raw_counts / DESeq2 median-of-ratios	1.225	1.275	72.1	56.364	72.1	56.364
MM_RS04670	0.983194137234114	0.632189277483045	0.119893408053216	0.264744980478012	29.4059218316597	raw_counts / DESeq2 median-of-ratios	0.085	0.273	4.92	12.167	4.92	12.167
MM_RS04430	0.740644370344262	0.476310609325349	0.119955383453413	0.264744980478012	95.7888746194081	raw_counts / DESeq2 median-of-ratios	1.52	4.323	89.679	194.352	89.679	194.352
MM_RS09280	-0.678058877768122	0.435956339717945	0.119865910425153	0.264744980478012	1111.30994131382	raw_counts / DESeq2 median-of-ratios	7.011	7.826	420.787	354.168	420.787	354.168
MM_RS16790	-0.888311600249954	0.571975081142527	0.120408809119407	0.265455370075948	959.857165389439	raw_counts / DESeq2 median-of-ratios	6.393	4.969	357.383	227.038	357.383	227.038
MM_RS10570	0.882323472621803	0.568153317631202	0.120430968416043	0.265455370075948	497.540287296265	raw_counts / DESeq2 median-of-ratios	6.459	23.723	403.158	1057.171	403.158	1057.171
MM_RS09220	1.14938595348451	0.740989851016226	0.120865887990185	0.266244118060012	28.1418974422253	raw_counts / DESeq2 median-of-ratios	0.042	0.136	2.334	6.192	2.334	6.192
MM_RS18680	-3.212705699875	2.07578625041122	0.121693228521312	0.267623892682598	2.31160120161224	raw_counts / DESeq2 median-of-ratios	0.846	0.098	47.763	5.105	47.763	5.105
MM_RS17180	-1.07740642794672	0.695984566349523	0.121614575783846	0.267623892682598	531.361945695487	raw_counts / DESeq2 median-of-ratios	3.216	3.32	207.859	148.586	207.859	148.586
MM_RS01590	0.689711132257778	0.445672247420425	0.121724706254882	0.267623892682598	161.884503983685	raw_counts / DESeq2 median-of-ratios	1.224	3.259	71.366	146.243	71.366	146.243
MM_RS06745	0.681879850604721	0.441089110319486	0.122128613804879	0.268341114556013	1538.31580754062	raw_counts / DESeq2 median-of-ratios	10.087	26.158	583.019	1150.496	583.019	1150.496
MM_RS08625	-0.651625818742657	0.421774613772236	0.12235541622397	0.268668536323962	398.665723095791	raw_counts / DESeq2 median-of-ratios	0.729	0.761	42.393	33.957	42.393	33.957
MM_RS06480	-0.919509469396583	0.595851630055523	0.122785825811538	0.269442339487327	721.705064522506	raw_counts / DESeq2 median-of-ratios	3.153	3.391	197.879	149.065	197.879	149.065
MM_RS04790	0.817090081838855	0.529781739985623	0.122997176779005	0.269734761012497	62.3805467107042	raw_counts / DESeq2 median-of-ratios	0.592	1.807	35.05	79.694	35.05	79.694
MM_RS10700	1.10820979528129	0.718865486804262	0.123168538747535	0.269767997992381	23.4252138774744	raw_counts / DESeq2 median-of-ratios	0.142	0.509	8.195	21.95	8.195	21.95
MM_RS02800	-0.756854083470225	0.49091666390784	0.123142618131579	0.269767997992381	706.350447478942	raw_counts / DESeq2 median-of-ratios	1.81	1.644	102.879	72.687	102.879	72.687
MM_RS14935	0.784469196871298	0.509990689359516	0.123998993208845	0.271414779812009	77.1031656667279	raw_counts / DESeq2 median-of-ratios	0.243	0.714	14.277	31.468	14.277	31.468
MM_RS14405	0.898591765950299	0.584378418383452	0.124124883728186	0.27151827004253	144.114265978074	raw_counts / DESeq2 median-of-ratios	2.516	9.246	156.619	410.234	156.619	410.234
MM_RS11565	0.865919413962967	0.563821040983524	0.124586108587806	0.27235469560904	47.0401917675109	raw_counts / DESeq2 median-of-ratios	0.335	1.004	19.603	46.146	19.603	46.146
MM_RS09535	0.944081036965277	0.615084937724183	0.124813519687182	0.272506888116009	63.2107479192496	raw_counts / DESeq2 median-of-ratios	3.632	11.127	207.21	477.644	207.21	477.644
MM_RS13565	-0.688575103202826	0.448593893510408	0.124792875962344	0.272506888116009	2528.59145746197	raw_counts / DESeq2 median-of-ratios	18.693	20.872	1125.778	951.739	1125.778	951.739
MM_RS14855	-0.957561749487707	0.624037506432704	0.124916070604252	0.272558501495317	266.451078964667	raw_counts / DESeq2 median-of-ratios	1.59	1.673	100.517	76.073	100.517	76.073
MM_RS06660	-1.23884077992796	0.808110017954905	0.12527337842662	0.27316556129138	68910.0867539703	raw_counts / DESeq2 median-of-ratios	391.031	219.641	21241.839	9566.452	21241.839	9566.452
MM_RS03325	-0.837883652374749	0.547439760860552	0.125880770740033	0.274316834155253	468.364556021463	raw_counts / DESeq2 median-of-ratios	5.727	6.037	351.911	280.553	351.911	280.553
MM_RS12165	0.745944313665951	0.487957726698641	0.126337136271045	0.275137748222061	2989.43135274918	raw_counts / DESeq2 median-of-ratios	11.221	35.101	684.676	1601.723	684.676	1601.723
MM_RS09230	0.774579462885547	0.506886216762721	0.126484462026423	0.275285023213147	129.851419924333	raw_counts / DESeq2 median-of-ratios	0.728	2.03	42.046	88.507	42.046	88.507
MM_RS12560	-0.889431419612905	0.582959597990749	0.127080337263353	0.276407736087922	518.211226077786	raw_counts / DESeq2 median-of-ratios	4.586	4.99	287.357	222.46	287.357	222.46
MM_RS10415	0.937696463369305	0.615440175349362	0.127603865819147	0.277003318745993	169.303582067567	raw_counts / DESeq2 median-of-ratios	1.053	2.902	58.561	129.189	58.561	129.189
MM_RS12980	-0.827602295787023	0.543168216883585	0.127594305888684	0.277003318745993	1138.81369086834	raw_counts / DESeq2 median-of-ratios	5.361	4.425	301.564	203.436	301.564	203.436
MM_RS19175	-0.823369036182687	0.540572362787273	0.127722920968165	0.277003318745993	173.73231632335	raw_counts / DESeq2 median-of-ratios	0.308	0.263	17.424	11.66	17.424	11.66
MM_RS13540	0.790004456753367	0.518711151910172	0.127755149612729	0.277003318745993	73.7629770755633	raw_counts / DESeq2 median-of-ratios	0.11	0.308	6.4	14.143	6.4	14.143
MM_RS07185	0.777594608703853	0.510210015593305	0.127491798522986	0.277003318745993	442.411670374562	raw_counts / DESeq2 median-of-ratios	2.583	7.697	154.239	361.373	154.239	361.373
MM_RS06275	0.736123659222611	0.483847827133339	0.128160745837593	0.277708416639302	719.922586160886	raw_counts / DESeq2 median-of-ratios	6.04	18.367	363.938	802.054	363.938	802.054
MM_RS03950	-1.44233165883992	0.949345257264481	0.128689276430673	0.278678846891251	722.826342204799	raw_counts / DESeq2 median-of-ratios	26.915	12.671	1447.934	554.192	1447.934	554.192
MM_RS14495	-0.792820890988908	0.522202313119593	0.128957550078639	0.279084823290488	474.129211951962	raw_counts / DESeq2 median-of-ratios	2.788	2.534	160.998	119.506	160.998	119.506
MM_RS15985	0.869444279332558	0.573138493835848	0.129269686536909	0.279585157982771	49.4881504008504	raw_counts / DESeq2 median-of-ratios	0.366	1.104	21.477	51.243	21.477	51.243
MM_RS12425	0.732475169852277	0.483012253419428	0.129399725090884	0.279691270628231	412.891320263992	raw_counts / DESeq2 median-of-ratios	1.147	3.538	69.75	157.901	69.75	157.901
MM_RS14475	0.923873146044053	0.60984289034416	0.129788530622272	0.28018099048083	34.3742304298634	raw_counts / DESeq2 median-of-ratios	0.178	0.546	10.259	24.308	10.259	24.308
MM_RS06330	0.763088744494644	0.503645638193762	0.129739421005507	0.28018099048083	2197.41580829351	raw_counts / DESeq2 median-of-ratios	31.338	101.411	1925.083	4568.841	1925.083	4568.841
MM_RS05170	1.32230584518572	0.87359602980955	0.130118346491317	0.280458421123219	11.8746320615605	raw_counts / DESeq2 median-of-ratios	0.087	0.377	5.16	16.502	5.16	16.502
MM_RS14290	-0.837097030627625	0.553142539185866	0.130191343396567	0.280458421123219	95.6718527115959	raw_counts / DESeq2 median-of-ratios	3.593	3.036	203.497	137.853	203.497	137.853
MM_RS11635	0.826053664582455	0.545916966890686	0.130241837719063	0.280458421123219	50.9864987254752	raw_counts / DESeq2 median-of-ratios	0.56	1.605	32.399	72.559	32.399	72.559
MM_RS05570	0.772777918014369	0.510510933267662	0.130093237945427	0.280458421123219	98.9252910542338	raw_counts / DESeq2 median-of-ratios	0.11	0.301	6.338	13.295	6.338	13.295
MM_RS11330	-1.00277702009166	0.664042671102905	0.131015534209772	0.281948694804082	29.3126923932178	raw_counts / DESeq2 median-of-ratios	0.259	0.209	14.8	9.183	14.8	9.183
MM_RS09430	0.690249581638648	0.457220948686739	0.131129418775427	0.282018065037562	127.828346592109	raw_counts / DESeq2 median-of-ratios	0.672	1.797	39.278	81.17	39.278	81.17
MM_RS18190	1.48046004091601	0.981279745366156	0.13137460859765	0.282193966477787	10.2531536663652	raw_counts / DESeq2 median-of-ratios	0.645	3.454	40.73	156.182	40.73	156.182
MM_RS03640	0.668946901045981	0.443374316488715	0.131359280193599	0.282193966477787	262.78778527728	raw_counts / DESeq2 median-of-ratios	0.573	1.58	33.945	69.946	33.945	69.946
MM_RS08465	0.867836460085395	0.575856519854568	0.131801450365021	0.28223323593353	47.3687347416241	raw_counts / DESeq2 median-of-ratios	3.058	9.339	180.457	432.583	180.457	432.583
MM_RS02580	-0.863265191192657	0.572823176047482	0.13180141046072	0.28223323593353	479.659509768669	raw_counts / DESeq2 median-of-ratios	6.183	4.923	345.583	220.647	345.583	220.647
MM_RS09645	-0.76103130462524	0.504696566772499	0.131580451528032	0.28223323593353	70.5698175837373	raw_counts / DESeq2 median-of-ratios	0.317	0.32	18.759	14.445	18.759	14.445
MM_RS16585	-0.753756213844265	0.500064423226677	0.131729110827316	0.28223323593353	466.307425406247	raw_counts / DESeq2 median-of-ratios	3.148	2.988	182.732	140.246	182.732	140.246
MM_RS00670	0.722043612565165	0.478818021665206	0.131561991255458	0.28223323593353	148.636650795414	raw_counts / DESeq2 median-of-ratios	6.725	19.774	404.118	895.537	404.118	895.537
MM_RS19445	-1.22587467903912	0.813657339948705	0.131907376352672	0.282285054474677	17.364433547799	raw_counts / DESeq2 median-of-ratios	5.42	4.44	335.942	200.42	335.942	200.42
MM_RS01640	-0.737680683069614	0.489967306808172	0.132177277428038	0.282687502313587	2226.10212105667	raw_counts / DESeq2 median-of-ratios	5.687	6.392	346.205	281.5	346.205	281.5
MM_RS13885	0.78405649223441	0.521532194161808	0.132743343219239	0.283722467499537	134.014049796047	raw_counts / DESeq2 median-of-ratios	0.586	1.552	33.264	68.961	33.264	68.961
MM_RS14925	-1.26466142911767	0.841994708685425	0.133101594191084	0.284312248816329	138.345158633444	raw_counts / DESeq2 median-of-ratios	1.141	1.008	74.06	49.14	74.06	49.14
MM_RS08040	-0.700054855887267	0.466393928503301	0.133356909614041	0.284681561067304	366.077481241374	raw_counts / DESeq2 median-of-ratios	10.363	11.578	625.928	524.175	625.928	524.175
MM_RS10605	1.57499147127618	1.0513139860183	0.134102826224881	0.285391966593185	7.80009827488303	raw_counts / DESeq2 median-of-ratios	0.1	0.522	5.924	22.715	5.924	22.715
MM_RS00315	-0.823655497988126	0.549601752064377	0.133966894831093	0.285391966593185	348.732530518767	raw_counts / DESeq2 median-of-ratios	5.952	6.544	368.916	296.475	368.916	296.475
MM_RS05820	-0.812360688724761	0.541947783693439	0.133882746055562	0.285391966593185	169.524682381079	raw_counts / DESeq2 median-of-ratios	0.532	0.467	30.206	20.377	30.206	20.377
MM_RS04095	-0.784679635066155	0.523719662901077	0.134060052685248	0.285391966593185	2155.06785112534	raw_counts / DESeq2 median-of-ratios	22.753	25.527	1405.33	1155.181	1405.33	1155.181
MM_RS08390	0.651254985359311	0.434433961019268	0.133850656423933	0.285391966593185	287.094974482302	raw_counts / DESeq2 median-of-ratios	5.343	14.622	317.603	653.435	317.603	653.435
MM_RS07810	0.84389756842336	0.563694971017459	0.134371934857876	0.285692489228292	72.2734336818336	raw_counts / DESeq2 median-of-ratios	0.281	0.768	15.883	34.569	15.883	34.569
MM_RS15100	0.660760490101123	0.441408138782026	0.134409465835546	0.285692489228292	312.260182608275	raw_counts / DESeq2 median-of-ratios	0.585	1.635	35.002	73.658	35.002	73.658
