gene_id	gene_name	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
MM_RS09165	MM_RS09165	34	65	37	13	9	11	10	10
MM_RS09170	MM_RS09170	1232.669	2275.453	799	2232.962	320	510	280	305
MM_RS09175	MM_RS09175	18.708	3.744	9.934	1.786	8.352	23.455	9.983	27.599
MM_RS09180	MM_RS09180	2705	5916.188	17769.999	10017	449	1138	1053	1465
MM_RS09185	MM_RS09185	657	1437	1074	718	363	744	438	631
MM_RS09190	MM_RS09190	3300.989	4348.282	6462	5251	624	1579	1071	1066
MM_RS09195	MM_RS09195	152	330	304	170	69	97	141	88
MM_RS09200	MM_RS09200	12	14	5	0	6	10	3	12
MM_RS09205	MM_RS09205	47	170.047	173.001	45	1	22	8	17
MM_RS09210	MM_RS09210	411.996	629.007	561.996	331	343.38	1285.084	244.195	340.209
MM_RS09215	MM_RS09215	184	370.998	370	157	75	215	69	242
MM_RS09220	MM_RS09220	25.09	61.087	35.975	6	2	13	1.023	19
MM_RS09225	MM_RS09225	1247	1553	517	290	653	1046	264	503
MM_RS09230	MM_RS09230	139	186	150.031	59	19	51	23	41
MM_RS09235	MM_RS09235	138	244	108	81	19	55	19	29
MM_RS09240	MM_RS09240	2	14	1	0	1	5	2	2
MM_RS09245	MM_RS09245	32.072	67.519	75.059	20	7	25	14	50
MM_RS09250	MM_RS09250	370	577	631	296	175	296	229	368
MM_RS09255	MM_RS09255	75	99.841	113	20	11	5	17	17
MM_RS09260	MM_RS09260	51	84	76	21	58	70	46	69
MM_RS09265	MM_RS09265	121.567	112.967	100	39	24	59	21	46
MM_RS09275	MM_RS09275	0	266.076	0	0	165.697	322.511	211.73	0
MM_RS09280	MM_RS09280	572	1276	1585	1133	116	265	158	234
MM_RS09285	MM_RS09285	827.652	2304	478	663	112	370	144	213
MM_RS09290	MM_RS09290	549	386	366	285	141	349	246	348
MM_RS09295	MM_RS09295	116	276.001	212	139	29	90	58	99
MM_RS09300	MM_RS09300	78	156	112	112	17	85	73	119
MM_RS09305	MM_RS09305	23	102	53	31	16	41	41	73
MM_RS09310	MM_RS09310	338.835	823.709	632.195	407	17	35	23	19
MM_RS09315	MM_RS09315	680	790.905	612	296	286	443	263	250
MM_RS09320	MM_RS09320	928	1028	614	136	170	273	48	114
MM_RS09325	MM_RS09325	1891	1840.895	3765	697	297	223	218	261
MM_RS09330	MM_RS09330	7853	6120.235	15896	9834	1133	888	1722	1696
MM_RS09335	MM_RS09335	21.239	39	35	36	20	28	59.762	58
MM_RS09340	MM_RS09340	46.108	106.597	60	30	13	15	20	9
MM_RS09345	MM_RS09345	85.959	157.032	90.024	48	17	33	13	25
MM_RS09350	MM_RS09350	868	1345	2143	2057	142	437	137	298.619
MM_RS09355	MM_RS09355	171.484	334.321	127	68	72	83	56	42
MM_RS09365	MM_RS09365	1309.021	1972.136	1573	365	51	118	66	60
MM_RS09370	MM_RS09370	117	238	209.917	257	170	521	104	324
MM_RS09375	MM_RS09375	238.57	630.033	1641.723	745.989	52	122	454	501
MM_RS09380	MM_RS09380	950.732	798.71	5230	1698	43	78	198	142
MM_RS09385	MM_RS09385	1760.954	3052.992	8201	3954	363	654	1740	1410
MM_RS09390	MM_RS09390	240	472	2091	1319	34	72	131	85
MM_RS09395	MM_RS09395	492.994	1085.225	4812.291	3454	17	91	165	160
MM_RS09400	MM_RS09400	197.167	552.19	340.994	159	89	240	75	199
MM_RS09405	MM_RS09405	330	603	380	256	43	90	58	72
MM_RS09410	MM_RS09410	111	212	519	206	40	67	126	108
MM_RS09415	MM_RS09415	510.714	760.88	1052.414	679	88	129	191	167
MM_RS09420	MM_RS09420	160.132	234.893	488	312	35	57	120	159
MM_RS09425	MM_RS09425	711	1686	6334	10197	145	315	441	803
MM_RS09430	MM_RS09430	107	233	141	67	59	89	89	64
MM_RS09435	MM_RS09435	948.948	2134.672	1353	314	239	462	197	212
MM_RS09440	MM_RS09440	42.978	266.738	303.178	75.732	15.544	64.739	215.114	260.778
MM_RS09445	MM_RS09445	302	393	108	41	83	185	42	80
MM_RS09450	MM_RS09450	525	1269.029	1248	823	100	341	186	335
MM_RS09455	MM_RS09455	28	76	215	110	12	37	76	76
MM_RS09460	MM_RS09460	716	1006.004	1011	1886	92	160	88	140
MM_RS09465	MM_RS09465	2074	6678	3239	3071	139	330	147	179
MM_RS09470	MM_RS09470	199	158	410	171	24	28	108	90
MM_RS09475	MM_RS09475	1495.936	3181.774	2177.414	1548.996	594	873	408	348
MM_RS09480	MM_RS09480	1642.422	3227.92	3749	1490	481	1023	444	516
MM_RS09485	MM_RS09485	442	1132	692	320	179	520	179	261
MM_RS09490	MM_RS09490	364.264	613.116	582.002	298	155	329	237	270
MM_RS09505	MM_RS09505	0	38.452	641.952	0	0	0	0	15.392
MM_RS09510	MM_RS09510	316.582	711.955	1375	1496	48	73	84	155
MM_RS09515	MM_RS09515	444.906	934.998	1612	1295	45	89	113	226
MM_RS09520	MM_RS09520	70	157	413	248	23	31	54	95
MM_RS09525	MM_RS09525	335	473	1831	1201	133	205	447	827
MM_RS09530	MM_RS09530	261.003	562.45	638	283	87	194	70	85
MM_RS09535	MM_RS09535	77	82.005	74	23	38	35.946	23	26
MM_RS09540	MM_RS09540	236	350.354	616.993	177	26	62.555	84.173	77
MM_RS09545	MM_RS09545	146.491	240	223	108	94	92	93	162
MM_RS09550	MM_RS09550	2546	5705	8133.999	6388	384	660	1137	1642
MM_RS09555	MM_RS09555	1427.024	1492.304	6576.998	9787	600	872	2923	2515
MM_RS09560	MM_RS09560	386	382	640	434	103	114	407	261
MM_RS09565	MM_RS09565	481	458	853	338	90	114	181	120
MM_RS09570	MM_RS09570	289.116	480.973	783	290	38	81	50	84
MM_RS09580	MM_RS09580	394.001	588.034	172	78	152	224	63	89
MM_RS09590	MM_RS09590	716	929.282	1317	969	331	426	479	525
MM_RS09595	MM_RS09595	419	489	762.991	630	296	467	395	542
MM_RS09600	MM_RS09600	126	101	338	224	65	101	305	417
MM_RS09605	MM_RS09605	19	33	66	26	14	28	55	72
MM_RS09610	MM_RS09610	36	46.039	81	118	4	22	21	102
MM_RS09615	MM_RS09615	116.283	205.328	132.61	203.597	100	103.856	109	262
MM_RS09620	MM_RS09620	80	67	147	175	39	83	82	195
MM_RS09625	MM_RS09625	433	730.085	970	553	390	626	580	724
MM_RS09630	MM_RS09630	1714.99	2328.14	1195	2205	420	875	341	540
MM_RS09635	MM_RS09635	26	60	23	19	20	29	39	51
MM_RS09640	MM_RS09640	133	313	398	166	16	31	10	36
MM_RS09645	MM_RS09645	36	76	116	67	14	17	8	16
MM_RS09650	MM_RS09650	148.039	450	394	57	68	130	117	68
MM_RS09655	MM_RS09655	1010	2445	1211	1684	279	449	418	612
MM_RS09660	MM_RS09660	338.622	327	820	205	27	73	102	101
MM_RS09665	MM_RS09665	31.993	58.939	53	33	2	7	1	8
MM_RS09675	MM_RS09675	241	729	224	30	16	66	18	23
MM_RS09680	MM_RS09680	1344	2126.986	657	432.019	609	1091	287	538.381
MM_RS09685	MM_RS09685	1178.996	1779	1419	1194	282.1	475	381	566
MM_RS09695	MM_RS09695	650.006	4467.46	2398.533	4507.644	559.026	1577.225	490.02	1894.402
MM_RS09700	MM_RS09700	301.366	750.52	381	302	57	151	55	82
MM_RS09705	MM_RS09705	134.623	322	107	107	24	87	28	53
MM_RS09710	MM_RS09710	739.214	2014.891	456	540	153	528.996	125	201
MM_RS09715	MM_RS09715	887	2211.002	1198	791	187	391	210	253
MM_RS09720	MM_RS09720	5263.602	7848.92	12988	29542	1088	1820	3737	6249
MM_RS09725	MM_RS09725	78	207.694	198	115	19	52	52	55
MM_RS09730	MM_RS09730	208	654.548	1359	585	76	210	129	271
MM_RS09735	MM_RS09735	81	262	292	176	60	109.053	93	182
MM_RS09740	MM_RS09740	898.947	1663.958	3019	2150	255	491	514	562
MM_RS09745	MM_RS09745	231	286	749	162	56	93	135	92
MM_RS09750	MM_RS09750	167	322.143	488	357	56	121	113	83
MM_RS09755	MM_RS09755	396	644.7	428	95	16	16	9	2
MM_RS09760	MM_RS09760	161	290.868	362	320	22	49	19	23
MM_RS09765	MM_RS09765	0	0	12.058	0	0	0	0	0
MM_RS09770	MM_RS09770	487	957.504	936	823	76	405	53	175
MM_RS09775	MM_RS09775	44	138	98	34	16	18	9	17
MM_RS09780	MM_RS09780	25	57	61	21	9	16	18	9
MM_RS09785	MM_RS09785	164.063	597.277	0	0	117.695	183.329	93.114	40.797
MM_RS09790	MM_RS09790	3	14	17	2	6	17	17	20
MM_RS09795	MM_RS09795	27.007	66.908	73	24	16	27	22	33
MM_RS09800	MM_RS09800	16.987	32	32	8	8	8	10	19
MM_RS09805	MM_RS09805	52.022	110.095	91.603	35.613	44	100	129	135
MM_RS09810	MM_RS09810	18	50.046	19	4	4	10	8	4
MM_RS09825	MM_RS09825	69.428	170.077	101	31	15	47	9	33
MM_RS09830	MM_RS09830	124.97	245.784	128.005	33	1	8	10	6
MM_RS09835	MM_RS09835	1344	4565.858	2993.567	2649	1018.4	2255.518	922.45	2093.209
MM_RS09840	MM_RS09840	151	305.39	203	202	27	29	33	44
MM_RS09845	MM_RS09845	132.487	200	186	65	46	55	52	42
MM_RS09850	MM_RS09850	16	22	5	0	4	5	0	7
MM_RS09855	MM_RS09855	102	363	143	63	30	61	35	36
MM_RS09860	MM_RS09860	15	29.06	33	17	3	5	4	15
MM_RS09865	MM_RS09865	3	13	7	3	1	8	3	2
MM_RS09870	MM_RS09870	88	200.236	160	82	21	27	19	20
MM_RS09875	MM_RS09875	34	109	67	21	14	50	26	46
MM_RS09880	MM_RS09880	89	310	278	117	22	60	82	76
MM_RS09885	MM_RS09885	158	266.781	174	108	38	28	18	19
MM_RS09890	MM_RS09890	217	320	132	49	27	52	13	25
MM_RS09895	MM_RS09895	60	125.009	112	48	16	26	4	15
MM_RS09905	MM_RS09905	44	491.061	101.318	50.999	11	107	17	25
MM_RS09910	MM_RS09910	29.019	54.008	24.969	14	33	48.222	14	35
MM_RS09915	MM_RS09915	341	595.067	391	193	98	227	88	128
MM_RS09920	MM_RS09920	47	105	59	30	26	10	43	21
MM_RS09925	MM_RS09925	459	876	503	786	124	292	126	99
MM_RS09930	MM_RS09930	63	64	251.135	113	7	13	13	27
MM_RS09935	MM_RS09935	237.577	588.978	265.795	239.655	46	177	92	244.728
MM_RS09940	MM_RS09940	101.93	223.92	1358	918	25	39	109	125
MM_RS09945	MM_RS09945	799	1167.666	721	571	313.987	748	221.662	378
MM_RS09950	MM_RS09950	216.399	348.14	315	152	71	158	145	183
MM_RS09955	MM_RS09955	36	89.611	27	10	20	56	0	24
MM_RS09960	MM_RS09960	2223.354	3913.998	1597	458	315	455	149	146
MM_RS09965	MM_RS09965	2845	4613.979	1876	310	423	793	289	328
MM_RS09970	MM_RS09970	68.999	114.976	65	67	19	37	51	86
MM_RS09975	MM_RS09975	828.99	1100.75	121.849	76	64	177.952	25	37.858
MM_RS09980	MM_RS09980	890	813	483	106	74	135	54	47
MM_RS09985	MM_RS09985	129	201	122	56	226	310	134	244
MM_RS09990	MM_RS09990	68.02	189.072	70	37	45	44	25	37
MM_RS09995	MM_RS09995	82	182	156	45	114	146.004	121	228
MM_RS10000	MM_RS10000	44	69.994	162	139	28	76	36	69
MM_RS10005	MM_RS10005	120	235.931	82	107	23	37	24	26
MM_RS10010	MM_RS10010	4186	2919.843	6154	1322	214	370	136	176
MM_RS10015	MM_RS10015	0	116.044	0	33.635	123.918	0	28.659	209.991
MM_RS10020	MM_RS10020	132	191.984	411	274	31	67	240	176
MM_RS10025	MM_RS10025	182	328	302	406	32	39	71	62
MM_RS10030	MM_RS10030	50	137.032	98	33	17	51	48	32
MM_RS10035	MM_RS10035	110	330.418	328	100	45	201	77	267
MM_RS10040	MM_RS10040	148.065	304.648	238	119	66	148	79	194
MM_RS10045	MM_RS10045	317.052	803.059	603	1355	98	193	145	183
MM_RS10050	MM_RS10050	51	139.314	104.004	42	16	13	17	14
MM_RS10060	MM_RS10060	607.625	1086.649	594.134	1210.463	94.566	211.092	101.917	81.103
MM_RS10065	MM_RS10065	67	58	162	89	36	50	125	148
MM_RS10070	MM_RS10070	144	198	431	250	54	65	265	403
MM_RS10075	MM_RS10075	56	168.736	201	112	5	13	44	65
MM_RS10080	MM_RS10080	32	82	54	39	17	78	19	54
MM_RS10085	MM_RS10085	13	61.031	28	9	12	13	20	17
MM_RS10090	MM_RS10090	12.005	48.006	38	10	2	2	7	6
MM_RS10095	MM_RS10095	18	58	45	7	2	4	0	3
MM_RS10100	MM_RS10100	33.71	35.219	33	7	3	3	9	7
MM_RS10105	MM_RS10105	24	45.528	96.917	24	7	13	12	25
MM_RS10110	MM_RS10110	75	158.008	175	125	7	7	6	7
MM_RS10115	MM_RS10115	42	83.741	70	28	5	21	10	11
MM_RS10120	MM_RS10120	240	124.377	131	361	126	136	164	1359.074
MM_RS10125	MM_RS10125	66.847	171.048	79.148	26.049	14	34.159	44.499	28.202
MM_RS10130	MM_RS10130	36.002	94.02	30	16	3	9.001	5	8
MM_RS10135	MM_RS10135	55	217.008	82.006	42	18	14	16	15
MM_RS10140	MM_RS10140	83.992	206.063	191	73	95	267	56	80
MM_RS10145	MM_RS10145	113	248	62	39	160	120.172	35	73
MM_RS10150	MM_RS10150	599.428	1303.916	314.149	129	82	109	25	33
MM_RS10155	MM_RS10155	28.007	107	27	10	3	7	3	1
MM_RS10160	MM_RS10160	25	83	67	24	34	27	8	46
MM_RS10165	MM_RS10165	1191.944	2404.082	926	1245	191	448	200	330
MM_RS10170	MM_RS10170	447	1011.164	667.711	286	253	518	286	500
MM_RS10175	MM_RS10175	623.918	1397.825	2243.279	1426	69	154	155	190
MM_RS10180	MM_RS10180	220.894	500.733	375.001	156	65	237.778	124	299
MM_RS10185	MM_RS10185	309	596	492	383	38	78	39	47
MM_RS10190	MM_RS10190	284.988	622.001	931	348	25	76	66	63
MM_RS10195	MM_RS10195	238	498	297	127	41	86	46	83
MM_RS10200	MM_RS10200	317	620	701	464.05	89	139	337	266
MM_RS10205	MM_RS10205	320	673.216	1340	545	85	169	391	302
MM_RS10210	MM_RS10210	973.006	1676.707	1674.962	741	211	352	216	312
MM_RS10215	MM_RS10215	133.043	325.712	216	79	61	119	101	152
MM_RS10220	MM_RS10220	459.464	830.784	760.626	479	68	156.061	143.594	237.086
MM_RS10225	MM_RS10225	182.884	334.747	1588	711	36	102	261	344
MM_RS10230	MM_RS10230	465.133	1027.029	1691	1154	39	102	69	87
MM_RS10235	MM_RS10235	26486	48494	79070	98515	3337	6957	6091	6934
MM_RS10240	MM_RS10240	429	916	769	929	136	281.183	138	174
MM_RS10245	MM_RS10245	241	322.01	1181	1831	90	97	240	307
MM_RS10250	MM_RS10250	654.853	887.56	2177	4264	153	130.993	316	333
MM_RS10255	MM_RS10255	516	545.177	1248	1578	89	129	172	185
MM_RS10260	MM_RS10260	68	99	260	451	6	6	18	26
MM_RS10265	MM_RS10265	451	1230	1159	848	1234	3269	2177.999	2337
MM_RS10270	MM_RS10270	91	97	98	39	140	152	157	142
MM_RS10275	MM_RS10275	59	107	300	171.223	25	48	67	72
MM_RS10280	MM_RS10280	145.452	270.53	158.009	37	118	120	36	82
MM_RS10285	MM_RS10285	263.575	552.478	347	122	74	121	51	87
MM_RS10290	MM_RS10290	447.93	478.872	958.227	653.894	129	189	178.964	202
MM_RS10295	MM_RS10295	302.969	436.037	502.043	266	5	13.939	5	13
MM_RS10310	MM_RS10310	11.26	35.836	24.937	3	1	1	0	6
MM_RS10315	MM_RS10315	6	14	10	4	2	2	6	5
MM_RS10320	MM_RS10320	133	80.003	106	11	141	245	124	247
MM_RS10335	MM_RS10335	168	259.628	178	146	34	47	25	107
MM_RS10340	MM_RS10340	161	257	170	235	19	68	36	114
MM_RS10345	MM_RS10345	58	58	153	217	14	34	40	155
MM_RS10350	MM_RS10350	136.98	168.04	300	522	37	64	98	357
MM_RS10355	MM_RS10355	65	103.093	184	425	39	70	67	296
MM_RS10360	MM_RS10360	391.074	511.921	1000	1999.631	133	231	273	1063
MM_RS10365	MM_RS10365	363.986	614.382	768	1235	127	178	155	433
MM_RS10370	MM_RS10370	319	428	422	607	214	148	229	587
MM_RS10375	MM_RS10375	178	326.941	141	173	129	186	81	280
MM_RS10380	MM_RS10380	293	419.289	699	1271	97	157	292	692
MM_RS10385	MM_RS10385	302.277	513.983	1188	2309	66	96.018	257	503
MM_RS10390	MM_RS10390	606	1215.994	1882	837	338	600	780	1061
MM_RS10395	MM_RS10395	110.808	1259.309	8385.097	255.368	33.42	239.778	183.955	46.776
MM_RS10400	MM_RS10400	26.321	138.45	865.528	11	8.326	45.561	96.789	8.421
MM_RS10405	MM_RS10405	20	61	614	18	7	18	31	13
MM_RS10410	MM_RS10410	28	129.99	304.998	44	14	46	13	22
MM_RS10415	MM_RS10415	167	297	239.998	42.014	60	199	42	53
MM_RS10420	MM_RS10420	438.479	1063	826	412	140	201	217	225
MM_RS10425	MM_RS10425	1035	1983	1146	910	45	239.952	85	66
MM_RS10430	MM_RS10430	1159	2685.994	1941	1852	108	356	146	126
MM_RS10435	MM_RS10435	897.999	1590	871	928	134	484	174	220
MM_RS10440	MM_RS10440	19184.268	19268.312	106550.173	31246.039	17661.218	60087.266	84581.234	5283.607
MM_RS10445	MM_RS10445	306.012	409.499	589.042	575.298	143.754	480.828	179.856	121.394
MM_RS10450	MM_RS10450	260.13	256.187	754.558	264.578	2570.236	4102.877	3751.375	3090.973
MM_RS10455	MM_RS10455	2172	2206.915	7015.665	1474	744	1149	810	1259
MM_RS10460	MM_RS10460	782	1747.885	3308	2617	79	192	141	209
MM_RS10465	MM_RS10465	393	784.009	1269	1568	81	126	124	194
MM_RS10470	MM_RS10470	220	367.095	237	234	122	234	329	261
MM_RS10475	MM_RS10475	100	126.428	538	222	7	20	17	34
MM_RS10480	MM_RS10480	799	1659	1271	460	68	260	68	161
MM_RS10485	MM_RS10485	7	54	64	15	18	21	36	46
MM_RS10490	MM_RS10490	562	1095	421	239	147	261	56	113
MM_RS10495	MM_RS10495	2	10	9	3	1	5	6	1
MM_RS10500	MM_RS10500	14	9	13	0	0	5	4	4
MM_RS10510	MM_RS10510	68	166	119	61	18	89	23	60
MM_RS10515	MM_RS10515	179.999	354	230	310	31	65	26	51
MM_RS10520	MM_RS10520	131	209.829	251	57	49	68	69	84
MM_RS10525	MM_RS10525	1381.925	1793.11	861.732	498.113	291	473	185	366
MM_RS10530	MM_RS10530	282	958	833	322	88	190	297	232
MM_RS10535	MM_RS10535	253.239	423.008	1602	778	41	68	177	140
MM_RS10540	MM_RS10540	303	579.465	905	570	231	396	668	632.015
MM_RS10545	MM_RS10545	576	1077.994	2036	905	192	303	286	587
MM_RS10550	MM_RS10550	818	1402.161	4155	3079	154	444	408	542
MM_RS10555	MM_RS10555	981	2733	1302	1047	241	510	223	334
MM_RS10560	MM_RS10560	240.908	726.884	451.04	288.621	47	87	88	39
MM_RS10565	MM_RS10565	2500	3709	1978	1780	177	189	110	97
MM_RS10570	MM_RS10570	479	865	280	354	24	29	18	16
MM_RS10575	MM_RS10575	770.975	2484	5772	7394	48	321	165	481
MM_RS10580	MM_RS10580	2588	3394.999	3276	753	497	965	852	1690
MM_RS10585	MM_RS10585	467.289	812.712	2883	828	147.16	296	490	722
MM_RS10590	MM_RS10590	233.016	350.924	441	177	39	96	80	93
MM_RS10595	MM_RS10595	148	343	559	153	48	90	53	119
MM_RS10600	MM_RS10600	47	77	77	61	18	24	9	32
MM_RS10605	MM_RS10605	10	13.007	5	3.008	3	2	4	2.005
MM_RS10610	MM_RS10610	29.016	57.157	50.522	9	11	20	24	10.009
MM_RS10615	MM_RS10615	22.036	53.057	35.053	28	8	20	3	11
MM_RS10625	MM_RS10625	44.082	78.712	48.022	12.261	4.03	10.157	10.317	4.054
MM_RS10635	MM_RS10635	266.727	580.044	378.247	137.321	65.851	134.987	49.536	76.714
MM_RS10640	MM_RS10640	102.582	193.601	154.538	42.231	21.203	54.106	23.972	29.686
MM_RS10645	MM_RS10645	91	243	273	73	21	40	144	72
MM_RS10650	MM_RS10650	228	462.239	1563	532	61	72	236	166
MM_RS10655	MM_RS10655	159.001	384	797.163	338	44	95	174	173
MM_RS10660	MM_RS10660	83.094	153	596	233	7	29	61	76
MM_RS10665	MM_RS10665	121	169	483	229	40	51	195	150
MM_RS10670	MM_RS10670	285	225.014	510.595	409	18	51	61	63
MM_RS10675	MM_RS10675	522.014	570.131	654	596	236.02	384	586	356
MM_RS10680	MM_RS10680	1104	2246.435	1056	1341	334	634	789	647
MM_RS10685	MM_RS10685	192	376.294	919	369	88	146	109	198
MM_RS10690	MM_RS10690	17	29	21	10	55	79	45	146
MM_RS10695	MM_RS10695	9.012	34.982	8	9	14	22	17	18
MM_RS10700	MM_RS10700	29	33	23	9	101.037	181	123	163
MM_RS10705	MM_RS10705	15	17	16	7	1	5	13	8
MM_RS10710	MM_RS10710	338	920	4659	2316	149	475	602	857
MM_RS10715	MM_RS10715	293	500	1072	1154.998	71	123	334	345
MM_RS10720	MM_RS10720	350	588	1176	857	327	740	422	1276
MM_RS10725	MM_RS10725	2342.264	4574.985	4456	8435	351	1047	532	987
MM_RS10730	MM_RS10730	197	366.094	495	460	41	78	73	102
MM_RS10735	MM_RS10735	6	10	11	4	2	7	8	9
MM_RS10740	MM_RS10740	261.534	442.39	437.64	228.826	163	167	147	249.674
MM_RS10745	MM_RS10745	221	504	849	290	44	80	77	83
MM_RS10750	MM_RS10750	71	225	1109	479	17	25	111	90
MM_RS10760	MM_RS10760	56	210	219	92	32	47	52	74
MM_RS10765	MM_RS10765	178.506	330	249	146	41	99	41	52
MM_RS10770	MM_RS10770	316.9	748.231	402.981	229	26	74	21	38
MM_RS10775	MM_RS10775	307	665.398	249.022	625	65	84	195	164
MM_RS10780	MM_RS10780	101	200	74	71	10	28	17	21
MM_RS10785	MM_RS10785	75.919	279.937	108.996	66	23	49	34	39
MM_RS10790	MM_RS10790	69	165.149	109	47	12	40	18	17
MM_RS10795	MM_RS10795	207	410	564	323.716	79.788	160.112	62	134.075
MM_RS10800	MM_RS10800	106	181.991	407	264	56	59	63	89
MM_RS10805	MM_RS10805	501.477	1690.042	131.821	1954.077	63.461	326.072	44.46	126.795
MM_RS10810	MM_RS10810	0	194.506	0	105.952	0	31.773	11.081	0
MM_RS10815	MM_RS10815	465.48	1016.303	171.305	634.707	100.132	334.876	45.504	239
MM_RS10820	MM_RS10820	690.057	1705.317	377.796	1626.972	67.869	213.792	71.156	117.356
MM_RS10825	MM_RS10825	26	44	22.316	35	7	13	8	3.009
MM_RS10830	MM_RS10830	223.381	406.21	149.121	184.93	33.033	84.805	11.208	67.21
MM_RS10840	MM_RS10840	83	220.986	112	68	30	59	52	60
MM_RS10845	MM_RS10845	554	936.365	531	241	61	143	80	64
MM_RS10850	MM_RS10850	81	151	923	601	11	22	63	39
MM_RS10855	MM_RS10855	64	142.989	960.969	621	3	6	23	43
MM_RS10860	MM_RS10860	204	433	265	154	25	82	33	74
MM_RS10865	MM_RS10865	135	329	345	187	34	60	114	108
MM_RS10870	MM_RS10870	22	32	88	44	4	8	14	22
MM_RS10880	MM_RS10880	73	152	117	27	25.082	49	28	78
MM_RS10885	MM_RS10885	36	60	240	145	5	15	48	57
MM_RS10890	MM_RS10890	62	78	319	157	30	27	75	150
MM_RS10900	MM_RS10900	200	334	480	399	31	59	42	80
MM_RS10910	MM_RS10910	72.972	156.71	476	183	23	38	63	86
MM_RS10920	MM_RS10920	104	126.594	260	164	25	57	73	195
MM_RS10925	MM_RS10925	172.955	274.538	1278	501	60	69	285	385
MM_RS10930	MM_RS10930	89.782	212	839	195	24	70	181	244
MM_RS10935	MM_RS10935	59	156	380	260	17	34	80	169
MM_RS10940	MM_RS10940	19	39	230	95	6	20	49	78
MM_RS10945	MM_RS10945	108	318.243	640	516	14	63	107	192
MM_RS10950	MM_RS10950	292	805.981	528	455	49	143	196	529
MM_RS10955	MM_RS10955	560	901	1065	791	51	104	96	225
MM_RS10960	MM_RS10960	504	984.949	669.984	438	151	272	152	286
MM_RS10970	MM_RS10970	2334	2694.029	4224.912	15029	716	358	1212	1280
MM_RS10975	MM_RS10975	169	800.753	221	1226	19	111	10	133
MM_RS10980	MM_RS10980	12.085	125	25	19	3	26	1	9
MM_RS10985	MM_RS10985	22	44	32	7	9	43	21	21
MM_RS10995	MM_RS10995	11	17	29	10	1	5	10	8
MM_RS11000	MM_RS11000	349	741.013	8107	4537	65	171	698	824
MM_RS11005	MM_RS11005	230	682	8422	6131	49	200	348	613
MM_RS11010	MM_RS11010	33	103	1504	1010	3	33	23	98
MM_RS11015	MM_RS11015	200	395	5461	5565	36	151	325	476
MM_RS11020	MM_RS11020	98	293.662	3983.999	2292	26	136	316	429
MM_RS11025	MM_RS11025	127	284	4420	2512	14	50	113	297
MM_RS11030	MM_RS11030	164	243	3899	4171	43	123	170	549
MM_RS11035	MM_RS11035	45	141	1345	1646	16	82	56	208
MM_RS11040	MM_RS11040	28	47	417	316	33	51	188	316
MM_RS11045	MM_RS11045	106	311	2515	1844	13	26	25	63
MM_RS11050	MM_RS11050	143	231	2966	1658	21	37	40	122
MM_RS11055	MM_RS11055	173	285	3959	2753	10	43	65	119
MM_RS11060	MM_RS11060	218	419	5169	3202	18	74	63	202
MM_RS11065	MM_RS11065	164	299	3677	2470	16	69	103	228
MM_RS11070	MM_RS11070	55	124	3432	987	8	31	92	96
MM_RS11075	MM_RS11075	63	123	1347	669	8	36	103	170
MM_RS11080	MM_RS11080	161	365.903	4388	2155	29	95	247	448
MM_RS11085	MM_RS11085	133	260	4237	2166	37	110	270	440
MM_RS11090	MM_RS11090	171	426	5313	3556	36	133	242	521
MM_RS11095	MM_RS11095	139.717	439.991	4517	3538	42	123	372	563
MM_RS11100	MM_RS11100	103.829	275	3006	2229	47	94	331	521
MM_RS11105	MM_RS11105	85	156	2405	1783	34	65	174	444
MM_RS11110	MM_RS11110	117.927	307	4933	3122	110	213	804	1183
MM_RS11115	MM_RS11115	988	1757	3650	3511	321	572	902	1310
MM_RS11120	MM_RS11120	551	1164	2554	1967	217	395	547	937
MM_RS11125	MM_RS11125	42	16.001	19	6	16	7	1	10
MM_RS11130	MM_RS11130	102	241	151	203	34	52	46	85
MM_RS11135	MM_RS11135	12	25	14	0	2	4	5	9
MM_RS11140	MM_RS11140	446	707	1353	700	51	106	82	158
MM_RS11145	MM_RS11145	158	347	1116	533	67	201	403	319
MM_RS11150	MM_RS11150	102.968	168	958.004	540	19	95	170	200
MM_RS11155	MM_RS11155	1836	5554	4344	4173	1772.063	4579.316	1613.549	2247.986
MM_RS11160	MM_RS11160	1060	2624.061	8934	3675	147	561	492	772
MM_RS11165	MM_RS11165	1262	2923	8073	5721	152	337	345	424
MM_RS11170	MM_RS11170	795.921	1713.084	6707	4024	57	222	113	316
MM_RS11175	MM_RS11175	998	2034	6801	3000	114	423	554	733
MM_RS11180	MM_RS11180	125578.032	261666.87	238416.673	534279.063	83353.083	138988.709	170340.893	160440.595
MM_RS11185	MM_RS11185	218.258	684.41	313.693	903.593	371.414	1274.538	506.823	1162.255
MM_RS11190	MM_RS11190	66	118.907	99	31	13	21	21	9
MM_RS11195	MM_RS11195	12	20.395	27	9	2	10	17	19
MM_RS11200	MM_RS11200	235.852	487.611	291	194	23	23	6	14
MM_RS11205	MM_RS11205	3	17.067	12.806	4	1	3	1	3
