gene_id	gene_name	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
MM_RS06140	MM_RS06140	209	378	331.019	282	62	146	135	141
MM_RS06145	MM_RS06145	438.993	726	630	321	134	260	107	180
MM_RS06155	MM_RS06155	588	574	1237	238	42	119	61	131
MM_RS06160	MM_RS06160	363	525.597	182	160	66	109	23	60
MM_RS06165	MM_RS06165	508.057	858.932	509.146	418	161	216	112	203
MM_RS06170	MM_RS06170	14	39	45	13	5	12	2	9
MM_RS06175	MM_RS06175	3.261	117.195	0	0	0	0	18.949	0
MM_RS06180	MM_RS06180	237	510	1094	295	33	95	59	28
MM_RS06185	MM_RS06185	50.764	89.38	91	51	10	39	11	48
MM_RS06190	MM_RS06190	49.976	40	55	39	6	14	5	21
MM_RS06195	MM_RS06195	38.084	80.45	51	20.018	60	44	24	63
MM_RS06200	MM_RS06200	115	275	249	47	60	75	41	82
MM_RS06205	MM_RS06205	40.053	0	238.739	0	0	37.595	0	0
MM_RS06210	MM_RS06210	47	80	153	31	29	35	54	67
MM_RS06215	MM_RS06215	552	1669	5359	4962	29	75	199	174
MM_RS06220	MM_RS06220	843	2184	4911	2378	317	520	1330	1234
MM_RS06225	MM_RS06225	673	933	3910	1850	234	293	1029.987	843
MM_RS06230	MM_RS06230	15	24	19	4	5	6	12	4
MM_RS06235	MM_RS06235	67.698	102	132	30	48	85.119	12	41
MM_RS06240	MM_RS06240	69	113	160	17	38	65	46	40
MM_RS06245	MM_RS06245	119.742	206.132	467.673	55.075	6	15	22	27
MM_RS06250	MM_RS06250	50.314	42.398	112.327	28.925	18	13	25	14
MM_RS06255	MM_RS06255	53.871	71.006	443	65	22	55	31	54
MM_RS06260	MM_RS06260	44.607	102.037	118.001	56	4	10	31	24
MM_RS06265	MM_RS06265	17	21.908	79.999	44	3	5	6	18
MM_RS06270	MM_RS06270	172	323.956	148	59	46	61	48	34
MM_RS06275	MM_RS06275	755	1029.761	605	458	203	206	200	206
MM_RS06280	MM_RS06280	3341.985	4634.998	1927	1143	421	565	269	378
MM_RS06285	MM_RS06285	78.843	262.984	128.339	95	20	53	58	62
MM_RS06290	MM_RS06290	891.869	1673.994	1344	1379	156	247	115	198
MM_RS06295	MM_RS06295	38	59	33	13	2	13	1	11
MM_RS06300	MM_RS06300	267.405	427.953	575.176	309	104	392	170	203
MM_RS06305	MM_RS06305	243.249	877.589	2226	1100	42	135	108	134
MM_RS06310	MM_RS06310	242	409	1822	1173	21	34	131	116
MM_RS06315	MM_RS06315	1007	1376.848	2135	645	170	225	276	123
MM_RS06320	MM_RS06320	5244.769	8704.863	3386.466	3247.878	966.984	1596.674	1837	1144.861
MM_RS06325	MM_RS06325	842.005	1315.994	3429	2522	176	388	287	513
MM_RS06330	MM_RS06330	1910.638	4004.967	1528	1532	210	512	156	329
MM_RS06335	MM_RS06335	896	1341.003	749.008	1009	205	353	113	155
MM_RS06340	MM_RS06340	312	432	506.989	182	110	121	90	94
MM_RS06345	MM_RS06345	150	355	208	252	37	50	31	67
MM_RS06350	MM_RS06350	554	758	1415	1205	240	271	442	443
MM_RS06355	MM_RS06355	559	938	1958	1817	131	263	263	498
MM_RS06360	MM_RS06360	103.032	175.104	129	41.544	31	81	34	55
MM_RS06365	MM_RS06365	246	502	191	45	99	172	133	134.994
MM_RS06370	MM_RS06370	36	91.075	152	49	9	22	26	32
MM_RS06375	MM_RS06375	32.007	75.009	74.153	14	10	32	8	33
MM_RS06380	MM_RS06380	37	69	121	52	3	13	15	5
MM_RS06385	MM_RS06385	100.713	165.111	75	75	8	28	35	35
MM_RS06395	MM_RS06395	6856	12126	2823.016	2233	5181	7113	933	1144
MM_RS06400	MM_RS06400	353	629	659	198	40	113	83	36
MM_RS06405	MM_RS06405	393	774.77	907	262	39	101	84	59
MM_RS06410	MM_RS06410	250	368.194	472	147	45	70	65	92
MM_RS06415	MM_RS06415	7392.426	11691	24399	34482.001	216	1312	351	747
MM_RS06420	MM_RS06420	6382	8996.561	17499	21600	416	964	572	729
MM_RS06425	MM_RS06425	3542	5758.807	7057.939	3639	409	896	547	696
MM_RS06430	MM_RS06430	1644	2157	3558	1786	433	945	543	671
MM_RS06435	MM_RS06435	10413	16929.311	23561	16549	999	1817	1084	1279
MM_RS06440	MM_RS06440	994	1536	1359	527	241	508	181	238
MM_RS06445	MM_RS06445	429.048	903.793	1814.015	1089.035	107	207	369	460
MM_RS06450	MM_RS06450	106	218.886	192	72	12	22	24	43
MM_RS06455	MM_RS06455	177.001	261	426.036	389	67	104	140	149
MM_RS06460	MM_RS06460	338.002	651.375	1001	1416	57	113	100	131
MM_RS06465	MM_RS06465	91.049	104.456	250.169	64.531	10	24	18.326	33.552
MM_RS06470	MM_RS06470	146.777	209.78	351.454	723.227	31.254	28.206	33.697	131.81
MM_RS06475	MM_RS06475	130.904	269.534	223.018	253.644	18.598	52.672	50.375	84.946
MM_RS06480	MM_RS06480	403.27	603.732	712.358	974.633	105.148	103.122	256.602	360.692
MM_RS06485	MM_RS06485	1206.681	1703	2100	307	404	581	240	196
MM_RS06490	MM_RS06490	1817	2225.998	3298	462	658	1071	366	266
MM_RS06495	MM_RS06495	8078.045	5936.971	10183.223	1548	2429	2063.97	1129	650
MM_RS06500	MM_RS06500	1449	1394.784	2386	170	312	328	109	113
MM_RS06505	MM_RS06505	16	41	17	9	4	11	6	11
MM_RS06515	MM_RS06515	0	0	0	0	0	0	0	0
MM_RS06520	MM_RS06520	314	755.477	520.998	249	79	224	170	186
MM_RS06525	MM_RS06525	106	179	226	101	20	27	10	28
MM_RS06530	MM_RS06530	99	164.425	121	37	19	42	17	47
MM_RS06535	MM_RS06535	242.09	510.679	254.788	247	19	26	25	20
MM_RS06540	MM_RS06540	75	225.05	33	29	20	33	8	11
MM_RS06545	MM_RS06545	2369.271	24235.947	3501.364	13706.901	5341.538	57437.638	9035.111	40934.475
MM_RS06550	MM_RS06550	2358.725	24225.052	3506.636	13663.099	4905.461	57006.363	9032.888	40611.521
MM_RS06555	MM_RS06555	784.003	1199.63	1420	1310	100	215	131	205
MM_RS06560	MM_RS06560	17	56	38	33	12	10	5	5
MM_RS06565	MM_RS06565	70	173.318	143	63	10	25	10	18
MM_RS06570	MM_RS06570	101	449.328	628	139	22	51	61	63
MM_RS06575	MM_RS06575	1132.01	3864	11223.746	1383	438	789	1141	380
MM_RS06580	MM_RS06580	1518.598	4902.366	9453.079	1363	252	441	1270	229
MM_RS06585	MM_RS06585	478.892	1377.934	2222.434	274	229	360	916	270
MM_RS06590	MM_RS06590	371.586	614.989	1371.937	249.002	164	187	888	212
MM_RS06595	MM_RS06595	458.879	749.305	1689	314	163	186	1116	288
MM_RS06600	MM_RS06600	1505.112	2827.79	2670.248	1867	405	774.217	910	793
MM_RS06605	MM_RS06605	692	1355	992	1277	198	379	277	387
MM_RS06610	MM_RS06610	209.011	229	3075	425	40	61	175	151
MM_RS06615	MM_RS06615	358	824	2948	1471	53	194	236	277
MM_RS06620	MM_RS06620	30	119.863	75	26	11	19	6	20
MM_RS06625	MM_RS06625	1802.078	3666.566	1869.529	1709.132	428.864	1504.909	430.721	1446.306
MM_RS06630	MM_RS06630	2182.601	3275.938	2003.485	1883.868	949.141	2238.189	919.255	1976.647
MM_RS06635	MM_RS06635	503	771	225	164	86	227	41	125
MM_RS06640	MM_RS06640	136.031	247	114	91	18	38	18	28
MM_RS06645	MM_RS06645	128	221.955	72	39	11	23	9	17
MM_RS06650	MM_RS06650	166.11	369.39	1123.65	501.992	2437.446	3677.529	6546.523	2825.337
MM_RS06655	MM_RS06655	530.031	4655.106	26695.143	530.618	117.317	416.077	4891.712	170.637
MM_RS06660	MM_RS06660	34935.309	45919.769	237439.123	16881.869	16711.805	8076.755	82024.916	26441.467
MM_RS06665	MM_RS06665	1096.206	2402	6255	2651	43	158	136	255
MM_RS06675	MM_RS06675	99	210	767	225	33	114	102	380
MM_RS06680	MM_RS06680	99.344	304.827	448	165	10	19	8	24
MM_RS06685	MM_RS06685	157	286.356	685.092	285.008	11	37	31	45
MM_RS06690	MM_RS06690	71	191.068	94	37	10	29	17	12
MM_RS06695	MM_RS06695	54	191	156.788	34	5	20	29	11
MM_RS06700	MM_RS06700	259.565	439.032	2635.002	2193	47	57	392	327
MM_RS06705	MM_RS06705	244	438	2012	1731.404	109	208.884	816	663
MM_RS06710	MM_RS06710	530.021	999.229	2539.93	530	113	240	165	170
MM_RS06715	MM_RS06715	430	650.904	899	194	194	312	174	262
MM_RS06720	MM_RS06720	1557	1755	3119	3091	3301	5551	2511	19196
MM_RS06725	MM_RS06725	1198.076	1541	2843.98	2693	462	806.262	977	1001
MM_RS06735	MM_RS06735	364.921	571.806	609	258	83	137	96	115
MM_RS06740	MM_RS06740	237.915	483.009	480	250	53	85	58	115
MM_RS06745	MM_RS06745	1527	2301.882	1855	732	239	394	346	289
MM_RS06750	MM_RS06750	1331.323	3627	3346	2157	227	480	190	323
MM_RS06755	MM_RS06755	484.215	607.661	505.454	259.107	44.416	122.593	0	40.191
MM_RS06760	MM_RS06760	322	1214	685	393	54	98	72	132
MM_RS06765	MM_RS06765	423	768.148	480	197	99	140	57	89
MM_RS06770	MM_RS06770	677	1145	1347	444	119	226	221	168
MM_RS06775	MM_RS06775	378	730	1969.006	407	93	172	267	183
MM_RS06780	MM_RS06780	2290.996	4076.997	1772	649	570	1112	422	399
MM_RS06785	MM_RS06785	929	2049	1151	1571	98	258	116	210
MM_RS06790	MM_RS06790	262.9	559	160	120	82	161	58	81
MM_RS06795	MM_RS06795	110.785	191.268	736.136	252.071	0	72.374	98.488	82.665
MM_RS06800	MM_RS06800	258.181	714	965.022	613	103	196	151	168
MM_RS06805	MM_RS06805	185	404.003	573	202	64	153	134	188
MM_RS06810	MM_RS06810	544	661	1182	336	100	167	195	264
MM_RS06815	MM_RS06815	104	302	323.055	94	17	48	43	80
MM_RS06820	MM_RS06820	118.98	262	426	250	17	32	43	44
MM_RS06825	MM_RS06825	340	512	677.024	377	43	110	75	73
MM_RS06830	MM_RS06830	72	116	379	73	20	45	63	65
MM_RS06835	MM_RS06835	1330	1704.728	759	284	220	416	94	157
MM_RS06840	MM_RS06840	650	454.953	615	250	60	108	96	96
MM_RS06845	MM_RS06845	829	1195.943	1355	821	215	353	323	290
MM_RS06850	MM_RS06850	107	302.98	39	23	16	47	0	24
MM_RS06855	MM_RS06855	612	1118	3445	5165	42	70	160	197
MM_RS06860	MM_RS06860	289	396.029	557	133	79	156	59	147
MM_RS06865	MM_RS06865	92	190.078	164	71	12	31	38	43
MM_RS06870	MM_RS06870	484.242	679.844	989.969	209	20	36	34	47
MM_RS06875	MM_RS06875	1231.314	5274.181	1594.529	1062.278	109.535	210.054	102.928	109
MM_RS06880	MM_RS06880	152	348.277	155.225	74	34	66.008	84	75
MM_RS06885	MM_RS06885	190	259.734	293	129	42	70	134	131
MM_RS06890	MM_RS06890	59	125	45	28	19	57	8	41
MM_RS06895	MM_RS06895	570	1429.28	872.541	487	155	274	210	332
MM_RS06900	MM_RS06900	224	475	252	119	94	127	335	285
MM_RS06905	MM_RS06905	36.002	58.019	113	84	12	23	26	68
MM_RS06910	MM_RS06910	9	20.754	260	26	0	2	17	8
MM_RS06915	MM_RS06915	69.498	148.015	918.606	179	7	19	41	33
MM_RS06920	MM_RS06920	966	1690	1510	586	144	311	167	187
MM_RS06925	MM_RS06925	174	231.871	547	156	94	203	71	179
MM_RS06930	MM_RS06930	344	1056	1795	320	65	93	154	123
MM_RS06935	MM_RS06935	116	177	218.998	216	15	53	24	44
MM_RS06940	MM_RS06940	283.65	611.824	587	581	159	232	306	261
MM_RS06945	MM_RS06945	376	723.998	2746	987	58	117	148	104
MM_RS06950	MM_RS06950	839	2019.634	3344.802	1117	419	764	429	537
MM_RS06955	MM_RS06955	759.035	1402	3851	569	77	176	110	110
MM_RS06960	MM_RS06960	415	1017.339	2230	332	76	182	131	113
MM_RS06965	MM_RS06965	252	432	524	110	44	86	66	74
MM_RS06970	MM_RS06970	731.551	1714.91	1009	561	178	341	197	160
MM_RS06975	MM_RS06975	141.607	173	517	178	58	90	280	236
MM_RS06980	MM_RS06980	431	680.473	668.992	292.004	92	129	145	112
MM_RS06985	MM_RS06985	280.989	448.143	1850	927	44	126	125	160
MM_RS06990	MM_RS06990	199.265	408.609	1452	717	54	136	178	245
MM_RS06995	MM_RS06995	2024.999	3281.043	538	206	117	506	97	147
MM_RS07005	MM_RS07005	27.058	56.387	45	11	27	37	22	81
MM_RS07010	MM_RS07010	167	325.001	113	155	86	155	55	106
MM_RS07015	MM_RS07015	456	868.002	1316	987	241	361	464	413
MM_RS07020	MM_RS07020	145	301.01	266	75	14	31.144	37	30
MM_RS07025	MM_RS07025	1153.104	13112.378	2971.558	6425.96	925.031	1546.646	976.001	1628.851
MM_RS07030	MM_RS07030	1668.853	2097.36	4090.22	7218.926	222.367	436.659	1056.173	1567.318
MM_RS07035	MM_RS07035	2352.598	1760.092	5300.183	4149.223	184.352	328.076	781.376	711.678
MM_RS07040	MM_RS07040	866.866	1341.491	5545.135	4850.825	108.778	271.797	800.796	823.606
MM_RS07045	MM_RS07045	373.683	741.057	2340.463	1849.026	128.503	334.469	1007.655	1208.398
MM_RS07050	MM_RS07050	237	687	856	280	80	192	236	270.782
MM_RS07055	MM_RS07055	408	877	735	387	151	337	181	246
MM_RS07060	MM_RS07060	455	551	808	320	278	308	510	258
MM_RS07065	MM_RS07065	2529	3980.009	2662.425	1135	698	938	576	234
MM_RS07070	MM_RS07070	348	933	420	55	63	171	83	24
MM_RS07075	MM_RS07075	2580.953	3841	3932.013	4281	535	1214	612	901
MM_RS07080	MM_RS07080	401.124	1027.521	440	245	28	102	29	56
MM_RS07085	MM_RS07085	830.048	737.502	627	304	125	185	66	127
MM_RS07090	MM_RS07090	6300.011	8098.462	3383	3321	1650	2037	670	639
MM_RS07095	MM_RS07095	1495	1403	584	309	198	170	102	55
MM_RS07100	MM_RS07100	670.371	1045.293	376	187	52	137	25	28
MM_RS07105	MM_RS07105	1263	3155	3012.322	1903	309	740	581	711
MM_RS07110	MM_RS07110	461.986	769.003	1327	516	98	183	171	200
MM_RS07115	MM_RS07115	192	495	587	359	12	69	57	75
MM_RS07120	MM_RS07120	218	425	1012	468	63	244	416	446
MM_RS07125	MM_RS07125	187.773	263.283	1632	848	35	81	236	316
MM_RS07130	MM_RS07130	1539	1811	3124.968	877	275	703.28	363	417
MM_RS07135	MM_RS07135	853	1584.939	842	383	228	437	206	245
MM_RS07140	MM_RS07140	818.33	1875.689	933.65	325.002	508	652	240	220
MM_RS07145	MM_RS07145	301	310.327	408	180	41	64	84	72
MM_RS07150	MM_RS07150	6701.614	6680.004	41318.067	28410.183	678	918.02	1065	1307
MM_RS07155	MM_RS07155	239.001	435	508.004	314	101	170	211	237
MM_RS07160	MM_RS07160	66	192	235	133	24	30	57	42
MM_RS07165	MM_RS07165	74.125	135.501	299.961	56	32	91	41	155
MM_RS07170	MM_RS07170	359.781	618.67	2024	1469	33	105.038	55	92
MM_RS07175	MM_RS07175	46.755	63	67	19	14	15	18	36
MM_RS07180	MM_RS07180	491	986	1674	479	35	135	112	234
MM_RS07185	MM_RS07185	275.001	1036.2	394.553	262	61	121	94	124
MM_RS07190	MM_RS07190	204.871	389.449	598	291	69	148	121	271
MM_RS07195	MM_RS07195	419.519	1024.1	1884.171	2192	72	151	107	237
MM_RS07200	MM_RS07200	31	49	44	16	17	13	12	27
MM_RS07205	MM_RS07205	8	15	9	2	3	6	7	7
MM_RS07210	MM_RS07210	25.001	31	49.066	6	2	3	5	8
MM_RS07215	MM_RS07215	758	1685	807	437	181	169	121	98
MM_RS07220	MM_RS07220	653.142	1135.108	1421	472	281	628	523	551
MM_RS07225	MM_RS07225	590.067	983.803	872	693	64	243	104	113
MM_RS07230	MM_RS07230	58	113	157	185	24	35	48	39
MM_RS07235	MM_RS07235	509.974	1181.197	1362	882.963	171	346	243	722
MM_RS07240	MM_RS07240	1195	2710	2343	1048	67	281	58	274
MM_RS07245	MM_RS07245	310	803	1039	811	27	77	75	79
MM_RS07250	MM_RS07250	96	181	139	107	96	247	218	414
MM_RS07255	MM_RS07255	364.741	627.678	874.889	325	91.554	104	165	128
MM_RS07260	MM_RS07260	363	612.867	748	430	126	145	273	131
MM_RS07265	MM_RS07265	442	620.004	1220	651	232	383	407	384
MM_RS07270	MM_RS07270	60.037	98	261	106	38	93	79	178
MM_RS07275	MM_RS07275	287	373.784	869.013	511	223	405	340	357
MM_RS07280	MM_RS07280	470	670.973	1130.76	990	120	218	110	157
MM_RS07285	MM_RS07285	801.598	1174.601	1357	522	341	543	549	619
MM_RS07290	MM_RS07290	100	290	741	165	19	110	65	72
MM_RS07295	MM_RS07295	83	259.988	429.941	203.638	50	62	152	208
MM_RS07300	MM_RS07300	306	265	470	160	72	118	132	266
MM_RS07305	MM_RS07305	158.742	295.532	136.997	107.362	68.963	113	103	165
MM_RS07310	MM_RS07310	449	743.934	201	145	103	167	49	74
MM_RS07315	MM_RS07315	15	56	7	7	11	10	3	15
MM_RS07320	MM_RS07320	77	155	86	53	16	16	16	34
MM_RS07325	MM_RS07325	54	180	214	255	9	18	19	44
MM_RS07330	MM_RS07330	432.002	683.741	1684.375	1049	81	133	133	254
MM_RS07335	MM_RS07335	511.966	1204	2259	1156	118	286	185	359
MM_RS07340	MM_RS07340	761	1233.166	1489	549	177	266	244	264
MM_RS07345	MM_RS07345	1624.909	4661.742	3032	1734	326	688	805	501
MM_RS07350	MM_RS07350	169	388	179	92	14	44.225	7	43
MM_RS07355	MM_RS07355	48	110	480	288	8	10	63	32
MM_RS07360	MM_RS07360	755	1868	919	275	88	176	56	82
MM_RS07365	MM_RS07365	582	1163	785.888	305	75	179	75	62
MM_RS07370	MM_RS07370	228	382.582	718	363	72	101	173	219
MM_RS07375	MM_RS07375	220	331.001	1801	1526	78	163	368	507
MM_RS07380	MM_RS07380	105	274	646	304	125	203	477	591
MM_RS07390	MM_RS07390	55	110.114	193	50	9	18	27	26
MM_RS07395	MM_RS07395	326.365	702.422	1125.434	170.425	27	72	94	63
MM_RS07400	MM_RS07400	4.732	39.842	0	10.139	28.988	11.662	0	0
MM_RS07405	MM_RS07405	19.983	42.124	74	48	2	9	23	8
MM_RS07410	MM_RS07410	41.564	65.167	499	215	3	10	14	22
MM_RS07415	MM_RS07415	161	572	517	377	38	96	72	112
MM_RS07430	MM_RS07430	1971.106	3091.492	615.615	1072.16	106.91	538.223	289	432.881
MM_RS07435	MM_RS07435	1623	2520.688	1976	1145	507	730	680	804
MM_RS07440	MM_RS07440	449.066	599.478	557.715	465.082	140	260	503	233
MM_RS07445	MM_RS07445	302	738.94	1381	458	47	115	128	126
MM_RS07450	MM_RS07450	308	657.013	377	127	200	473	154	101
MM_RS07455	MM_RS07455	848.297	1029	610	277	243	627	197	122
MM_RS07460	MM_RS07460	902	1213	575	184	349	479	155	103
MM_RS07465	MM_RS07465	3408	4578	1594	629	1221	2559	728	469
MM_RS07470	MM_RS07470	2	0	0	0	0	4	0	3
MM_RS07475	MM_RS07475	93	400.001	331	87	8	60	31	21
MM_RS07480	MM_RS07480	225.478	690.979	367.335	228	9.218	66	18	16
MM_RS07485	MM_RS07485	242.522	574.023	465.665	335	15.782	41	19	19
MM_RS07490	MM_RS07490	87	154.967	252.581	68	39	62	44	48
MM_RS07495	MM_RS07495	200.729	281.986	279	97	19	24	30	41
MM_RS07510	MM_RS07510	176.694	726.058	326	153	548.98	1680	504	1051
MM_RS07515	MM_RS07515	241.313	1035.379	516.061	285.689	102.708	240.034	126.81	222.285
MM_RS07520	MM_RS07520	3732	13438.946	2091.999	2516	8853.02	13285	5366	11275
MM_RS07525	MM_RS07525	7473.588	19169.791	5284.94	13884.311	627.292	1103.966	511.19	970.715
MM_RS07530	MM_RS07530	194.952	276.76	276	170	68	159	61	100
MM_RS07535	MM_RS07535	266.718	427.003	504	477	34	76	49	67
MM_RS07540	MM_RS07540	96	246	43	20	81	123	43	79
MM_RS07545	MM_RS07545	12	12	18	1	1	7	3	2
MM_RS07550	MM_RS07550	644.925	738	754	476	333	581	428	393
MM_RS07560	MM_RS07560	160.604	281.448	223	71	542	314	235	461
MM_RS07565	MM_RS07565	2266	3381.111	3505	2498	664	393	1831	558
MM_RS07570	MM_RS07570	29	52.757	27	6	20	55	13	42
MM_RS07585	MM_RS07585	20	60	39	29	3	14	2	18
MM_RS07590	MM_RS07590	81	139	62	20	31	43	21	35
MM_RS07595	MM_RS07595	391	837.99	1475.292	1492	146	315	182	482
MM_RS07600	MM_RS07600	248.007	693.617	1382	671	57	196.044	255	344
MM_RS07605	MM_RS07605	57	92.992	88	19	20	46	49	48
MM_RS07610	MM_RS07610	116	337.845	145	71	36	54	47	79
MM_RS07615	MM_RS07615	402.998	558	685	171	57	155	77	96
MM_RS07620	MM_RS07620	1066	1741.882	4608	1956	246	675	515	810
MM_RS07625	MM_RS07625	912	1271	4807	4192	122	268	441	498
MM_RS07630	MM_RS07630	172	353.321	250	99	38	64	13	40
MM_RS07635	MM_RS07635	132	305.999	158	89	40	90	54	69
MM_RS07640	MM_RS07640	361	613.943	414.508	262	106	234	75	146
MM_RS07645	MM_RS07645	122	230	122	102	54	70	48	76
MM_RS07650	MM_RS07650	6	9	5	0	0	1	0	2
MM_RS07660	MM_RS07660	228	267.869	159	96	40	72	62	97
MM_RS07665	MM_RS07665	64	159.931	372	133	5	19	30	20
MM_RS07670	MM_RS07670	1580.133	1906.423	5404.015	5950	302	572	711	1187
MM_RS07675	MM_RS07675	141.971	369.78	425	257	30	70	64	97
MM_RS07680	MM_RS07680	153	313.182	168	35	17	60	6	26
MM_RS07685	MM_RS07685	870	2317.071	3142	780.999	236	389.991	346	224
MM_RS07690	MM_RS07690	612	1885	1070.031	375	63	278	244	168
MM_RS07695	MM_RS07695	139	526.836	653.779	190	49	94	165	172
MM_RS07700	MM_RS07700	134	231.001	103	22	111	262	47	155
MM_RS07705	MM_RS07705	695.691	2516.26	3025.903	1512.485	137	459.548	445.837	268
MM_RS07710	MM_RS07710	263.406	612	246	114	88	271	70	124
MM_RS07715	MM_RS07715	449.006	681	781	237	132	293	170	268
MM_RS07720	MM_RS07720	109	184.192	647	291	15	39	77	82
MM_RS07725	MM_RS07725	87	127	216	44	34	54	93	95
MM_RS07730	MM_RS07730	280	492.001	581	547	188	227	199	301
MM_RS07735	MM_RS07735	567	1134	1042	1072	131	197	193	232
MM_RS07740	MM_RS07740	375.273	1160.896	716	634	75	94	77	66
MM_RS07745	MM_RS07745	89.935	265.263	78	34	15	27	6	25
MM_RS07750	MM_RS07750	10409	24580.784	30546	27147	3701.408	7328.493	4150.989	9819.805
MM_RS07755	MM_RS07755	330	1056.951	1721	670	1016	1350	1023	1629
MM_RS07760	MM_RS07760	3590	7540	4098.945	3957	251	579	193	282
MM_RS07765	MM_RS07765	430	954	705	510	132	247	209	283
MM_RS07770	MM_RS07770	578	1132.276	1095	625	170	380	181	323
MM_RS07775	MM_RS07775	919	1172	1447	542	66	199	48	150
MM_RS07780	MM_RS07780	233	385	192.006	131	110	207	74	95
MM_RS07785	MM_RS07785	76.093	139	218	77	19	37	48	63
MM_RS07790	MM_RS07790	65	171	109	56	41	43	78	52
MM_RS07795	MM_RS07795	44.585	87.122	103.035	35	5	22	33	36
MM_RS07800	MM_RS07800	18.505	30.878	19.965	17	8	4	8	7
MM_RS07805	MM_RS07805	113	235	222	211	21	74	39	91
MM_RS07810	MM_RS07810	65	134.145	94	25	10	24	22	15
MM_RS07815	MM_RS07815	49.002	97	75	10	28	61	31	66
MM_RS07825	MM_RS07825	97.667	269.882	83.289	45	13	34	24	26
MM_RS07830	MM_RS07830	56.997	100.98	66	40	9	25	27	33
MM_RS07835	MM_RS07835	661	1104	1452	413	107	238	241	232
MM_RS07840	MM_RS07840	55	128	105	116	280	553	346	910
MM_RS07845	MM_RS07845	29	74	71	25	3	8	2	4
MM_RS07850	MM_RS07850	161	293.004	98.926	80	31	64	20	33
MM_RS07855	MM_RS07855	269	477.529	68	66	63	182	22	60
MM_RS07860	MM_RS07860	830.65	1751	1304	1589	226	389	325	374
MM_RS07865	MM_RS07865	272	619.783	519	320	52	102.275	85	121
MM_RS07870	MM_RS07870	432	591	486	357.999	135	243	142	218
MM_RS07875	MM_RS07875	176	478.074	654.032	401	53	104	57	76
MM_RS07880	MM_RS07880	358.017	667	754	513	116	231	84	145
MM_RS07885	MM_RS07885	588	1162.756	852	567	97	262	60	135
MM_RS07890	MM_RS07890	992	1130.83	2256	2281	109	233	282	545
MM_RS07895	MM_RS07895	745.157	1778.039	2762	1908	199	349	322	249
MM_RS07900	MM_RS07900	349	661.004	171	58	128	365	59	84
MM_RS07905	MM_RS07905	137.703	262.195	295.767	163	53	83	95	141
MM_RS07910	MM_RS07910	248.054	294	462	302.021	47	77	61	91
MM_RS07915	MM_RS07915	150	228.992	228	141	19	49	59	50
MM_RS07920	MM_RS07920	178	336.048	165	49	455	494	108	161
MM_RS07925	MM_RS07925	166	451	287	322	315	535	516.001	402
MM_RS07930	MM_RS07930	160.555	355	163	102	56	97	53	41
MM_RS07935	MM_RS07935	336	651	778	167	86	213	110	184
MM_RS07940	MM_RS07940	93	291.639	257.999	100	27	71	94	69
MM_RS07945	MM_RS07945	449.939	650.198	1121.228	524	87	133	155	87
MM_RS07950	MM_RS07950	663	617	481	182	228	358	203	363
MM_RS07955	MM_RS07955	1450.127	1926	3569	7744	502	671	809	1518
MM_RS07960	MM_RS07960	480.245	812.128	1481	2476	234	270	506	701
MM_RS07965	MM_RS07965	375.078	474	1174	2498	96	171	191	415
MM_RS07970	MM_RS07970	1201.905	2317.444	3345	6108	280	593	706	1268
MM_RS07975	MM_RS07975	899	1106.482	1830	3621	156	335	253	737
MM_RS07980	MM_RS07980	1255.938	1959	2773	5646	321	563	501	1226
MM_RS07985	MM_RS07985	999	1189	2383	2879	209	336	329	854
MM_RS07990	MM_RS07990	2697.007	4953.128	5509	3026	432.98	670	466	964
MM_RS07995	MM_RS07995	136	310	207	83	243	136	108	208
MM_RS08000	MM_RS08000	549.917	742.001	1053	1144	157	210	151	182
MM_RS08005	MM_RS08005	151	573	287	126	37	66	55	78
MM_RS08010	MM_RS08010	188	354.416	1624	2157	28	78	86	327
MM_RS08015	MM_RS08015	109.823	267.044	1117.956	889	35	101	172	342
MM_RS08020	MM_RS08020	403.82	1615.503	2451.066	1914	153	380	489	1029
MM_RS08025	MM_RS08025	57	209	326	112	26	47	69	82
MM_RS08030	MM_RS08030	193	421.052	281	75	67	122	68	99
MM_RS08035	MM_RS08035	87.213	156	170	69	37	59	33	41
MM_RS08040	MM_RS08040	186	417	497	390	23	41	29	47
MM_RS08045	MM_RS08045	83	139	48	27	9	29	9	25
MM_RS08050	MM_RS08050	347	652.286	743	327	119	209	190	247
MM_RS08055	MM_RS08055	12	14	12	4	21	13	20	17
MM_RS08060	MM_RS08060	750	1021.025	660.065	751	107	176	31	137
MM_RS08065	MM_RS08065	42	43	52	22	45	40	30	47
MM_RS08070	MM_RS08070	50.399	107.179	130	40	3	8	14	22
MM_RS08075	MM_RS08075	244	662	542	446.999	36	102	114	102
MM_RS08080	MM_RS08080	531	1382	2028	2370	55	160	125	157
MM_RS08085	MM_RS08085	819.834	2661.145	3396.962	3585	86	361	410	392
MM_RS08090	MM_RS08090	669.997	1552.381	2832	3295	75	278	265	311
MM_RS08095	MM_RS08095	99	409	590	976	20	89	63	106
