gene_id	log2FC_TE_riborex	pvalue_TE_riborex	padj_TE_riborex	baseMean_counts	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS00470	-0.76030549784571	0.260530765518678	0.528304085136717	445.085773977833	raw_counts / DESeq2 median-of-ratios (via riborex)	0.386	0.208	1.918	2.086	81.52	44.463	117.241	93.12	81.52	44.463	117.241	93.12
MM_RS01505	-0.616855416081954	0.261045090511596	0.528938586175503	179.606857852556	raw_counts / DESeq2 median-of-ratios (via riborex)	0.072	0.021	0.392	0.403	15.388	4.567	22.7	18.136	15.388	4.567	22.7	18.136
MM_RS10395	-2.57505170323186	0.261432359107894	0.529314861231556	634.556548612703	raw_counts / DESeq2 median-of-ratios (via riborex)	0.254	0.312	21.51	4.302	52.661	64.507	1156.05	213.787	52.661	64.507	1156.05	213.787
MM_RS18995	-3.37091229753755	0.26173580655619	0.529520976900274	56.8784090917976	raw_counts / DESeq2 median-of-ratios (via riborex)	0.316	0.048	4.885	0.526	65.147	10.611	260.652	26.681	65.147	10.611	260.652	26.681
MM_RS01030	0.645232593273269	0.262060451019291	0.529769626156011	143.775587198231	raw_counts / DESeq2 median-of-ratios (via riborex)	0.139	0.219	1.635	4.259	29.664	46.659	96.564	192.002	29.664	46.659	96.564	192.002
MM_RS11955	-1.12105715712242	0.262936583560438	0.529912911860998	469.982165516801	raw_counts / DESeq2 median-of-ratios (via riborex)	0.189	0.121	4.994	4.343	39.392	25.486	308.348	195.679	39.392	25.486	308.348	195.679
MM_RS17375	0.724700927009641	0.262477847770097	0.529912911860998	251.520017125954	raw_counts / DESeq2 median-of-ratios (via riborex)	0.37	0.545	5.804	15.429	79.425	114.727	338.769	698.956	79.425	114.727	338.769	698.956
MM_RS05625	-0.604791176109627	0.262938508817548	0.529912911860998	257.677186069599	raw_counts / DESeq2 median-of-ratios (via riborex)	0.466	0.175	2.436	2.686	99.335	37.312	143.826	119.007	99.335	37.312	143.826	119.007
MM_RS10390	-0.52477410931733	0.262553948103723	0.529912911860998	1091.39142436286	raw_counts / DESeq2 median-of-ratios (via riborex)	0.541	0.314	1.891	2.102	115.031	67.322	110.053	94.418	115.031	67.322	110.053	94.418
MM_RS05820	-0.775937973577148	0.263391332403999	0.530011983825978	122.284190421742	raw_counts / DESeq2 median-of-ratios (via riborex)	0.077	0.059	0.532	0.467	16.425	12.614	30.206	20.377	16.425	12.614	30.206	20.377
MM_RS09085	-0.576828141877528	0.263322031989923	0.530011983825978	261.706701648847	raw_counts / DESeq2 median-of-ratios (via riborex)	0.428	0.217	2.145	2.326	91.004	46.825	125.136	103.64	91.004	46.825	125.136	103.64
MM_RS05335	-0.587976012440633	0.263688323372513	0.530203320961882	697.171078850449	raw_counts / DESeq2 median-of-ratios (via riborex)	1.243	0.673	3.695	4.132	264.916	145.146	218.249	182.055	264.916	145.146	218.249	182.055
MM_RS14730	0.597907827271753	0.263968419589579	0.530360420690309	196.594511720043	raw_counts / DESeq2 median-of-ratios (via riborex)	0.189	0.213	0.36	0.875	40.185	45.763	20.936	39.12	40.185	45.763	20.936	39.12
MM_RS01960	-1.0765248918022	0.264502819102737	0.530461827424436	531.110781612688	raw_counts / DESeq2 median-of-ratios (via riborex)	0.504	0.714	10.485	10.843	106.706	149.191	686.437	504.535	106.706	149.191	686.437	504.535
MM_RS04260	0.768411230718816	0.264624902485153	0.530461827424436	135.461108448494	raw_counts / DESeq2 median-of-ratios (via riborex)	0.223	0.14	0.444	1.16	47.61	29.646	25.577	54.202	47.61	29.646	25.577	54.202
MM_RS11365	0.595724277296002	0.264359911548814	0.530461827424436	629.390532496241	raw_counts / DESeq2 median-of-ratios (via riborex)	0.488	0.341	1.16	2.81	104.13	72.427	67.59	126.98	104.13	72.427	67.59	126.98
MM_RS00675	0.813313785375289	0.265134254230848	0.531077461182461	71.2752136150005	raw_counts / DESeq2 median-of-ratios (via riborex)	0.199	0.188	1.208	3.426	42.269	39.932	70.957	161.085	42.269	39.932	70.957	161.085
MM_RS04310	1.5454855915333	0.265642176391581	0.531689295125222	1566.53157778467	raw_counts / DESeq2 median-of-ratios (via riborex)	2.174	4.345	2.532	16.708	473.344	928.495	167.03	731.843	473.344	928.495	167.03	731.843
MM_RS09460	-0.942685987109177	0.267066913321443	0.533039747827357	463.640176557216	raw_counts / DESeq2 median-of-ratios (via riborex)	1.548	1.962	45.442	49.605	329.889	421.241	2909.239	2170.76	329.889	421.241	2909.239	2170.76
MM_RS15335	0.888548841031921	0.267128830213558	0.533039747827357	201.5499762154	raw_counts / DESeq2 median-of-ratios (via riborex)	0.299	0.676	5.017	13.656	62.854	145.734	284.388	620.428	62.854	145.734	284.388	620.428
MM_RS14440	-0.677698580605814	0.266738985776669	0.533039747827357	164.561564586969	raw_counts / DESeq2 median-of-ratios (via riborex)	0.216	0.209	2.053	2.132	45.791	44.301	120.645	93.597	45.791	44.301	120.645	93.597
MM_RS15750	-0.629201748605773	0.266840440310304	0.533039747827357	181.855634983797	raw_counts / DESeq2 median-of-ratios (via riborex)	0.162	0.126	1.607	1.738	34.541	26.879	94.942	77.76	34.541	26.879	94.942	77.76
MM_RS10770	0.708922282281826	0.267745210405229	0.533864026214222	139.068117252815	raw_counts / DESeq2 median-of-ratios (via riborex)	0.076	0.148	1.953	5.318	16.323	31.254	115.411	241.684	16.323	31.254	115.411	241.684
MM_RS15050	0.668084172658357	0.268441752834908	0.534846770064087	625.022568812605	raw_counts / DESeq2 median-of-ratios (via riborex)	0.234	0.952	4.995	14.536	49.779	202.711	304.455	646.475	49.779	202.711	304.455	646.475
MM_RS19335	0.908947576573267	0.270598000184898	0.538734153514438	285.221159296654	raw_counts / DESeq2 median-of-ratios (via riborex)	0.099	0.236	4.697	17.528	21.113	49.781	295.545	789.455	21.113	49.781	295.545	789.455
MM_RS04980	0.985496843396054	0.271399711092948	0.539583750278708	52.5534396165923	raw_counts / DESeq2 median-of-ratios (via riborex)	0.085	0.233	0.155	0.505	18.327	50.758	9.151	23.145	18.327	50.758	9.151	23.145
MM_RS06745	0.719473597530593	0.271435694637538	0.539583750278708	725.911746382101	raw_counts / DESeq2 median-of-ratios (via riborex)	1.069	1.187	10.087	26.158	225.259	255.264	583.019	1150.496	225.259	255.264	583.019	1150.496
MM_RS14130	-0.89411592656829	0.271916039624289	0.539607281076807	79.7300639927266	raw_counts / DESeq2 median-of-ratios (via riborex)	0.065	0.055	0.515	0.5	13.864	11.831	31.256	22.201	13.864	11.831	31.256	22.201
MM_RS09230	0.812112180829469	0.271759585392084	0.539607281076807	64.2382175473709	raw_counts / DESeq2 median-of-ratios (via riborex)	0.093	0.116	0.728	2.03	19.816	24.544	42.046	88.507	19.816	24.544	42.046	88.507
MM_RS11840	-0.567198343526392	0.272063990916105	0.539607281076807	340.509638121604	raw_counts / DESeq2 median-of-ratios (via riborex)	0.305	0.226	1.732	1.836	64.795	48.097	100.19	82.606	64.795	48.097	100.19	82.606
MM_RS17120	-0.641229131358488	0.272396343111543	0.539858714725216	313.684060071417	raw_counts / DESeq2 median-of-ratios (via riborex)	0.15	0.096	0.651	0.637	31.858	20.645	37.444	29.424	31.858	20.645	37.444	29.424
MM_RS00540	1.38387242220457	0.275595088929557	0.54239051604879	286.21679295218	raw_counts / DESeq2 median-of-ratios (via riborex)	0.338	0.835	0.743	3.223	73.585	189.051	43.719	140.591	73.585	189.051	43.719	140.591
MM_RS07815	1.02588211596594	0.274625697666052	0.54239051604879	54.8544208987024	raw_counts / DESeq2 median-of-ratios (via riborex)	0.238	0.252	0.511	1.436	50.865	53.686	28.165	64.418	50.865	53.686	28.165	64.418
MM_RS11330	-0.966255160125838	0.275534377950713	0.54239051604879	101.442440282626	raw_counts / DESeq2 median-of-ratios (via riborex)	0.263	0.042	0.259	0.209	55.243	9.152	14.8	9.183	55.243	9.152	14.8	9.183
MM_RS00390	0.924169861256951	0.275163208157981	0.54239051604879	59.8313998262167	raw_counts / DESeq2 median-of-ratios (via riborex)	0.268	0.43	3.912	11.394	56.383	94.632	224.378	510.804	56.383	94.632	224.378	510.804
MM_RS05200	-0.918437623110346	0.27566901834446	0.54239051604879	264.692197783141	raw_counts / DESeq2 median-of-ratios (via riborex)	0.195	0.088	6.995	7.296	41.072	18.609	436.934	317.071	41.072	18.609	436.934	317.071
MM_RS06710	-0.779749945973149	0.275872720651597	0.54239051604879	434.000546903625	raw_counts / DESeq2 median-of-ratios (via riborex)	0.154	0.181	3.327	2.751	32.506	38.633	186.349	122.984	32.506	38.633	186.349	122.984
MM_RS05075	0.695794516308035	0.274240205188522	0.54239051604879	183.918204096864	raw_counts / DESeq2 median-of-ratios (via riborex)	0.116	0.26	1.058	3.086	24.75	54.837	64.097	136.298	24.75	54.837	64.097	136.298
MM_RS07995	0.663526324045692	0.275945822330992	0.54239051604879	180.139114577862	raw_counts / DESeq2 median-of-ratios (via riborex)	0.367	0.523	0.812	2.018	78.547	116.84	46.967	91.458	78.547	116.84	46.967	91.458
MM_RS05155	0.647496857089546	0.275806322680149	0.54239051604879	631.571326710313	raw_counts / DESeq2 median-of-ratios (via riborex)	0.583	1.419	5.646	16.089	124.096	306.428	344.09	731.538	124.096	306.428	344.09	731.538
MM_RS08575	0.620015118437457	0.274950533925191	0.54239051604879	159.719519123917	raw_counts / DESeq2 median-of-ratios (via riborex)	0.07	0.076	0.536	1.396	14.813	16.29	31.86	62.89	14.813	16.29	31.86	62.89
MM_RS14015	0.607344997738986	0.275562702786271	0.54239051604879	235.109529591502	raw_counts / DESeq2 median-of-ratios (via riborex)	0.069	0.109	0.58	1.487	14.684	23.531	34.274	65.523	14.684	23.531	34.274	65.523
MM_RS00645	-0.720185830811138	0.276472061952099	0.54301842534496	1339.59755807948	raw_counts / DESeq2 median-of-ratios (via riborex)	1.303	0.971	7.33	7.119	279.562	203.882	427.562	326.345	279.562	203.882	427.562	326.345
MM_RS15805	0.881065466419919	0.277342799174557	0.544321517662471	609.231107482247	raw_counts / DESeq2 median-of-ratios (via riborex)	0.873	0.486	1.548	4.418	187.113	103.231	89.854	213.721	187.113	103.231	89.854	213.721
MM_RS00835	-0.718286829901547	0.278219103097525	0.545453765765154	477.012002112143	raw_counts / DESeq2 median-of-ratios (via riborex)	0.11	0.074	1.169	1.28	23.309	15.917	70.731	56.294	23.309	15.917	70.731	56.294
MM_RS11970	0.663836326843757	0.278335127998974	0.545453765765154	223.177817452126	raw_counts / DESeq2 median-of-ratios (via riborex)	0.381	0.313	0.737	2.081	81.301	65.968	44.649	94.347	81.301	65.968	44.649	94.347
MM_RS16140	-0.790096164742884	0.279718112690604	0.547361795553513	866.239245271951	raw_counts / DESeq2 median-of-ratios (via riborex)	0.58	0.337	2.039	2.024	124.64	71.783	121.37	89.404	124.64	71.783	121.37	89.404
MM_RS08005	0.721102059656287	0.279725639616456	0.547361795553513	128.617229745058	raw_counts / DESeq2 median-of-ratios (via riborex)	0.238	0.21	1.751	4.538	50.601	45.057	101.858	213.152	50.601	45.057	101.858	213.152
MM_RS19100	1.17515716928724	0.28022339028867	0.547546422676692	49.6897272737725	raw_counts / DESeq2 median-of-ratios (via riborex)	0.013	0.061	0.764	2.528	2.766	12.697	43.265	115.388	2.766	12.697	43.265	115.388
MM_RS02540	-0.752452027126822	0.280237011453722	0.547546422676692	629.345518908385	raw_counts / DESeq2 median-of-ratios (via riborex)	0.481	0.42	5.369	5.591	101.183	89.562	323.052	254.781	101.183	89.562	323.052	254.781
MM_RS13885	0.822662664236382	0.280647233737341	0.547940249661158	77.794741836643	raw_counts / DESeq2 median-of-ratios (via riborex)	0.102	0.073	0.586	1.552	21.758	15.711	33.264	68.961	21.758	15.711	33.264	68.961
MM_RS00745	-0.859049211171881	0.2818976932528	0.549564471033298	77.1114791933843	raw_counts / DESeq2 median-of-ratios (via riborex)	0.096	0.063	0.499	0.493	20.154	13.662	30.201	21.916	20.154	13.662	30.201	21.916
MM_RS00460	0.649415183538874	0.2817073643268	0.549564471033298	183.875172013937	raw_counts / DESeq2 median-of-ratios (via riborex)	0.197	0.262	0.711	1.987	41.903	55.27	42.995	89.109	41.903	55.27	42.995	89.109
MM_RS01010	0.682447357079841	0.282450733651271	0.550234144338455	89.5957601605816	raw_counts / DESeq2 median-of-ratios (via riborex)	0.084	0.098	0.648	1.731	17.976	21.12	38.175	76.82	17.976	21.12	38.175	76.82
MM_RS02355	0.908728470744501	0.282983330075626	0.550523275578248	695.951389259717	raw_counts / DESeq2 median-of-ratios (via riborex)	0.49	0.556	5.919	19.799	102.55	120.296	357.242	881.413	102.55	120.296	357.242	881.413
MM_RS08675	0.804834851337007	0.283018439463303	0.550523275578248	90.5891822437059	raw_counts / DESeq2 median-of-ratios (via riborex)	0.12	0.145	1.269	3.313	25.636	31.102	71.934	144.639	25.636	31.102	71.934	144.639
MM_RS10570	0.914163510619332	0.283309444363017	0.550681421833665	158.752401434906	raw_counts / DESeq2 median-of-ratios (via riborex)	0.153	0.268	6.459	23.723	32.239	58.289	403.158	1057.171	32.239	58.289	403.158	1057.171
MM_RS15905	-0.862927581784924	0.283889352511913	0.551400473148139	247.590021374275	raw_counts / DESeq2 median-of-ratios (via riborex)	0.186	0.174	5.352	5.85	39.388	37.304	337.254	266.888	39.388	37.304	337.254	266.888
MM_RS08025	-0.741579852613047	0.285803280602511	0.554707623697114	109.546149034764	raw_counts / DESeq2 median-of-ratios (via riborex)	0.203	0.111	1.387	1.247	42.945	23.727	79.556	58.429	42.945	23.727	79.556	58.429
MM_RS09755	1.24291899310488	0.288347649363529	0.557603062314581	110.496367420729	raw_counts / DESeq2 median-of-ratios (via riborex)	0.049	0.152	5.16	17.56	10.107	33.332	289.767	776.647	10.107	33.332	289.767	776.647
MM_RS19575	1.09305608624995	0.287840327861899	0.557603062314581	91.860457085432	raw_counts / DESeq2 median-of-ratios (via riborex)	0.257	0.278	2.617	12.047	54.779	58.756	169.053	511.843	54.779	58.756	169.053	511.843
MM_RS04250	1.03709033206356	0.288468795691363	0.557603062314581	179.038465109647	raw_counts / DESeq2 median-of-ratios (via riborex)	3.773	11.204	6.233	21.331	816.617	2381.365	367.698	950.889	816.617	2381.365	367.698	950.889
MM_RS06775	-0.87907826046677	0.288037743819278	0.557603062314581	420.023786519879	raw_counts / DESeq2 median-of-ratios (via riborex)	0.52	0.338	6.371	4.908	109.346	72.304	356.741	219.809	109.346	72.304	356.741	219.809
MM_RS18030	0.7297543278025	0.288569140017333	0.557603062314581	256.87189573663	raw_counts / DESeq2 median-of-ratios (via riborex)	11.364	10.49	61.807	155.327	2435.291	2225.128	3527.858	6875.109	2435.291	2225.128	3527.858	6875.109
MM_RS05255	-0.56350644106901	0.288506517543078	0.557603062314581	1302.3170582552	raw_counts / DESeq2 median-of-ratios (via riborex)	5.84	2.487	15.841	17.67	1235.271	531.836	931.691	795.472	1235.271	531.836	931.691	795.472
MM_RS06440	0.574104238832193	0.288997366470095	0.558019914963581	482.969025846447	raw_counts / DESeq2 median-of-ratios (via riborex)	0.301	0.61	3.211	7.507	63.997	130.031	185.387	330.763	63.997	130.031	185.387	330.763
MM_RS13075	0.787840557929475	0.289450539621203	0.558484288791535	68.416890467266	raw_counts / DESeq2 median-of-ratios (via riborex)	0.152	0.256	1.494	4.137	32.643	55.501	86.96	185.359	32.643	55.501	86.96	185.359
MM_RS14185	-0.817808987052087	0.292655673826105	0.563242970434291	55.5230901459826	raw_counts / DESeq2 median-of-ratios (via riborex)	0.052	0.028	0.449	0.383	11.183	5.944	25.536	17.056	11.183	5.944	25.536	17.056
MM_RS17265	0.689767076252874	0.292402783233461	0.563242970434291	134.49663262426	raw_counts / DESeq2 median-of-ratios (via riborex)	0.106	0.168	0.395	1.036	22.463	36.043	23.018	44.964	22.463	36.043	23.018	44.964
MM_RS12695	0.656246665303468	0.292774811364359	0.563242970434291	98.8665070946985	raw_counts / DESeq2 median-of-ratios (via riborex)	0.173	0.191	1.311	3.226	36.841	40.494	75.59	143.899	36.841	40.494	75.59	143.899
MM_RS00605	0.597902603876233	0.292609810880517	0.563242970434291	432.992065393581	raw_counts / DESeq2 median-of-ratios (via riborex)	0.599	0.9	4.068	10.052	126.69	192.181	238.064	444.942	126.69	192.181	238.064	444.942
MM_RS06530	0.908631633453264	0.293508911430938	0.56387049316893	54.4059046567618	raw_counts / DESeq2 median-of-ratios (via riborex)	0.076	0.084	0.459	1.309	16.277	17.952	26.162	57.999	16.277	17.952	26.162	57.999
MM_RS13060	-0.736895571326968	0.293745176944058	0.56387049316893	82.7539699816323	raw_counts / DESeq2 median-of-ratios (via riborex)	0.048	0.013	0.217	0.208	10.179	2.805	12.502	8.969	10.179	2.805	12.502	8.969
MM_RS06950	-0.569137285667739	0.293666896063024	0.56387049316893	887.129674448305	raw_counts / DESeq2 median-of-ratios (via riborex)	0.714	0.991	7.809	7.977	151.528	212.306	447.21	363.007	151.528	212.306	447.21	363.007
MM_RS16585	-0.719399887743576	0.294040564518381	0.564025217257319	224.226471246993	raw_counts / DESeq2 median-of-ratios (via riborex)	0.22	0.157	3.148	2.988	46.387	32.9	182.732	140.246	46.387	32.9	182.732	140.246
MM_RS03635	0.757121899682243	0.294319685562493	0.564148535975991	2046.66699012306	raw_counts / DESeq2 median-of-ratios (via riborex)	1.417	5.393	10.254	34.12	302.453	1132.614	642.937	1544.613	302.453	1132.614	642.937	1544.613
MM_RS00350	-0.849150092741761	0.294744539044924	0.564311583466191	295.512544781677	raw_counts / DESeq2 median-of-ratios (via riborex)	0.121	0.117	1.722	1.955	25.848	24.99	109.577	88.373	25.848	24.99	109.577	88.373
MM_RS08325	0.740490737080969	0.294834536373044	0.564311583466191	143.379533822303	raw_counts / DESeq2 median-of-ratios (via riborex)	0.147	0.124	0.598	1.65	31.541	26.52	35.233	74.601	31.541	26.52	35.233	74.601
MM_RS07690	0.79357575873472	0.295660228632668	0.565068239002465	437.080996424056	raw_counts / DESeq2 median-of-ratios (via riborex)	0.978	0.878	7.894	20.807	205.514	183.206	453.267	963.629	205.514	183.206	453.267	963.629
MM_RS09605	-0.730638827665102	0.295593624025	0.565068239002465	64.0757635597394	raw_counts / DESeq2 median-of-ratios (via riborex)	0.174	0.065	0.298	0.287	36.962	13.932	17.24	12.763	36.962	13.932	17.24	12.763
MM_RS10290	-0.689753299037062	0.296520118534951	0.566299513652932	350.853981822075	raw_counts / DESeq2 median-of-ratios (via riborex)	0.35	0.331	3.447	3.757	74.247	71.581	206.229	161.3	74.247	71.581	206.229	161.3
MM_RS02580	-0.823816230471584	0.298301234404885	0.569287094147695	281.945341235258	raw_counts / DESeq2 median-of-ratios (via riborex)	0.577	0.233	6.183	4.923	121.525	49.308	345.583	220.647	121.525	49.308	345.583	220.647
MM_RS05930	0.772931728742259	0.299696366360799	0.571119490612089	392.999369979366	raw_counts / DESeq2 median-of-ratios (via riborex)	0.317	0.555	3.215	9.989	67.121	118.523	194.509	423.504	67.121	118.523	194.509	423.504
MM_RS03320	-0.713338035095775	0.299569304127032	0.571119490612089	331.699116319863	raw_counts / DESeq2 median-of-ratios (via riborex)	0.461	0.286	6.301	7.274	98.261	61.145	389.674	330.898	98.261	61.145	389.674	330.898
MM_RS15160	-0.78607527911699	0.300498720639306	0.571800304068393	114.493886238418	raw_counts / DESeq2 median-of-ratios (via riborex)	0.094	0.104	3.881	3.943	20.119	22.261	233.965	182.042	20.119	22.261	233.965	182.042
MM_RS04460	-0.659214596079314	0.300359798800744	0.571800304068393	668.013513239111	raw_counts / DESeq2 median-of-ratios (via riborex)	1.782	1.219	2.462	2.8	379.96	262.701	148.47	120.976	379.96	262.701	148.47	120.976
MM_RS06435	-0.557246396699478	0.300706862116699	0.571800304068393	5827.25696050071	raw_counts / DESeq2 median-of-ratios (via riborex)	1.606	2.162	63.448	75.515	340.458	463.431	3803.347	3339.555	340.458	463.431	3803.347	3339.555
MM_RS02645	-0.636464320274895	0.301823156678128	0.573507676871754	238.464041042669	raw_counts / DESeq2 median-of-ratios (via riborex)	0.158	0.109	1.024	1.058	33.715	22.825	59.965	49.396	33.715	22.825	59.965	49.396
MM_RS10840	0.675247301223274	0.302277672558844	0.573734832664462	80.8957031872092	raw_counts / DESeq2 median-of-ratios (via riborex)	0.086	0.077	0.322	0.862	18.231	16.465	19.143	39.502	18.231	16.465	19.143	39.502
MM_RS17355	-0.667499832974487	0.302379668091247	0.573734832664462	239.293240663174	raw_counts / DESeq2 median-of-ratios (via riborex)	0.051	0.061	3.156	3.23	10.783	12.878	185.131	148.263	10.783	12.878	185.131	148.263
MM_RS07730	-0.642278021423225	0.303082530010895	0.574653230186722	350.681893908218	raw_counts / DESeq2 median-of-ratios (via riborex)	0.588	0.563	3.102	3.674	125.142	122.407	189.753	163.408	125.142	122.407	189.753	163.408
MM_RS15560	1.06275245575589	0.303787888880774	0.575575033333991	99.8107338297611	raw_counts / DESeq2 median-of-ratios (via riborex)	0.144	0.32	3.883	11.676	31.213	68.278	218.374	524.076	31.213	68.278	218.374	524.076
MM_RS05815	0.787933420139883	0.304519053616154	0.576544365390066	60.2265726247148	raw_counts / DESeq2 median-of-ratios (via riborex)	0.096	0.057	0.246	0.766	20.272	12.173	14.884	33.292	20.272	12.173	14.884	33.292
MM_RS15550	0.930114477696821	0.305576349878047	0.578129319005585	70.5597083782995	raw_counts / DESeq2 median-of-ratios (via riborex)	0.039	0.094	0.458	1.555	8.154	20.333	27.695	69.857	8.154	20.333	27.695	69.857
MM_RS11935	-0.588458772135775	0.306040991893052	0.578591536869081	404.901744626373	raw_counts / DESeq2 median-of-ratios (via riborex)	0.3	0.361	3.44	3.53	63.567	76.448	197.761	158.084	63.567	76.448	197.761	158.084
MM_RS02555	0.662236049929983	0.306541579188133	0.579120997804343	176.789049169394	raw_counts / DESeq2 median-of-ratios (via riborex)	0.683	0.987	1.36	3.938	145.455	211.322	82.916	173.373	145.455	211.322	82.916	173.373
MM_RS14855	-0.927495090078484	0.308723191548183	0.582823221427411	97.7749800091318	raw_counts / DESeq2 median-of-ratios (via riborex)	0.055	0.086	1.59	1.673	11.542	17.795	100.517	76.073	11.542	17.795	100.517	76.073
MM_RS11475	-0.834023069024071	0.309355252102201	0.583596905187055	98.7076126869974	raw_counts / DESeq2 median-of-ratios (via riborex)	0.167	0.087	1.424	1.152	35.828	18.919	79.809	50.352	35.828	18.919	79.809	50.352
MM_RS08760	-0.859632227458826	0.310512633525448	0.584815745476858	2261.64458209192	raw_counts / DESeq2 median-of-ratios (via riborex)	1.534	1.14	11.467	13.481	326.039	241.414	740.956	605.481	326.039	241.414	740.956	605.481
MM_RS08040	-0.666753926366967	0.310669445902596	0.584815745476858	137.04510107406	raw_counts / DESeq2 median-of-ratios (via riborex)	0.377	0.364	10.363	11.578	80.315	78.07	625.928	524.175	80.315	78.07	625.928	524.175
MM_RS09715	0.544281365815987	0.310553382982534	0.584815745476858	544.745734434033	raw_counts / DESeq2 median-of-ratios (via riborex)	0.476	0.671	4.775	11.935	101.05	143.073	285.065	544.533	101.05	143.073	285.065	544.533
MM_RS01760	1.06984383889296	0.311192054827751	0.584960870420668	120.428916455866	raw_counts / DESeq2 median-of-ratios (via riborex)	0.38	0.292	0.147	0.451	79.348	62.63	8.207	19.839	79.348	62.63	8.207	19.839
