gene_id	log2FC_TE_riborex	pvalue_TE_riborex	padj_TE_riborex	baseMean_counts	log2FC_basis	TPM_RNA_NitrogenPlus	TPM_RNA_NitrogenMinus	TPM_Ribo_NitrogenPlus	TPM_Ribo_NitrogenMinus	RPKM_RNA_NitrogenPlus	RPKM_RNA_NitrogenMinus	RPKM_Ribo_NitrogenPlus	RPKM_Ribo_NitrogenMinus	FPKM_RNA_NitrogenPlus	FPKM_RNA_NitrogenMinus	FPKM_Ribo_NitrogenPlus	FPKM_Ribo_NitrogenMinus
MM_RS12910	-1.42549437611983	0.0139602797088411	0.0852551035242247	203.304787960489	raw_counts / DESeq2 median-of-ratios (via riborex)	0.442	0.27	4.918	3.16	93.892	59.073	292.939	139.091	93.892	59.073	292.939	139.091
MM_RS09040	-1.68127045635253	0.0139981136388578	0.0852878107091429	395.453204831382	raw_counts / DESeq2 median-of-ratios (via riborex)	0.314	0.17	3.197	1.879	66.524	35.834	197.563	85.875	66.524	35.834	197.563	85.875
MM_RS15380	1.28370272236197	0.0140727609206536	0.0855441439297136	261.156793943763	raw_counts / DESeq2 median-of-ratios (via riborex)	0.351	0.693	1.331	5.352	74.869	146.673	78.4	242.361	74.869	146.673	78.4	242.361
MM_RS16940	2.06515062500644	0.0141984098663902	0.0861086011758447	73.9557587878498	raw_counts / DESeq2 median-of-ratios (via riborex)	0.327	0.893	0.141	0.945	70.271	190.883	8.233	43.427	70.271	190.883	8.233	43.427
MM_RS10910	-1.45056512924252	0.0143744900342352	0.086975600990557	121.74572124339	raw_counts / DESeq2 median-of-ratios (via riborex)	0.116	0.054	1.22	0.694	24.712	11.67	70.395	31.338	24.712	11.67	70.395	31.338
MM_RS10260	-2.27908740422151	0.0145633176337492	0.0871145150483497	89.5450996416059	raw_counts / DESeq2 median-of-ratios (via riborex)	0.146	0.046	5.442	2.327	31.103	10.096	346.792	102.098	31.103	10.096	346.792	102.098
MM_RS11825	-1.90094520523383	0.0145494575219345	0.0871145150483497	698.717568620905	raw_counts / DESeq2 median-of-ratios (via riborex)	0.555	0.314	26.189	10.15	116.676	66.72	1476.483	455.458	116.676	66.72	1476.483	455.458
MM_RS16310	-1.80209476418834	0.0144956388704005	0.0871145150483497	89.2624243153165	raw_counts / DESeq2 median-of-ratios (via riborex)	0.142	0.091	1.146	0.591	30.311	19.704	69.663	26.818	30.311	19.704	69.663	26.818
MM_RS04210	-1.73678303342862	0.014546847914488	0.0871145150483497	500.383548151903	raw_counts / DESeq2 median-of-ratios (via riborex)	2.81	0.776	17.734	8.029	591.396	166.646	1012.482	359.653	591.396	166.646	1012.482	359.653
MM_RS05765	-1.62501316459949	0.0145423421751425	0.0871145150483497	1037.62834434311	raw_counts / DESeq2 median-of-ratios (via riborex)	2.637	0.327	9.613	4.436	558.998	69.471	539.475	200.701	558.998	69.471	539.475	200.701
MM_RS10930	-1.62529596277835	0.0147914744869292	0.0880780317520997	263.960089177189	raw_counts / DESeq2 median-of-ratios (via riborex)	0.446	0.111	2.59	1.203	94.682	23.428	145.732	54.67	94.682	23.428	145.732	54.67
MM_RS11815	-1.27569316879606	0.0147626194560029	0.0880780317520997	376.643699262901	raw_counts / DESeq2 median-of-ratios (via riborex)	0.252	0.195	3.516	2.488	53.55	41.649	209.272	110.91	53.55	41.649	209.272	110.91
MM_RS08890	-1.82662420385062	0.014862306039936	0.0882995829431494	53.0513028640627	raw_counts / DESeq2 median-of-ratios (via riborex)	0.178	0.025	1.005	0.501	37.971	5.339	60.254	22.085	37.971	5.339	60.254	22.085
MM_RS00130	1.50297946435273	0.0150227709574911	0.0890514594455341	164.383795443152	raw_counts / DESeq2 median-of-ratios (via riborex)	0.387	0.785	5.518	24.917	82.248	167.066	319.878	1095.087	82.248	167.066	319.878	1095.087
MM_RS03540	-1.30069141885482	0.0150696986634464	0.0891284429959688	358.844019104934	raw_counts / DESeq2 median-of-ratios (via riborex)	0.457	0.195	3.337	2.339	97.103	41.862	199.524	105.529	97.103	41.862	199.524	105.529
MM_RS05380	-2.10525778021157	0.0151181156383843	0.0892138689132519	158.014053933953	raw_counts / DESeq2 median-of-ratios (via riborex)	0.313	0.147	3.78	1.174	66.318	31.235	209.04	54.932	66.318	31.235	209.04	54.932
MM_RS08125	-2.92752997379143	0.0152773659135908	0.0899514862984066	168.061111383556	raw_counts / DESeq2 median-of-ratios (via riborex)	0.153	0.065	1.153	0.34	32.726	14.55	74.954	13.743	32.726	14.55	74.954	13.743
MM_RS03400	-1.48107649154991	0.0154799020454417	0.0909400956853018	142.876705984468	raw_counts / DESeq2 median-of-ratios (via riborex)	0.199	0.046	1.091	0.637	42.165	9.877	63.499	27.779	42.165	9.877	63.499	27.779
MM_RS18725	2.45378304034119	0.0157224887104928	0.0917797815018943	684.012830623065	raw_counts / DESeq2 median-of-ratios (via riborex)	0.124	0.949	1.638	18.515	26.701	197.75	104.676	842.404	26.701	197.75	104.676	842.404
MM_RS18935	2.11161319249166	0.0156900274172957	0.0917797815018943	52.681465230284	raw_counts / DESeq2 median-of-ratios (via riborex)	0.655	1.168	7.27	47.263	138.578	244.144	415.555	2208.596	138.578	244.144	415.555	2208.596
MM_RS06790	1.47332074980821	0.0157276853297229	0.0917797815018943	135.24620292192	raw_counts / DESeq2 median-of-ratios (via riborex)	0.106	0.211	0.501	2.438	22.564	45.091	30.156	109.964	22.564	45.091	30.156	109.964
MM_RS03655	-1.3729263684812	0.0158784323657768	0.0924540208260088	1339.26855822669	raw_counts / DESeq2 median-of-ratios (via riborex)	0.53	0.354	8.94	5.261	112.369	75.691	511.326	231.561	112.369	75.691	511.326	231.561
MM_RS10890	-1.63211158208353	0.0160109717348428	0.0928858692202297	135.689303503786	raw_counts / DESeq2 median-of-ratios (via riborex)	0.135	0.04	0.684	0.367	28.785	8.815	40.056	15.929	28.785	8.815	40.056	15.929
MM_RS08800	-1.51161733379239	0.0160233430147616	0.0928858692202297	174.153733995655	raw_counts / DESeq2 median-of-ratios (via riborex)	0.063	0.053	1.568	0.982	13.45	11.259	94.633	43.499	13.45	11.259	94.633	43.499
MM_RS18295	-2.30226676759645	0.0161906437685491	0.0935036641583747	4056.13940035367	raw_counts / DESeq2 median-of-ratios (via riborex)	253.098	98.006	180.679	77.975	54453.562	20711.533	11644.937	3448.93	54453.562	20711.533	11644.937	3448.93
MM_RS13455	1.69421569807898	0.0162011299284313	0.0935036641583747	54.9159846395046	raw_counts / DESeq2 median-of-ratios (via riborex)	0.5	0.374	0.89	4.774	105.969	81.852	52.564	215.588	105.969	81.852	52.564	215.588
MM_RS09510	-1.67253867267047	0.0162550298093841	0.0936090093847428	389.437299169999	raw_counts / DESeq2 median-of-ratios (via riborex)	0.226	0.133	6.39	3.787	48.285	28.581	394.728	171.496	48.285	28.581	394.728	171.496
MM_RS05960	-1.61835196601922	0.0167571965177686	0.0962897112815324	545.653592918767	raw_counts / DESeq2 median-of-ratios (via riborex)	0.313	0.102	2.998	1.529	66.569	22.588	172.288	65.01	66.569	22.588	172.288	65.01
MM_RS14375	-1.89267895844944	0.0168139775188174	0.0964050326733941	196.513842218223	raw_counts / DESeq2 median-of-ratios (via riborex)	0.668	0.361	21.393	10.582	143.307	74.769	1311.957	491.613	143.307	74.769	1311.957	491.613
MM_RS13785	1.91154906813966	0.0168531994758235	0.0964193939510079	126.95910577816	raw_counts / DESeq2 median-of-ratios (via riborex)	0.133	0.201	0.265	1.715	27.982	43.044	15.809	76.079	27.982	43.044	15.809	76.079
MM_RS10460	-1.34178258552909	0.0169550547333253	0.0965812879169461	750.059348167189	raw_counts / DESeq2 median-of-ratios (via riborex)	1.589	1.397	63.141	44.34	338.302	296.551	3815.766	2006.986	338.302	296.551	3815.766	2006.986
MM_RS06665	-1.30565397905631	0.0169336159340505	0.0965812879169461	982.250830487389	raw_counts / DESeq2 median-of-ratios (via riborex)	0.214	0.126	11.733	7.512	45.819	26.326	681.008	339.527	45.819	26.326	681.008	339.527
MM_RS13545	-1.88877130844413	0.0173562633749775	0.0985095435641111	3076.89804476722	raw_counts / DESeq2 median-of-ratios (via riborex)	6.316	3.001	61.429	33.613	1350.386	638.593	3897.235	1534.078	1350.386	638.593	3897.235	1534.078
MM_RS11395	-1.4611150820275	0.0173685905065436	0.0985095435641111	272.224381767985	raw_counts / DESeq2 median-of-ratios (via riborex)	0.233	0.1	3.14	1.724	49.498	21.94	178.977	75.799	49.498	21.94	178.977	75.799
MM_RS10275	-1.48827106569555	0.0174581676396505	0.0985917166058544	104.565454149647	raw_counts / DESeq2 median-of-ratios (via riborex)	0.023	0.013	0.178	0.106	4.764	2.841	10.5	4.744	4.764	2.841	10.5	4.744
MM_RS00210	-1.47279358492463	0.0174282269371094	0.0985917166058544	682.663486179221	raw_counts / DESeq2 median-of-ratios (via riborex)	0.428	0.268	9.368	5.57	90.579	58.073	553.665	261.685	90.579	58.073	553.665	261.685
MM_RS00970	-2.149029633673	0.0175783418807971	0.0990573514570243	513.418571893282	raw_counts / DESeq2 median-of-ratios (via riborex)	0.517	0.208	8.934	4.291	109.632	44.488	579.264	199.358	109.632	44.488	579.264	199.358
MM_RS13070	1.79310921972233	0.0177520089052459	0.0998135219603385	56.8718609229121	raw_counts / DESeq2 median-of-ratios (via riborex)	0.189	0.251	0.822	4.595	39.846	53.442	47.861	203.909	39.846	53.442	47.861	203.909
MM_RS17570	1.51010728076103	0.0178002722027543	0.0998135219603385	104.55720150883	raw_counts / DESeq2 median-of-ratios (via riborex)	0.081	0.185	0.301	1.344	17.313	39.657	17.341	59.657	17.313	39.657	17.341	59.657
MM_RS13715	-1.49525267912152	0.0178265581871282	0.0998135219603385	486.405716861762	raw_counts / DESeq2 median-of-ratios (via riborex)	0.251	0.198	6.335	4.001	52.977	41.177	383.111	182.112	52.977	41.177	383.111	182.112
MM_RS02345	1.50825997116445	0.0179216333812482	0.099919764881439	948.496039761078	raw_counts / DESeq2 median-of-ratios (via riborex)	4.752	10.698	42.108	183.714	1008.998	2273.591	2408.492	7910.738	1008.998	2273.591	2408.492	7910.738
MM_RS12310	1.31997234458741	0.0179048011080942	0.099919764881439	163.251349796504	raw_counts / DESeq2 median-of-ratios (via riborex)	0.309	0.454	0.586	2.43	65.889	96.883	34.605	109.919	65.889	96.883	34.605	109.919
MM_RS04135	1.56663129540105	0.0181090961652128	0.100751030783578	89.1037128131828	raw_counts / DESeq2 median-of-ratios (via riborex)	0.345	0.972	1.352	6.625	73.812	203.343	79.686	299.298	73.812	203.343	79.686	299.298
MM_RS12050	-1.69750922709673	0.0182239921756235	0.101175905820692	222.03808234327	raw_counts / DESeq2 median-of-ratios (via riborex)	1.179	0.628	6.275	3.741	251.272	134.7	390.929	168.389	251.272	134.7	390.929	168.389
MM_RS03495	-1.2179141738501	0.0183202623915458	0.101495799662867	437.697393051514	raw_counts / DESeq2 median-of-ratios (via riborex)	0.345	0.179	1.875	1.279	73.522	38.243	108.685	56.868	73.522	38.243	108.685	56.868
MM_RS03455	-1.42017579332955	0.0185326188332343	0.102456120118049	380.38516515968	raw_counts / DESeq2 median-of-ratios (via riborex)	0.26	0.252	7.261	4.891	55.232	53.568	440.605	220.618	55.232	53.568	440.605	220.618
MM_RS15215	1.74686793530991	0.0186366201729835	0.102792825428218	95.378481648955	raw_counts / DESeq2 median-of-ratios (via riborex)	0.666	1.338	1.109	5.918	142.682	284.17	64.029	257.146	142.682	284.17	64.029	257.146
MM_RS12945	-1.39070735915818	0.0186718117780883	0.102792825428218	402.698101152249	raw_counts / DESeq2 median-of-ratios (via riborex)	1.26	0.58	3.407	1.961	269	123.743	194.57	88.43	269	123.743	194.57	88.43
MM_RS14930	1.55993924704369	0.0188100690906981	0.10333732517191	159.923873385739	raw_counts / DESeq2 median-of-ratios (via riborex)	0.169	0.299	0.523	2.423	35.841	61.928	30.397	114.073	35.841	61.928	30.397	114.073
MM_RS07960	-1.83283438963077	0.0188581448975213	0.103385153446536	931.521078324389	raw_counts / DESeq2 median-of-ratios (via riborex)	13.584	6.525	102.472	59.102	2888.265	1421.476	6515.262	2621.214	2888.265	1421.476	6515.262	2621.214
MM_RS01490	1.68728424364964	0.0189177263120289	0.103482653572979	67.1089734395332	raw_counts / DESeq2 median-of-ratios (via riborex)	0.436	0.483	1.538	8.082	93.174	103.034	90.521	373.779	93.174	103.034	90.521	373.779
MM_RS10715	-1.61129255649214	0.0189547434762387	0.103482653572979	523.597704766886	raw_counts / DESeq2 median-of-ratios (via riborex)	0.812	0.261	6.107	3.796	171.889	56.026	376.994	168.468	171.889	56.026	376.994	168.468
MM_RS03910	1.63583765730131	0.0190362826546904	0.103712195541944	149.956860519189	raw_counts / DESeq2 median-of-ratios (via riborex)	0.148	0.262	1.189	6.401	31.086	55.974	71.148	286.661	31.086	55.974	71.148	286.661
MM_RS11750	-1.83644280499841	0.0191511257925863	0.104121855758451	350.152462908115	raw_counts / DESeq2 median-of-ratios (via riborex)	1.134	0.463	16.343	6.418	243.169	96.301	912.888	289.761	243.169	96.301	912.888	289.761
MM_RS04100	-2.36989668853071	0.0195109947859095	0.105859240305369	2372.75799458435	raw_counts / DESeq2 median-of-ratios (via riborex)	7.368	3.394	371.22	155.075	1586.043	714.25	24173.529	7152.544	1586.043	714.25	24173.529	7152.544
MM_RS01470	2.24540054633394	0.0196819482288169	0.10634731697299	93.2710770702592	raw_counts / DESeq2 median-of-ratios (via riborex)	0.48	1.168	1.931	15.126	103.864	247.668	113.325	662.866	103.864	247.668	113.325	662.866
MM_RS08130	1.61363448516507	0.0196426006507487	0.10634731697299	412.866410188001	raw_counts / DESeq2 median-of-ratios (via riborex)	0.715	2.748	1.774	8.1	153.352	588.032	100.897	362.167	153.352	588.032	100.897	362.167
MM_RS08245	-3.10485066180852	0.0197941878892109	0.10652799483166	326.586886375383	raw_counts / DESeq2 median-of-ratios (via riborex)	0.835	0.016	2.294	0.571	172.952	3.539	147.151	24.184	172.952	3.539	147.151	24.184
MM_RS08095	-2.04359939943508	0.019796519983949	0.10652799483166	230.48390155091	raw_counts / DESeq2 median-of-ratios (via riborex)	0.544	0.396	11.697	5.693	115.961	82.691	743.222	268.892	115.961	82.691	743.222	268.892
MM_RS01860	1.89124760998313	0.0198684551641712	0.106696448386735	74.6329485694338	raw_counts / DESeq2 median-of-ratios (via riborex)	0.074	0.173	1.558	9.086	15.569	36.77	90.14	409.87	15.569	36.77	90.14	409.87
MM_RS10585	-1.3508784808013	0.0200897943694166	0.107227235800992	833.777186403607	raw_counts / DESeq2 median-of-ratios (via riborex)	0.912	0.38	6.681	3.904	194.148	81.168	379.651	173.495	194.148	81.168	379.651	173.495
MM_RS13530	-1.27531449270005	0.0200530976914322	0.107227235800992	179.296218347272	raw_counts / DESeq2 median-of-ratios (via riborex)	0.57	0.251	2.549	1.784	121.231	55.295	151.35	80.166	121.231	55.295	151.35	80.166
MM_RS06445	-1.15381341097377	0.0200454837750174	0.107227235800992	649.030649778093	raw_counts / DESeq2 median-of-ratios (via riborex)	0.196	0.084	1.608	1.221	41.622	17.975	95.401	55.03	41.622	17.975	95.401	55.03
MM_RS02585	-1.14883359464746	0.0202503388854113	0.107864888261846	545.366763194025	raw_counts / DESeq2 median-of-ratios (via riborex)	0.426	0.244	4.759	3.627	90.551	51.883	282.213	162.89	90.551	51.883	282.213	162.89
MM_RS19280	2.37042168356698	0.0204419819005644	0.108447388566427	88.7152199686479	raw_counts / DESeq2 median-of-ratios (via riborex)	0.054	0.378	0.78	7.06	11.484	78.857	47.326	345.151	11.484	78.857	47.326	345.151
MM_RS01135	1.74866210420156	0.0204850910410741	0.108447388566427	60.1104138844161	raw_counts / DESeq2 median-of-ratios (via riborex)	0.122	0.207	0.356	2.036	25.82	44.08	21.127	89.646	25.82	44.08	21.127	89.646
MM_RS02705	-1.44983373040063	0.0204562312150344	0.108447388566427	172.196940294616	raw_counts / DESeq2 median-of-ratios (via riborex)	0.163	0.066	1.197	0.746	34.717	14.392	71.487	34.455	34.717	14.392	71.487	34.455
MM_RS14790	1.36874590653387	0.0205248865641715	0.108447388566427	204.162555394136	raw_counts / DESeq2 median-of-ratios (via riborex)	0.21	0.539	0.666	2.735	44.554	115.54	38.578	120.086	44.554	115.54	38.578	120.086
MM_RS12035	-1.41678218226157	0.0209704387175488	0.110579060386111	160.549465795593	raw_counts / DESeq2 median-of-ratios (via riborex)	0.387	0.241	5.298	3.518	82.18	51.682	318.857	155.731	82.18	51.682	318.857	155.731
MM_RS04075	-2.57706205592399	0.021174471594936	0.11115529785198	3730.98213860529	raw_counts / DESeq2 median-of-ratios (via riborex)	2.718	1.299	28.252	10.276	588.131	272.512	1831.861	447.439	588.131	272.512	1831.861	447.439
MM_RS15010	-1.67008810333777	0.0211439160344664	0.11115529785198	226.851658115767	raw_counts / DESeq2 median-of-ratios (via riborex)	0.107	0.047	2.415	1.385	22.853	9.968	147.632	63.847	22.853	9.968	147.632	63.847
MM_RS04635	-1.1414374523111	0.0212067038171523	0.11115529785198	607.229660421795	raw_counts / DESeq2 median-of-ratios (via riborex)	0.494	0.165	2.777	2.111	104.893	35.442	164.189	94.516	104.893	35.442	164.189	94.516
MM_RS13555	-1.32542006475082	0.0213266910410896	0.111561535206975	452.44909001567	raw_counts / DESeq2 median-of-ratios (via riborex)	1.015	0.42	5.066	3.02	215.927	90.137	288.97	138.116	215.927	90.137	288.97	138.116
MM_RS07195	-1.72556533896235	0.0213848743146483	0.11164349890709	553.851029215061	raw_counts / DESeq2 median-of-ratios (via riborex)	0.153	0.115	4.284	2.475	32.706	24.465	265.876	112.752	32.706	24.465	265.876	112.752
MM_RS01445	1.322273169815	0.0215761830149143	0.112418763089613	154.332349410104	raw_counts / DESeq2 median-of-ratios (via riborex)	0.25	0.27	0.811	3.228	53.241	57.794	47.219	147.869	53.241	57.794	47.219	147.869
MM_RS06415	-1.79022151443843	0.0218894308789386	0.113825040570481	6533.6416042679	raw_counts / DESeq2 median-of-ratios (via riborex)	0.537	0.849	67.765	39.162	114.935	176.07	4261.465	1728.418	114.935	176.07	4261.465	1728.418
MM_RS00065	1.99651041156922	0.0219705479309137	0.114021064953714	125.399544485804	raw_counts / DESeq2 median-of-ratios (via riborex)	0.177	0.373	0.891	6.335	38.012	83.557	53.614	272.152	38.012	83.557	53.614	272.152
MM_RS07920	1.40754341739337	0.022033737343618	0.114123460087457	163.021222866861	raw_counts / DESeq2 median-of-ratios (via riborex)	0.264	1.075	0.502	2.01	56.129	234.743	28.56	89.868	56.129	234.743	28.56	89.868
MM_RS15360	1.29421229428549	0.0222228472943509	0.114876372037333	388.625437287852	raw_counts / DESeq2 median-of-ratios (via riborex)	0.625	1.21	2.009	8.607	132.988	257.499	120.291	378.352	132.988	257.499	120.291	378.352
MM_RS06945	-1.65070017506928	0.0225343440516177	0.115921961178654	427.690107283123	raw_counts / DESeq2 median-of-ratios (via riborex)	0.273	0.209	9.326	4.58	57.474	44.633	536.206	205.044	57.474	44.633	536.206	205.044
MM_RS02285	-1.40600203782799	0.0225430345297768	0.115921961178654	321.708013604875	raw_counts / DESeq2 median-of-ratios (via riborex)	0.275	0.182	2.499	1.545	58.007	38.87	146.624	69.361	58.007	38.87	146.624	69.361
MM_RS05740	-1.22556676856396	0.0225575484243306	0.115921961178654	285.693553248206	raw_counts / DESeq2 median-of-ratios (via riborex)	0.225	0.117	1.847	1.251	47.93	24.776	107.208	56.488	47.93	24.776	107.208	56.488
MM_RS12045	-1.59995948523263	0.023121429928754	0.118587646470523	663.335111845767	raw_counts / DESeq2 median-of-ratios (via riborex)	0.452	0.269	8.159	5.218	96.536	58.621	507.648	231.897	96.536	58.621	507.648	231.897
MM_RS02885	1.64366765359551	0.023242279523895	0.118617823612008	53.7744876116779	raw_counts / DESeq2 median-of-ratios (via riborex)	0.291	0.748	1.697	8.741	61.761	160.005	99.563	386.359	61.761	160.005	99.563	386.359
MM_RS17220	1.36174863471315	0.0232628252704434	0.118617823612008	253.658170692668	raw_counts / DESeq2 median-of-ratios (via riborex)	1.651	3.172	6.245	26.557	350.357	669.319	366.27	1151.843	350.357	669.319	366.27	1151.843
MM_RS11785	-1.34072811717344	0.0231991340814877	0.118617823612008	151718.548826252	raw_counts / DESeq2 median-of-ratios (via riborex)	84758.07	98254.504	81463.413	49435.252	17999577.862	22017127.805	4666925.936	2143711.319	17999577.862	22017127.805	4666925.936	2143711.319
MM_RS05990	-1.82568735088155	0.0234275972803927	0.118995880963852	741.815011566552	raw_counts / DESeq2 median-of-ratios (via riborex)	0.855	0.462	8.936	4.765	183.809	99.085	550.426	210.555	183.809	99.085	550.426	210.555
MM_RS04495	-1.45017849919843	0.0233861500649788	0.118995880963852	894.665141018552	raw_counts / DESeq2 median-of-ratios (via riborex)	0.485	0.251	3.432	2.103	102.37	52.985	203.575	97.568	102.37	52.985	203.575	97.568
MM_RS01935	1.18558384830646	0.023728581608215	0.120291998654773	249.673574584393	raw_counts / DESeq2 median-of-ratios (via riborex)	0.226	0.239	1.132	4.104	47.979	50.861	65.748	183.64	47.979	50.861	65.748	183.64
MM_RS12375	1.44843741293555	0.023840193571194	0.120565412344623	101.357945567824	raw_counts / DESeq2 median-of-ratios (via riborex)	0.074	0.161	0.69	2.998	15.723	33.698	40.154	137.162	15.723	33.698	40.154	137.162
MM_RS17070	1.4426041345099	0.0238743390781431	0.120565412344623	210.269275039321	raw_counts / DESeq2 median-of-ratios (via riborex)	0.37	0.69	4.968	24.216	78.856	144.976	301.489	1101.722	78.856	144.976	301.489	1101.722
MM_RS07600	-1.16977736731526	0.0239708934948385	0.120820664716787	454.767936955134	raw_counts / DESeq2 median-of-ratios (via riborex)	0.349	0.166	2.825	2.023	74.201	34.803	165.308	93.04	74.201	34.803	165.308	93.04
MM_RS14645	2.45210973525047	0.0240440814144165	0.120957390410455	772.790836654309	raw_counts / DESeq2 median-of-ratios (via riborex)	1.001	1.196	2.117	22.745	208.643	255.382	133.283	1076.245	208.643	255.382	133.283	1076.245
MM_RS14590	-1.41536353720202	0.024282265667205	0.121922045204743	590.140336855261	raw_counts / DESeq2 median-of-ratios (via riborex)	0.212	0.217	4.917	3.392	45.107	45.757	301.107	155.429	45.107	45.757	301.107	155.429
MM_RS06795	-1.56248183152661	0.0243998763276442	0.122278769535103	164.2416295553	raw_counts / DESeq2 median-of-ratios (via riborex)	0.108	0.046	1.371	0.713	22.813	9.406	78.644	31.678	22.813	9.406	78.644	31.678
MM_RS03770	6.83319440077387	0.0245893811133902	0.122759914075594	1749.72912752939	raw_counts / DESeq2 median-of-ratios (via riborex)	0.021	8.34	1.631	456.529	4.678	1751.949	112.162	21194.624	4.678	1751.949	112.162	21194.624
MM_RS09675	2.10098094706045	0.024578187885447	0.122759914075594	93.9754258194302	raw_counts / DESeq2 median-of-ratios (via riborex)	0.356	0.796	5.291	30.538	75.617	166.358	291.753	1412.517	75.617	166.358	291.753	1412.517
MM_RS09980	1.92987156620755	0.0248994667434569	0.123837120583935	213.984405744754	raw_counts / DESeq2 median-of-ratios (via riborex)	0.957	2.205	13.072	72.373	201.849	472.668	733.718	3075.75	201.849	472.668	733.718	3075.75
MM_RS02975	1.86272128036204	0.0248556979069967	0.123837120583935	80.0331611398846	raw_counts / DESeq2 median-of-ratios (via riborex)	0.104	0.254	0.834	5.819	21.933	53.984	52.013	264.537	21.933	53.984	52.013	264.537
MM_RS09890	1.73304023055599	0.024953324646471	0.123870379057907	66.2753568348176	raw_counts / DESeq2 median-of-ratios (via riborex)	0.13	0.311	1.488	7.763	27.708	66.526	85.728	340.877	27.708	66.526	85.728	340.877
MM_RS05650	1.21067872329781	0.0252386663991345	0.125050448988919	204.997488381748	raw_counts / DESeq2 median-of-ratios (via riborex)	0.343	0.751	1.64	6.35	72.984	161.623	96.867	283.274	72.984	161.623	96.867	283.274
MM_RS18600	2.53384979984479	0.025476358931069	0.125753606302608	284.369083342755	raw_counts / DESeq2 median-of-ratios (via riborex)	2.288	2.973	49.728	464.256	474.896	634.75	2918.6	21996.835	474.896	634.75	2918.6	21996.835
MM_RS04185	-1.46884519170589	0.0254298943814928	0.125753606302608	466.811389912809	raw_counts / DESeq2 median-of-ratios (via riborex)	0.406	0.352	3.626	2.393	85.75	75.729	221.073	107.718	85.75	75.729	221.073	107.718
MM_RS06220	-1.29714114176615	0.0257103172435323	0.126670343492525	1817.24923746313	raw_counts / DESeq2 median-of-ratios (via riborex)	2.803	1.025	18.485	12.153	591.977	220.433	1081.541	555.975	591.977	220.433	1081.541	555.975
MM_RS19470	-1.6095508114485	0.0257855199037452	0.126802949938642	368.083420886433	raw_counts / DESeq2 median-of-ratios (via riborex)	2.106	0.635	30.526	16.467	449.438	137.965	1781.733	694.286	449.438	137.965	1781.733	694.286
MM_RS13580	-1.46410043484099	0.0258668728335697	0.126965248712063	1765.82668919853	raw_counts / DESeq2 median-of-ratios (via riborex)	1.152	0.563	11.981	8.179	244.555	119.944	740.197	376.503	244.555	119.944	740.197	376.503
MM_RS13665	1.771072113223	0.0259202750716064	0.126990004362012	156.788753319339	raw_counts / DESeq2 median-of-ratios (via riborex)	0.161	0.229	0.528	2.923	34.668	48.626	30.83	129.553	34.668	48.626	30.83	129.553
MM_RS04530	-1.18080616232394	0.0261605836083967	0.127928663977001	737.421384891242	raw_counts / DESeq2 median-of-ratios (via riborex)	0.228	0.221	4.408	3.378	48.568	47.261	263.914	151.534	48.568	47.261	263.914	151.534
MM_RS13835	-1.44678353571932	0.026512523912825	0.129408713373752	85.2340762498213	raw_counts / DESeq2 median-of-ratios (via riborex)	0.045	0.018	0.2	0.125	9.656	3.759	11.884	5.598	9.656	3.759	11.884	5.598
MM_RS14840	2.86078027675901	0.0265765674838492	0.129480642323911	65.651716355798	raw_counts / DESeq2 median-of-ratios (via riborex)	0.219	0.461	1.912	23.019	45.71	94.594	113.98	1150.52	45.71	94.594	113.98	1150.52
MM_RS07710	1.28762666587021	0.0266897471675572	0.129791251966676	163.562014969567	raw_counts / DESeq2 median-of-ratios (via riborex)	0.185	0.39	0.822	3.227	39.53	82.278	47.966	146.483	39.53	82.278	47.966	146.483
MM_RS09720	-1.94320532600243	0.0268058033996058	0.130114676021007	8788.40068816146	raw_counts / DESeq2 median-of-ratios (via riborex)	3.901	1.307	38.315	21.524	831.955	280.923	2482.289	945.955	831.955	280.923	2482.289	945.955
MM_RS04600	-8.68412236187344	0.0269793511716474	0.130715454200639	77.4428047327579	raw_counts / DESeq2 median-of-ratios (via riborex)	0.104	0.024	0.357	0	22.139	4.787	19.035	0	22.139	4.787	19.035	0
MM_RS15405	-1.9443641966045	0.0273478555173147	0.132256848229224	611.859760549493	raw_counts / DESeq2 median-of-ratios (via riborex)	0.474	0.227	4.204	2.166	101.932	47.088	263.987	96.602	101.932	47.088	263.987	96.602
MM_RS13495	1.47758179751032	0.0276082387441242	0.133026119159762	104.663965286019	raw_counts / DESeq2 median-of-ratios (via riborex)	0.511	0.624	1.783	7.949	108.447	135.96	103.203	345.257	108.447	135.96	103.203	345.257
MM_RS15735	-1.26431373587807	0.0275696925105042	0.133026119159762	674.275823914195	raw_counts / DESeq2 median-of-ratios (via riborex)	0.578	0.191	2.75	1.893	122.177	40.847	161.491	83.284	122.177	40.847	161.491	83.284
MM_RS04910	-1.96566215890907	0.0276934756261447	0.13319243039241	466.790806437666	raw_counts / DESeq2 median-of-ratios (via riborex)	12.205	4.349	417.066	151.777	2559.417	936.442	23487.548	7145.007	2559.417	936.442	23487.548	7145.007
MM_RS10490	1.3309274172647	0.0277884847913776	0.133405047645626	229.522515130879	raw_counts / DESeq2 median-of-ratios (via riborex)	0.27	0.754	2.524	10.625	57.687	161.787	149.147	476.129	57.687	161.787	149.147	476.129
